time [ms],altitude [cm],airspeed [x0.01 m/s],angle_of_attack [x0.1 deg],airdata_pressure [hPa],airdata_temperature [degC],rotation [x0.1 rpm],rotation_voltage [0.01 V],elevator_angle [deg],rudder_angle [deg],trim [deg],trim_sign,servo_received,screen_toggle,pitch [x0.1 deg],roll [x0.1 deg],gyro_temperature [x0.01 degC],servo_voltage [x0.01 V],servo_current [x0.01 A],main_voltage [x0.01 V],temperature [x0.01 degC],pressure [x0.01 hPa],humidity [x0.01 p.c.],GPS_time (GMT+9:00),latitude [x0.000001 deg],longitude [x0.000001 deg],GPS_altitude [x0.1 cm]
00000578,0054,0000,0000,0000,00,0000,000,090,090,00,+,0,0,-045,-002,1775,0000,0000,0396,1952,101140,10000,00:00:00,00000000,000000000,00000
00001078,0111,0000,0000,0000,00,0000,000,090,090,00,+,0,0,-021,+003,1785,0000,0000,0792,1959,101142,10000,00:00:00,00000000,000000000,00000
00001579,0111,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-040,+000,1785,0798,0022,0795,1960,101142,10000,00:00:00,00000000,000000000,00000
00002079,0109,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-040,-017,1790,0797,0031,0794,1962,101144,10000,00:00:00,00000000,000000000,00000
00002579,0109,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-041,-003,1794,0799,0020,0794,1963,101144,10000,00:00:00,00000000,000000000,00000
00003079,0109,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-039,-016,1804,0799,0024,0794,1965,101146,10000,00:00:00,00000000,000000000,00000
00003579,0109,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-049,-001,1808,0799,0012,0794,1966,101143,10000,00:00:00,00000000,000000000,00000
00004079,0109,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-044,-006,1804,0799,0024,0794,1968,101146,10000,00:00:00,00000000,000000000,00000
00004579,0109,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-045,-019,1804,0798,0030,0794,1969,101147,10000,00:00:00,00000000,000000000,00000
00005079,0109,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-047,-008,1813,0797,0024,0794,1970,101146,10000,00:00:00,00000000,000000000,00000
00005579,0109,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-041,-014,1808,0800,0011,0794,1972,101145,10000,00:00:00,00000000,000000000,00000
00006079,0109,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-042,-008,1827,0799,0026,0794,1973,101148,10000,00:00:00,00000000,000000000,00000
00006601,0109,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-043,-002,1818,0798,0032,0794,1975,101148,10000,00:00:00,00000000,000000000,00000
00007106,0100,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-052,-012,1832,0798,0032,0794,1977,101145,10000,00:00:00,00000000,000000000,00000
00007606,0109,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-041,-011,1818,0799,0021,0794,1978,101146,10000,00:00:00,00000000,000000000,00000
00008107,0105,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-047,-004,1832,0799,0021,0794,1980,101147,10000,00:00:00,00000000,000000000,00000
00008607,0107,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-045,-017,1832,0797,0025,0792,1981,101144,10000,00:00:00,00000000,000000000,00000
00009107,0105,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-048,-008,1832,0800,0015,0794,1983,101145,10000,00:00:00,00000000,000000000,00000
00009607,0132,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-047,-010,1832,0798,0027,0794,1985,101149,10000,00:00:00,00000000,000000000,00000
00010107,0142,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-047,+006,1832,0799,0026,0792,1986,101146,10000,00:00:00,00000000,000000000,00000
00010607,0140,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-045,-015,1832,0799,0025,0794,1987,101146,10000,00:00:00,00000000,000000000,00000
00011107,0102,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-037,-001,1837,0799,0029,0794,1989,101147,10000,00:00:00,00000000,000000000,00000
00011607,0105,0000,0000,0000,00,0000,000,090,094,00,+,1,0,-050,-005,1841,0800,0015,0794,1991,101147,10000,00:00:00,00000000,000000000,00000
00012107,0100,0000,0000,0000,00,0000,000,089,097,00,+,1,0,-039,-016,1837,0800,0016,0794,1992,101150,10000,00:00:00,00000000,000000000,00000
00012607,0102,0000,0000,0000,00,0000,000,085,118,00,+,1,0,-048,+002,1846,0749,0235,0794,1993,101147,10000,00:00:00,00000000,000000000,00000
00013107,0100,0000,0000,0000,00,0000,000,085,118,00,+,1,0,-040,+000,1837,0749,0235,0794,1995,101147,10000,00:00:00,00000000,000000000,00000
00014107,0882,0000,0000,0000,00,0000,000,081,136,00,+,1,0,-026,-024,1841,0759,0099,0923,9439,101150,10000,00:00:00,00000000,000000000,00000
00014607,0888,0000,0000,0000,00,0000,000,073,164,00,+,1,0,-051,-010,1846,0781,0160,0923,2004,101150,10000,00:00:00,00000000,000000000,00000
00015107,0888,0000,0000,0000,00,0000,000,073,164,00,+,1,0,-047,-018,1855,0781,0160,0923,2003,101148,10000,00:00:00,00000000,000000000,00000
00015607,0888,0000,0000,0000,00,0000,000,072,172,00,+,1,0,-037,-023,1855,0796,0040,0923,2005,101148,10000,00:00:00,00000000,000000000,00000
00016107,0888,0000,0000,0000,00,0000,000,072,172,00,+,1,0,-048,-014,1860,0796,0040,0923,2006,101151,10000,00:00:00,00000000,000000000,00000
00017107,0094,0000,0000,0000,00,0000,000,072,154,00,+,1,0,-050,-014,1860,0762,0076,0794,9439,101149,10000,00:00:00,00000000,000000000,00000
00017607,0128,0000,0000,0000,00,0000,000,071,143,00,+,1,0,-038,+016,1855,0774,0089,0794,2013,101149,10000,00:00:00,00000000,000000000,00000
00018107,0107,0000,0000,0000,00,0000,000,071,143,00,+,1,0,-029,-034,1860,0774,0089,0794,2013,101149,10000,00:00:00,00000000,000000000,00000
00018607,0134,0000,0000,0000,00,0000,000,070,128,00,+,1,0,-051,-023,1865,0793,0074,0794,2014,101148,10000,00:00:00,00000000,000000000,00000
00019107,0109,0000,0000,0000,00,0000,000,070,128,00,+,1,0,-040,+010,1855,0793,0074,0792,2015,101149,10000,00:00:00,00000000,000000000,00000
00019607,0142,0000,0000,0000,00,0000,000,089,091,00,+,1,0,-036,-010,1870,0800,0009,0794,2017,101152,10000,00:00:00,00000000,000000000,00000
00020107,0121,0000,0000,0000,00,0000,000,089,091,00,+,1,0,-045,+011,1874,0800,0009,0792,2019,101150,10000,00:00:00,00000000,000000000,00000
00020608,0136,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-044,-010,1860,0800,0007,0794,2020,101146,10000,00:00:00,00000000,000000000,00000
00021108,0119,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-036,-024,1865,0799,0024,0792,2022,101150,10000,00:00:00,00000000,000000000,00000
00021608,0121,0000,0000,0000,00,0000,000,089,096,00,+,1,0,-053,+003,1865,0792,0051,0794,2024,101149,10000,00:00:00,00000000,000000000,00000
00022108,0134,0000,0000,0000,00,0000,000,089,096,00,+,1,0,-050,+005,1874,0792,0051,0794,2025,101151,10000,00:00:00,00000000,000000000,00000
00022608,0111,0000,0000,0000,00,0000,000,085,104,00,+,1,0,-040,+007,1870,0792,0061,0794,2027,101150,10000,00:00:00,00000000,000000000,00000
00023108,0134,0000,0000,0000,00,0000,000,085,104,00,+,1,0,-038,-006,1870,0792,0061,0794,2028,101148,10000,00:00:00,00000000,000000000,00000
00023608,0136,0000,0000,0000,00,0000,000,085,119,00,+,1,0,-060,-001,1874,0794,0059,0794,2030,101148,10000,00:00:00,00000000,000000000,00000
00024108,0142,0000,0000,0000,00,0000,000,085,125,00,+,1,0,-050,-012,1870,0791,0071,0794,2031,101149,10000,00:00:00,00000000,000000000,00000
00024608,0102,0000,0000,0000,00,0000,000,084,137,00,+,1,0,-049,-024,1879,0793,0072,0792,2032,101148,10000,00:00:00,00000000,000000000,00000
00025108,0111,0000,0000,0000,00,0000,000,084,137,00,+,1,0,-038,-013,1874,0793,0072,0794,2034,101148,10000,00:00:00,00000000,000000000,00000
00025608,0100,0000,0000,0000,00,0000,000,082,142,00,+,1,0,-049,-016,1884,0794,0065,0794,2035,101149,10000,00:00:00,00000000,000000000,00000
00026152,0132,0000,0000,0000,00,0000,000,082,143,00,+,1,0,-044,-015,1884,0793,0064,0792,2037,101148,10000,00:00:00,00000000,000000000,00000
00026652,0105,0000,0000,0000,00,0000,000,080,158,00,+,1,0,-056,-003,1884,0779,0079,0794,2039,101147,10000,00:00:00,00000000,000000000,00000
00027152,0100,0000,0000,0000,00,0000,000,080,164,00,+,1,0,-038,-014,1888,0793,0066,0794,2040,101148,10000,03:14:03,34474158,133488795,-0099
00027714,0105,0000,0000,0000,00,0000,000,080,164,00,+,1,0,-058,-002,1888,0791,0082,0794,2041,101150,10000,03:14:03,34474158,133488795,-0099
00028214,0102,0000,0000,0000,00,0000,000,080,173,00,+,1,0,-047,-006,1888,0792,0074,0794,2043,101147,10000,03:14:03,34474158,133488795,-0099
00028715,0100,0000,0000,0000,00,0000,000,080,173,00,+,1,0,-044,-012,1884,0793,0073,0794,2044,101149,10000,03:14:03,34474158,133488795,-0099
00029215,0098,0000,0000,0000,00,0000,000,080,173,00,+,1,0,-051,-016,1884,0793,0073,0794,2046,101148,10000,03:14:03,34474158,133488795,-0099
00029719,0100,0000,0000,0000,00,0000,000,080,173,00,+,1,0,-041,-011,1888,0793,0073,0792,2047,101147,10000,03:14:03,34474158,133488795,-0099
00030219,0100,0000,0000,0000,00,0000,000,078,173,00,+,1,0,-040,-012,1898,0792,0075,0792,2049,101149,10000,03:14:03,34474158,133488795,-0099
00030750,0107,0000,0000,0000,00,0000,000,078,173,00,+,1,0,-040,+004,1879,0792,0074,0792,2050,101150,10000,03:14:03,34474158,133488795,-0099
00031250,0100,0000,0000,0000,00,0000,000,081,103,00,+,1,0,-050,-009,1893,0798,0034,0792,2051,101149,10000,03:14:03,34474158,133488795,-0099
00031771,0098,0000,0000,0000,00,0000,000,090,083,00,+,1,0,-055,+007,1888,0794,0058,0794,2054,101149,10000,03:14:03,34474158,133488795,-0099
00032271,0100,0000,0000,0000,00,0000,000,091,065,00,+,1,0,-055,-038,1884,0798,0014,0792,2055,101148,10000,03:14:03,34474158,133488795,-0099
00032771,0100,0000,0000,0000,00,0000,000,091,052,00,+,1,0,-030,+014,1893,0798,0032,0794,2057,101152,10000,03:14:03,34474158,133488795,-0099
00033271,0111,0000,0000,0000,00,0000,000,090,085,00,+,1,0,-036,-005,1888,0799,0009,0794,2059,101149,10000,03:14:03,34474158,133488795,-0099
00033782,0117,0000,0000,0000,00,0000,000,091,088,00,+,1,0,-051,+022,1898,0798,0026,0794,2060,101148,10000,03:14:03,34474158,133488795,-0099
00034282,0109,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-048,-027,1893,0788,0060,0794,2061,101147,10000,03:14:03,34474158,133488795,-0099
00034782,0113,0000,0000,0000,00,0000,000,090,089,00,+,1,0,-041,-024,1898,0794,0058,0794,2063,101151,10000,03:14:03,34474158,133488795,-0099
00035282,0111,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-051,-014,1903,0794,0055,0792,2064,101148,10000,03:14:03,34474158,133488795,-0099
00035782,0113,0000,0000,0000,00,0000,000,091,093,00,+,1,0,-037,-011,1893,0799,0010,0794,2065,101149,10000,03:14:03,34474158,133488795,-0099
00036282,0121,0000,0000,0000,00,0000,000,094,090,00,+,1,0,-046,-005,1907,0800,0005,0794,2066,101148,10000,03:14:03,34474158,133488795,-0099
00036782,0128,0000,0000,0000,00,0000,000,099,095,00,+,1,0,-041,-004,1903,0800,0015,0792,2067,101148,10000,03:14:03,34474158,133488795,-0099
00037282,0126,0000,0000,0000,00,0000,000,114,102,00,+,1,0,-046,-016,1907,0799,0015,0794,2069,101148,10000,03:14:03,34474158,133488795,-0099
00037782,0130,0000,0000,0000,00,0000,000,132,102,00,+,1,0,-036,+010,1907,0800,0012,0794,2071,101146,10000,03:14:03,34474158,133488795,-0099
00038282,0140,0000,0000,0000,00,0000,000,147,103,00,+,1,0,-047,-008,1907,0800,0007,0792,2073,101147,10000,03:14:03,34474158,133488795,-0099
00038782,0130,0000,0000,0000,00,0000,000,155,104,00,+,1,0,-050,+000,1907,0800,0008,0792,2074,101148,10000,03:14:03,34474158,133488795,-0099
00039282,0140,0000,0000,0000,00,0000,000,172,111,00,+,1,0,-038,-033,1912,0799,0020,0794,2075,101148,10000,03:14:03,34474158,133488795,-0099
00039782,0134,0000,0000,0000,00,0000,000,173,110,00,+,1,0,-049,-014,1907,0800,0009,0792,2077,101149,10000,03:14:03,34474158,133488795,-0099
00040282,0130,0000,0000,0000,00,0000,000,173,110,00,+,1,0,-045,-003,1907,0801,0005,0794,2078,101148,10000,03:14:03,34474158,133488795,-0099
00040782,0117,0000,0000,0000,00,0000,000,157,102,00,+,1,0,-048,-007,1907,0793,0081,0792,2080,101148,10000,03:14:03,34474158,133488795,-0099
00041282,0115,0000,0000,0000,00,0000,000,125,099,00,+,1,0,-050,-010,1912,0766,0102,0792,2081,101149,10000,03:14:03,34474158,133488795,-0099
00041782,0109,0000,0000,0000,00,0000,000,109,098,00,+,1,0,-042,-012,1921,0777,0139,0792,2083,101148,10000,03:14:03,34474158,133488795,-0099
00042283,0109,0000,0000,0000,00,0000,000,091,092,00,+,1,0,-049,-012,1921,0790,0103,0794,2085,101151,10000,03:14:03,34474158,133488795,-0099
00042783,0105,0000,0000,0000,00,0000,000,090,093,00,+,1,0,-045,-002,1912,0759,0072,0794,2086,101152,10000,03:14:03,34474158,133488795,-0099
00043283,0107,0000,0000,0000,00,0000,000,078,093,00,+,1,0,-046,-017,1917,0788,0131,0792,2088,101152,10000,03:14:03,34474158,133488795,-0099
00043783,0105,0000,0000,0000,00,0000,000,060,093,00,+,1,0,-043,-008,1907,0745,0094,0792,2089,101149,10000,03:14:03,34474158,133488795,-0099
00044283,0136,0000,0000,0000,00,0000,000,060,093,00,+,1,0,-050,-010,1917,0745,0094,0792,2090,101150,10000,03:14:03,34474158,133488795,-0099
00044829,0111,0000,0000,0000,00,0000,000,027,095,00,+,1,0,-044,-006,1921,0792,0077,0792,2092,101152,10000,03:14:03,34474158,133488795,-0099
00045329,0138,0000,0000,0000,00,0000,000,001,094,00,+,1,0,-046,-008,1917,0797,0033,0792,2093,101150,9999,03:14:03,34474158,133488795,-0099
00045838,0121,0000,0000,0000,00,0000,000,001,093,00,+,1,0,-051,-008,1912,0797,0036,0792,2095,101150,9997,03:14:03,34474158,133488795,-0099
00046338,0113,0000,0000,0000,00,0000,000,001,093,00,+,1,0,-040,-005,1926,0794,0035,0792,2096,101151,9997,03:14:03,34474158,133488795,-0099
00046839,0109,0000,0000,0000,00,0000,000,001,093,00,+,1,0,-036,-009,1926,0796,0035,0792,2097,101150,9995,03:14:03,34474158,133488795,-0099
00047339,0107,0000,0000,0000,00,0000,000,001,093,00,+,1,0,-049,-003,1921,0797,0038,0794,2099,101149,9992,03:14:03,34474158,133488795,-0099
00047841,0105,0000,0000,0000,00,0000,000,001,093,00,+,1,0,-044,-008,1931,0796,0035,0792,2100,101150,9990,03:14:03,34474158,133488795,-0099
00048342,0105,0000,0000,0000,00,0000,000,001,093,00,+,1,0,-042,-005,1935,0797,0037,0792,2102,101150,9989,03:14:03,34474158,133488795,-0099
00048842,0102,0000,0000,0000,00,0000,000,001,093,00,+,1,0,-046,-010,1921,0797,0034,0792,2103,101152,9987,03:14:03,34474158,133488795,-0099
00049342,0105,0000,0000,0000,00,0000,000,001,093,00,+,1,0,-045,-011,1926,0785,0035,0792,2104,101149,9983,03:14:03,34474158,133488795,-0099
00049842,0100,0000,0000,0000,00,0000,000,001,093,00,+,1,0,-043,-012,1926,0797,0036,0792,2105,101148,9982,03:14:03,34474158,133488795,-0099
00050342,0105,0000,0000,0000,00,0000,000,001,091,00,+,1,0,-044,-003,1917,0796,0033,0792,2107,101151,9980,03:14:03,34474158,133488795,-0099
00050842,0100,0000,0000,0000,00,0000,000,001,090,00,+,1,0,-044,-012,1926,0796,0037,0792,2108,101152,9975,03:14:03,34474158,133488795,-0099
00051342,0100,0000,0000,0000,00,0000,000,000,086,00,+,1,0,-045,-012,1935,0797,0038,0792,2110,101151,9971,03:14:03,34474158,133488795,-0099
00051842,0100,0000,0000,0000,00,0000,000,000,086,00,+,1,0,-040,-001,1945,0796,0038,0792,2111,101152,9970,03:14:03,34474158,133488795,-0099
00052342,0100,0000,0000,0000,00,0000,000,002,093,00,+,1,0,-035,-005,1926,0796,0040,0792,2113,101151,9967,03:14:03,34474158,133488795,-0099
00052842,0100,0000,0000,0000,00,0000,000,036,097,00,+,1,0,-037,+038,1935,0793,0062,0792,2113,101149,9963,03:14:03,34474158,133488795,-0099
00053342,0100,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-003,-029,1940,0788,0082,0792,2114,101153,9961,03:14:03,34474158,133488795,-0099
00053842,0100,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-045,+018,1935,0799,0005,0792,2116,101147,9957,03:14:03,34474158,133488795,-0099
00054342,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-034,+001,1945,0799,0017,0792,2118,101151,9954,03:14:03,34474158,133488795,-0099
00054842,0100,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-060,-016,1926,0798,0018,0792,2119,101151,9951,03:14:03,34474158,133488795,-0099
00055342,0100,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-045,-004,1945,0799,0011,0792,2120,101152,9948,03:14:03,34474158,133488795,-0099
00055852,0100,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-045,-009,1931,0798,0023,0792,2121,101149,9945,03:14:03,34474158,133488795,-0099
00056352,0128,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-043,-004,1945,0798,0026,0792,2123,101148,9941,03:14:03,34474158,133488795,-0099
00056872,0134,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-047,-006,1940,0798,0021,0792,2124,101149,9938,03:14:03,34474158,133488795,-0099
00057372,0117,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-041,-016,1945,0798,0024,0792,2125,101149,9937,03:14:03,34474158,133488795,-0099
00057872,0119,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-045,-010,1945,0797,0020,0792,2127,101149,9935,03:14:03,34474158,133488795,-0099
00058372,0136,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-040,-004,1935,0798,0020,0792,2129,101148,9933,03:14:03,34474158,133488795,-0099
00058872,0136,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-045,-007,1945,0798,0015,0792,2130,101150,9928,03:14:03,34474158,133488795,-0099
00059372,0128,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-043,-005,1950,0799,0018,0792,2131,101149,9926,03:14:03,34474158,133488795,-0099
00059872,0134,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-045,-011,1945,0798,0022,0792,2133,101150,9921,03:14:03,34474158,133488795,-0099
00060372,0136,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-043,-010,1945,0798,0024,0792,2134,101151,9918,03:14:03,34474158,133488795,-0099
00060872,0126,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-046,-008,1940,0798,0025,0792,2135,101148,9916,03:14:03,34474158,133488795,-0099
00061372,0132,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-041,-002,1950,0798,0026,0792,2137,101149,9914,03:14:03,34474158,133488795,-0099
00061872,0119,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-047,-009,1950,0798,0025,0792,2138,101147,9905,03:14:03,34474158,133488795,-0099
00062372,0107,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-039,-006,1954,0798,0030,0792,2139,101149,9905,03:14:03,34474158,133488795,-0099
00062872,0107,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-046,-003,1954,0799,0007,0792,2140,101149,9899,03:14:03,34474158,133488795,-0099
00063372,0109,0000,0000,0000,00,0000,000,086,092,00,+,1,0,-050,-010,1954,0793,0073,0792,2141,101150,9895,03:14:03,34474158,133488795,-0099
00063872,0105,0000,0000,0000,00,0000,000,081,092,00,+,1,0,-036,-003,1954,0786,0112,0792,2143,101148,9892,03:14:03,34474158,133488795,-0099
00064372,0100,0000,0000,0000,00,0000,000,059,090,00,+,1,0,-058,-015,1959,0777,0118,0792,2143,101150,9884,03:14:03,34474158,133488795,-0099
00064872,0100,0000,0000,0000,00,0000,000,038,090,00,+,1,0,-040,-011,1959,0788,0102,0792,2144,101150,9880,03:14:03,34474158,133488795,-0099
00065372,0100,0000,0000,0000,00,0000,000,001,082,00,+,1,0,-044,-015,1950,0753,0065,0792,2146,101151,9877,03:14:03,34474158,133488795,-0099
00065872,0100,0000,0000,0000,00,0000,000,000,088,00,+,1,0,-050,-019,1950,0794,0070,0792,2147,101147,9871,03:14:03,34474158,133488795,-0099
00066372,0100,0000,0000,0000,00,0000,000,000,088,00,+,1,0,-047,-008,1954,0794,0040,0792,2148,101148,9864,03:14:03,34474158,133488795,-0099
00066872,0098,0000,0000,0000,00,0000,000,000,088,00,+,1,0,-045,-001,1959,0796,0037,0792,2149,101150,9860,03:14:03,34474158,133488795,-0099
00067372,0100,0000,0000,0000,00,0000,000,000,088,00,+,1,0,-050,-007,1964,0796,0036,0792,2150,101152,9854,03:14:03,34474158,133488795,-0099
00067872,0098,0000,0000,0000,00,0000,000,000,088,00,+,1,0,-048,-003,1959,0796,0036,0792,2151,101149,9848,03:14:03,34474158,133488795,-0099
00068372,0100,0000,0000,0000,00,0000,000,000,088,00,+,1,0,-041,-011,1954,0796,0039,0792,2152,101151,9842,03:14:03,34474158,133488795,-0099
00068872,0098,0000,0000,0000,00,0000,000,021,090,00,+,1,0,-047,-009,1964,0794,0047,0792,2154,101149,9838,03:14:03,34474158,133488795,-0099
00069372,0098,0000,0000,0000,00,0000,000,011,092,00,+,1,0,-041,-006,1959,0792,0020,0792,2155,101150,9833,03:14:03,34474158,133488795,-0099
00069872,0098,0000,0000,0000,00,0000,000,001,090,00,+,1,0,-057,-008,1959,0786,0036,0792,2156,101153,9828,03:14:03,34474158,133488795,-0099
00070372,0098,0000,0000,0000,00,0000,000,001,090,00,+,1,0,-045,-006,1964,0796,0041,0792,2157,101150,9824,03:14:03,34474158,133488795,-0099
00070872,0100,0000,0000,0000,00,0000,000,001,090,00,+,1,0,-045,-020,1973,0796,0030,0792,2158,101152,9819,03:14:03,34474158,133488795,-0099
00071372,0100,0000,0000,0000,00,0000,000,002,090,00,+,1,0,-041,+000,1954,0797,0030,0792,2159,101149,9813,03:14:03,34474158,133488795,-0099
00071872,0098,0000,0000,0000,00,0000,000,059,092,00,+,1,0,-037,-018,1959,0794,0063,0792,2160,101150,9808,03:14:03,34474158,133488795,-0099
00072372,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-029,-017,1964,0794,0062,0792,2162,101148,9801,03:14:03,34474158,133488795,-0099
00072872,0100,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-035,-038,1954,0798,0014,0792,2163,101148,9797,03:14:03,34474158,133488795,-0099
00073372,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-051,-011,1968,0798,0018,0792,2164,101150,9793,03:14:03,34474158,133488795,-0099
00073872,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-042,-008,1968,0797,0025,0792,2165,101148,9788,03:14:03,34474158,133488795,-0099
00074372,0100,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-043,-016,1968,0797,0033,0792,2166,101150,9785,03:14:03,34474158,133488795,-0099
00074872,0102,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-047,+000,1978,0797,0029,0792,2168,101149,9780,03:14:03,34474158,133488795,-0099
00075372,0102,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-043,-005,1964,0797,0035,0792,2169,101149,9778,03:14:03,34474158,133488795,-0099
00075872,0105,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-044,-011,1978,0797,0033,0792,2171,101149,9774,03:14:03,34474158,133488795,-0099
00076372,0115,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-040,-012,1964,0790,0028,0792,2172,101151,9770,03:14:03,34474158,133488795,-0099
00076872,0115,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-048,-007,1978,0798,0021,0792,2173,101149,9764,03:14:03,34474158,133488795,-0099
00077372,0117,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-045,-010,1973,0797,0020,0792,2174,101148,9758,03:14:03,34474158,133488795,-0099
00077872,0121,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-047,-009,1973,0797,0031,0791,2175,101149,9750,03:14:03,34474158,133488795,-0099
00078372,0123,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-045,-013,1973,0799,0012,0792,2176,101149,9746,03:14:03,34474158,133488795,-0099
00078872,0126,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-039,+002,1973,0798,0029,0792,2177,101148,9739,03:14:03,34474158,133488795,-0099
00079372,0126,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-046,-004,1983,0797,0030,0792,2178,101150,9734,03:14:03,34474158,133488795,-0099
00079872,0176,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-046,-008,1983,0797,0034,0792,2180,101150,9727,03:14:55,34474140,133488726,-0010
00080372,0134,0000,0000,0000,00,0000,000,085,102,00,+,1,0,-037,-005,1978,0781,0083,0792,2180,101147,9722,03:14:55,34474140,133488726,-0010
00080872,0119,0000,0000,0000,00,0000,000,081,121,00,+,1,0,-055,-018,1973,0779,0047,0792,2182,101148,9713,03:14:55,34474140,133488726,-0010
00081372,0121,0000,0000,0000,00,0000,000,080,160,00,+,1,0,-043,-022,1973,0797,0024,0792,2183,101147,9708,03:14:55,34474140,133488726,-0010
00081872,0113,0000,0000,0000,00,0000,000,080,166,00,+,1,0,-035,+018,1987,0790,0013,0792,2184,101147,9701,03:14:57,34474140,133488726,-0010
00082372,0109,0000,0000,0000,00,0000,000,081,174,00,+,1,0,-049,-022,1987,0794,0047,0792,2186,101149,9694,03:14:57,34474140,133488726,-0010
00082872,0105,0000,0000,0000,00,0000,000,081,174,00,+,1,0,-048,-004,1987,0800,0005,0792,2186,101150,9686,03:14:57,34474140,133488726,-0010
00083372,0107,0000,0000,0000,00,0000,000,081,174,00,+,1,0,-047,+001,1983,0800,0005,0792,2188,101151,9679,03:14:57,34474140,133488726,-0010
00083872,0102,0000,0000,0000,00,0000,000,081,174,00,+,1,0,-041,-017,1987,0799,0011,0792,2189,101148,9673,03:14:57,34474140,133488726,-0010
00084372,0102,0000,0000,0000,00,0000,000,081,174,00,+,1,0,-043,-003,1978,0799,0005,0792,2190,101149,9666,03:14:57,34474140,133488726,-0010
00084872,0100,0000,0000,0000,00,0000,000,077,169,00,+,1,0,-035,-008,1992,0794,0057,0792,2191,101148,9658,03:14:57,34474140,133488726,-0010
00085372,0100,0000,0000,0000,00,0000,000,089,091,00,+,1,0,-062,+009,1978,0794,0052,0792,2192,101151,9649,03:14:57,34474140,133488726,-0010
00085872,0098,0000,0000,0000,00,0000,000,091,088,00,+,1,0,-057,-030,1992,0798,0019,0792,2192,101148,9638,03:14:57,34474140,133488726,-0010
00086372,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-033,-025,1997,0796,0041,0792,2194,101148,9630,03:14:57,34474140,133488726,-0010
00086872,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-047,-004,1987,0794,0041,0792,2195,101150,9621,03:14:57,34474140,133488726,-0010
