time [ms],altitude [cm],airspeed [x0.01 m/s],angle_of_attack [x0.1 deg],airdata_pressure [hPa],airdata_temperature [degC],rotation [x0.1 rpm],rotation_voltage [0.01 V],elevator_angle [deg],rudder_angle [deg],trim [deg],trim_sign,servo_received,screen_toggle,pitch [x0.1 deg],roll [x0.1 deg],gyro_temperature [x0.01 degC],servo_voltage [x0.01 V],servo_current [x0.01 A],main_voltage [x0.01 V],temperature [x0.01 degC],pressure [x0.01 hPa],humidity [x0.01 p.c.],GPS_time (GMT+9:00),latitude [x0.000001 deg],longitude [x0.000001 deg],GPS_altitude [x0.1 cm]
00087372,0100,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-041,-009,1992,0791,0040,0792,2196,101149,9613,03:14:57,34474140,133488726,-0010
00087872,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-040,-007,1987,0796,0043,0792,2197,101147,9606,03:14:57,34474140,133488726,-0010
00088372,0100,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-046,-007,1992,0794,0048,0792,2199,101149,9598,03:14:57,34474140,133488726,-0010
00088872,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-048,-005,1997,0792,0049,0791,2200,101146,9594,03:14:57,34474140,133488726,-0010
00089372,0100,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-039,-007,1987,0796,0040,0792,2201,101148,9587,03:14:57,34474140,133488726,-0010
00089872,0100,0000,0000,0000,00,0000,000,088,097,00,+,1,0,-044,+001,1997,0786,0105,0792,2202,101148,9578,03:15:05,34474140,133488726,-0010
00090372,0098,0000,0000,0000,00,0000,000,079,122,00,+,1,0,-037,-015,1987,0790,0096,0792,2203,101148,9571,03:15:05,34474140,133488726,-0010
00090872,0098,0000,0000,0000,00,0000,000,075,138,00,+,1,0,-042,-005,2001,0787,0089,0792,2205,101147,9560,03:15:06,34474140,133488726,-0010
00091372,0098,0000,0000,0000,00,0000,000,072,164,00,+,1,0,-045,-013,2001,0787,0122,0792,2205,101148,9550,03:15:06,34474140,133488726,-0010
00091872,0098,0000,0000,0000,00,0000,000,072,170,00,+,1,0,-038,-025,1987,0793,0050,0792,2207,101149,9540,03:15:07,34474140,133488726,-0010
00092372,0098,0000,0000,0000,00,0000,000,071,170,00,+,1,0,-057,-023,2001,0784,0086,0792,2207,101149,9530,03:15:07,34474140,133488726,-0010
00092872,0098,0000,0000,0000,00,0000,000,067,155,00,+,1,0,-033,+004,1992,0715,0172,0792,2209,101150,9522,03:15:08,34474140,133488726,-0010
00093372,0100,0000,0000,0000,00,0000,000,069,119,00,+,1,0,-041,+002,2001,0799,0009,0792,2210,101150,9514,03:15:08,34474140,133488726,-0010
00093872,0100,0000,0000,0000,00,0000,000,087,091,00,+,1,0,-048,-005,2001,0798,0010,0791,2211,101151,9507,03:15:09,34474140,133488726,-0010
00094372,0098,0000,0000,0000,00,0000,000,090,085,00,+,1,0,-054,+001,2001,0799,0006,0792,2212,101147,9503,03:15:09,34474140,133488726,-0010
00094872,0100,0000,0000,0000,00,0000,000,089,090,00,+,1,0,-046,-022,2001,0796,0040,0792,2215,101148,9495,03:15:10,34474140,133488726,-0010
00095372,0100,0000,0000,0000,00,0000,000,088,076,00,+,1,0,-034,+001,2001,0745,0081,0792,2216,101149,9487,03:15:10,34474140,133488726,-0010
00095872,0098,0000,0000,0000,00,0000,000,090,085,00,+,1,0,-045,+014,2001,0792,0010,0792,2217,101149,9481,03:15:11,34474140,133488726,-0010
00096372,0100,0000,0000,0000,00,0000,000,079,174,00,+,1,0,-035,+087,2001,0788,0095,0792,2219,101151,9472,03:15:11,34474140,133488726,-0010
00096872,0107,0000,0000,0000,00,0000,000,078,163,00,+,1,0,-037,-018,2011,0793,0052,0792,2219,101148,9463,03:15:12,34474140,133488726,-0010
00097372,0105,0000,0000,0000,00,0000,000,067,156,00,+,1,0,-053,+027,2001,0781,0152,0792,2220,101152,9451,03:15:12,34474140,133488726,-0010
00097872,0107,0000,0000,0000,00,0000,000,067,169,00,+,1,0,-023,-041,2015,0790,0088,0792,2221,101148,9441,03:15:13,34474140,133488726,-0010
00098372,0115,0000,0000,0000,00,0000,000,086,093,00,+,1,0,-052,-034,2006,0794,0064,0792,2222,101150,9433,03:15:13,34474140,133488726,-0010
00098872,0117,0000,0000,0000,00,0000,000,091,024,00,+,1,0,-065,-005,2020,0796,0040,0792,2224,101148,9426,03:15:14,34474140,133488726,-0010
00099372,0117,0000,0000,0000,00,0000,000,092,061,00,+,1,0,-006,-015,2001,0797,0019,0792,2225,101148,9416,03:15:14,34474140,133488726,-0010
00099872,0121,0000,0000,0000,00,0000,000,091,084,00,+,1,0,-034,-033,2011,0779,0048,0791,2225,101150,9403,03:15:15,34474140,133488726,-0010
00100372,0119,0000,0000,0000,00,0000,000,093,000,00,+,1,0,-040,-031,2006,0788,0097,0792,2226,101152,9391,03:15:15,34474140,133488726,-0010
00100872,0123,0000,0000,0000,00,0000,000,093,000,00,+,1,0,-047,+018,2011,0792,0062,0792,2227,101150,9385,03:15:16,34474140,133488726,-0010
00101372,0121,0000,0000,0000,00,0000,000,090,093,00,+,1,0,-044,-045,2020,0793,0044,0792,2228,101147,9377,03:15:16,34474140,133488726,-0010
00101872,0128,0000,0000,0000,00,0000,000,087,123,00,+,1,0,-030,-010,2006,0786,0135,0792,2230,101149,9369,03:15:17,34474140,133488726,-0010
00102372,0111,0000,0000,0000,00,0000,000,089,090,00,+,1,0,-035,+048,2015,0797,0017,0792,2231,101151,9363,03:15:17,34474140,133488726,-0010
00102872,0105,0000,0000,0000,00,0000,000,093,076,00,+,1,0,-052,-011,2015,0798,0014,0792,2233,101150,9355,03:15:18,34474140,133488726,-0010
00103372,0128,0000,0000,0000,00,0000,000,095,004,00,+,1,0,-049,-021,2006,0799,0008,0792,2234,101149,9349,03:15:18,34474140,133488726,-0010
00103872,0102,0000,0000,0000,00,0000,000,094,047,00,+,1,0,-027,+009,2020,0790,0055,0792,2236,101148,9339,03:15:19,34474140,133488726,-0010
00104372,0107,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-052,-020,2011,0793,0036,0792,2236,101149,9330,03:15:19,34474140,133488726,-0010
00104872,0100,0000,0000,0000,00,0000,000,090,093,00,+,1,0,-047,+025,2006,0794,0047,0791,2237,101147,9321,03:15:20,34474140,133488726,-0010
00105372,0105,0000,0000,0000,00,0000,000,090,088,00,+,1,0,-044,-026,2011,0791,0021,0792,2239,101151,9314,03:15:20,34474140,133488726,-0010
00105872,0100,0000,0000,0000,00,0000,000,091,087,00,+,1,0,-051,-033,2015,0798,0022,0792,2239,101150,9303,03:15:21,34474140,133488726,-0010
00106372,0100,0000,0000,0000,00,0000,000,090,089,00,+,1,0,-044,+000,2015,0791,0047,0792,2240,101148,9295,03:15:21,34474140,133488726,-0010
00106872,0098,0000,0000,0000,00,0000,000,090,092,00,+,1,0,-041,-014,2011,0786,0032,0792,2242,101150,9286,03:15:22,34474140,133488726,-0010
00107372,0100,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-038,-010,2011,0794,0040,0792,2243,101149,9277,03:15:22,34474140,133488726,-0010
00107872,0098,0000,0000,0000,00,0000,000,090,089,00,+,1,0,-045,-008,2020,0799,0005,0791,2244,101149,9269,03:15:23,34474140,133488726,-0010
00108372,0098,0000,0000,0000,00,0000,000,090,089,00,+,1,0,-046,-013,2020,0798,0010,0792,2245,101150,9262,03:15:23,34474140,133488726,-0010
00108872,0098,0000,0000,0000,00,0000,000,090,089,00,+,1,0,-047,-008,2025,0798,0018,0792,2247,101152,9253,03:15:24,34474140,133488726,-0010
00109372,0100,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-053,-012,2030,0794,0017,0792,2248,101152,9244,03:15:24,34474140,133488726,-0010
00109872,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-034,-004,2030,0796,0023,0791,2248,101152,9234,03:15:25,34474140,133488726,-0010
00110372,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-048,-009,2025,0799,0011,0792,2249,101150,9224,03:15:25,34474140,133488726,-0010
00110872,0098,0000,0000,0000,00,0000,000,089,096,00,+,1,0,-047,-020,2015,0798,0014,0792,2251,101151,9215,03:15:26,34474140,133488726,-0010
00111372,0098,0000,0000,0000,00,0000,000,087,129,00,+,1,0,-043,+000,2030,0791,0067,0792,2252,101152,9206,03:15:26,34474140,133488726,-0010
00111872,0098,0000,0000,0000,00,0000,000,087,155,00,+,1,0,-040,-021,2030,0790,0093,0792,2253,101150,9196,03:15:27,34474140,133488726,-0010
00112372,0098,0000,0000,0000,00,0000,000,089,178,00,+,1,0,-050,-008,2030,0798,0018,0792,2254,101153,9185,03:15:27,34474140,133488726,-0010
00112872,0098,0000,0000,0000,00,0000,000,087,142,00,+,1,0,-048,+004,2025,0792,0072,0792,2254,101148,9170,03:15:28,34474140,133488726,-0010
00113372,0098,0000,0000,0000,00,0000,000,090,091,00,+,1,0,-035,-061,2020,0798,0012,0792,2255,101144,9160,03:15:28,34474140,133488726,-0010
00113872,0100,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-056,-010,2039,0794,0020,0792,2256,101147,9149,03:15:29,34474138,133488726,-0010
00114372,0098,0000,0000,0000,00,0000,000,099,021,00,+,1,0,-043,-017,2034,0798,0017,0792,2256,101145,9141,03:15:29,34474138,133488726,-0010
00114872,0102,0000,0000,0000,00,0000,000,099,003,00,+,1,0,-051,+001,2030,0798,0018,0792,2258,101149,9133,03:15:30,34474138,133488726,-0010
00115372,0098,0000,0000,0000,00,0000,000,100,052,00,+,1,0,-058,+007,2025,0798,0010,0792,2259,101146,9121,03:15:30,34474138,133488726,-0010
00115872,0105,0000,0000,0000,00,0000,000,094,081,00,+,1,0,-056,-057,2044,0785,0121,0792,2260,101146,9109,03:15:31,34474138,133488726,-0010
00116372,0098,0000,0000,0000,00,0000,000,090,096,00,+,1,0,-046,-012,2025,0778,0109,0792,2261,101147,9101,03:15:31,34474138,133488726,-0010
00116872,0115,0000,0000,0000,00,0000,000,087,131,00,+,1,0,-040,-024,2034,0790,0094,0792,2262,101147,9089,03:15:32,34474138,133488726,-0010
00117372,0098,0000,0000,0000,00,0000,000,087,177,00,+,1,0,-033,-029,2030,0793,0056,0792,2263,101148,9077,03:15:32,34474138,133488726,-0010
00117872,0111,0000,0000,0000,00,0000,000,087,175,00,+,1,0,-048,-019,2025,0794,0030,0792,2263,101146,9067,03:15:33,34474138,133488726,-0010
00118372,0102,0000,0000,0000,00,0000,000,087,102,00,+,1,0,-051,+001,2039,0792,0064,0792,2264,101149,9058,03:15:33,34474138,133488726,-0010
00118872,0115,0000,0000,0000,00,0000,000,091,088,00,+,1,0,-063,-008,2030,0798,0010,0792,2265,101152,9047,03:15:34,34474138,133488726,-0010
00119372,0105,0000,0000,0000,00,0000,000,093,077,00,+,1,0,-048,-019,2039,0798,0009,0792,2266,101151,9038,03:15:34,34474138,133488726,-0010
00119872,0117,0000,0000,0000,00,0000,000,094,032,00,+,1,0,-034,+007,2039,0799,0005,0792,2267,101148,9027,03:15:35,34474138,133488726,-0010
00120372,0115,0000,0000,0000,00,0000,000,092,082,00,+,1,0,-052,-039,2030,0786,0121,0792,2268,101151,9018,03:15:35,34474138,133488726,-0010
00120872,0163,0000,0000,0000,00,0000,000,090,088,00,+,1,0,-043,-003,2034,0767,0095,0792,2269,101148,9011,03:15:36,34474138,133488726,-0010
00121372,0111,0000,0000,0000,00,0000,000,090,088,00,+,1,0,-048,-023,2039,0793,0054,0792,2270,101148,9001,03:15:36,34474138,133488726,-0010
00121872,0117,0000,0000,0000,00,0000,000,090,088,00,+,1,0,-045,-016,2034,0793,0062,0792,2271,101147,8991,03:15:37,34474138,133488726,-0010
00122372,0119,0000,0000,0000,00,0000,000,090,088,00,+,1,0,-044,+000,2034,0794,0046,0792,2272,101149,8984,03:15:37,34474138,133488726,-0010
00122872,0109,0000,0000,0000,00,0000,000,090,088,00,+,1,0,-043,-015,2039,0793,0054,0791,2273,101147,8974,03:15:38,34474138,133488726,-0010
00123372,0119,0000,0000,0000,00,0000,000,090,088,00,+,1,0,-044,+000,2039,0780,0054,0792,2275,101147,8964,03:15:38,34474138,133488726,-0010
00123872,0100,0000,0000,0000,00,0000,000,090,091,00,+,1,0,-047,+000,2048,0792,0060,0791,2276,101149,8956,03:15:39,34474138,133488726,-0010
00124372,0126,0000,0000,0000,00,0000,000,087,107,00,+,1,0,-049,-011,2048,0790,0110,0792,2277,101145,8948,03:15:39,34474138,133488726,-0010
00124872,0098,0000,0000,0000,00,0000,000,087,114,00,+,1,0,-047,-004,2048,0793,0051,0792,2278,101146,8938,03:15:40,34474138,133488726,-0010
00125372,0117,0000,0000,0000,00,0000,000,087,136,00,+,1,0,-054,+007,2044,0794,0049,0791,2278,101150,8927,03:15:40,34474138,133488726,-0010
00125872,0098,0000,0000,0000,00,0000,000,087,151,00,+,1,0,-039,-018,2039,0792,0060,0791,2279,101148,8915,03:15:41,34474138,133488726,-0010
00126372,0111,0000,0000,0000,00,0000,000,089,179,00,+,1,0,-047,+000,2044,0797,0032,0792,2280,101150,8904,03:15:41,34474138,133488726,-0010
00126872,0098,0000,0000,0000,00,0000,000,089,179,00,+,1,0,-054,-016,2048,0799,0005,0792,2281,101153,8897,03:15:42,34474138,133488726,-0010
00127372,0102,0000,0000,0000,00,0000,000,088,178,00,+,1,0,-046,+000,2044,0794,0046,0792,2283,101151,8889,03:15:42,34474138,133488726,-0010
00127872,0098,0000,0000,0000,00,0000,000,088,178,00,+,1,0,-037,-043,2044,0768,0045,0792,2285,101150,8879,03:15:43,34474138,133488726,-0010
00128372,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-038,+021,2048,0797,0035,0792,2285,101152,8867,03:15:43,34474138,133488726,-0010
00128872,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-066,+009,2053,0796,0026,0791,2285,101150,8855,03:15:44,34474138,133488726,-0010
00129372,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-042,-019,2048,0792,0021,0792,2286,101151,8848,03:15:44,34474138,133488726,-0010
00129872,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-047,-019,2044,0797,0018,0791,2287,101150,8838,03:15:45,34474138,133488726,-0010
00130372,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-047,-011,2048,0798,0015,0792,2288,101151,8827,03:15:45,34474138,133488726,-0010
00130872,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-038,-014,2048,0797,0024,0791,2289,101151,8819,03:15:46,34474138,133488726,-0010
00131372,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-042,-004,2048,0798,0018,0791,2290,101150,8812,03:15:46,34474138,133488726,-0010
00131872,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-042,-005,2048,0798,0021,0792,2291,101150,8803,03:15:47,34474138,133488726,-0010
00132372,0100,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-048,-006,2048,0798,0020,0792,2292,101152,8796,03:15:47,34474138,133488726,-0010
00132872,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-041,+000,2053,0797,0016,0792,2293,101150,8787,03:15:48,34474138,133488726,-0010
00133372,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-047,-011,2053,0798,0017,0792,2293,101150,8779,03:15:48,34474138,133488726,-0010
00133872,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-046,-003,2048,0797,0019,0791,2293,101149,8769,03:15:49,34474138,133488726,-0010
00134372,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-042,-005,2053,0797,0020,0791,2294,101149,8755,03:15:49,34474138,133488726,-0010
00134872,0100,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-045,-010,2048,0797,0017,0792,2295,101151,8746,03:15:50,34474138,133488726,-0010
00135372,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-043,-005,2053,0797,0019,0791,2296,101152,8736,03:15:50,34474138,133488726,-0010
00135872,0102,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-050,-011,2058,0798,0015,0792,2296,101152,8723,03:15:51,34474138,133488726,-0010
00136372,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-049,-006,2048,0793,0064,0792,2297,101151,8715,03:15:51,34474138,133488726,-0010
00136872,0109,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-050,-003,2053,0799,0005,0792,2298,101152,8705,03:15:52,34474138,133488726,-0010
00137376,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-040,-007,2063,0798,0019,0792,2298,101150,8697,03:15:52,34474138,133488726,-0010
00137913,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-039,+003,2063,0798,0019,0792,2300,101149,8689,03:15:53,34474138,133488726,-0010
00138752,0098,0000,0000,0000,00,0000,000,090,090,00,+,1,0,-046,-013,2072,0798,0019,0791,2301,101149,8676,03:15:53,34474138,133488726,-0010
00139252,0098,0000,0000,0000,00,0000,000,085,176,00,+,1,0,-040,-012,2053,0796,0042,0791,2301,101150,8669,03:15:53,34474138,133488726,-0010
00139795,0098,0000,0000,0000,00,0000,000,085,177,00,+,1,0,-047,-010,2048,0797,0020,0792,2302,101149,8657,03:15:53,34474138,133488726,-0010
00140295,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-047,-002,2058,0793,0014,0791,2303,101152,8648,03:15:53,34474138,133488726,-0010
00140801,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-042,-007,2058,0791,0013,0791,2303,101149,8637,03:15:53,34474138,133488726,-0010
00141301,0100,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-041,-010,2063,0798,0010,0792,2304,101150,8630,03:15:53,34474138,133488726,-0010
00141805,0100,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-045,-003,2063,0798,0013,0791,2305,101150,8621,03:15:53,34474138,133488726,-0010
00142305,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-047,-007,2058,0797,0027,0791,2306,101149,8611,03:15:53,34474138,133488726,-0010
00142806,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-046,-012,2063,0798,0024,0791,2307,101152,8602,03:15:53,34474138,133488726,-0010
00143306,0102,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-046,-002,2048,0797,0026,0791,2307,101150,8593,03:15:53,34474138,133488726,-0010
00143806,0102,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-042,-009,2063,0797,0023,0792,2308,101150,8583,03:15:53,34474138,133488726,-0010
00144306,0102,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-052,-007,2067,0791,0027,0792,2309,101149,8577,03:15:53,34474138,133488726,-0010
00144806,0105,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-046,-002,2063,0797,0029,0792,2310,101151,8572,03:15:53,34474138,133488726,-0010
00145306,0107,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-044,-004,2063,0797,0028,0791,2311,101149,8568,03:15:53,34474138,133488726,-0010
00145806,0107,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-048,-007,2058,0797,0028,0792,2313,101149,8562,03:15:53,34474138,133488726,-0010
00146306,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-048,-004,2067,0798,0023,0792,2314,101152,8557,03:15:53,34474138,133488726,-0010
00146828,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-048,-010,2072,0798,0020,0791,2314,101152,8547,03:15:53,34474138,133488726,-0010
00147328,0102,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-045,-013,2063,0790,0026,0792,2314,101152,8536,03:15:53,34474138,133488726,-0010
00147828,0100,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-042,-006,2072,0793,0025,0792,2315,101151,8530,03:15:53,34474138,133488726,-0010
00148328,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-045,-009,2067,0797,0027,0792,2316,101151,8523,03:15:53,34474138,133488726,-0010
00148828,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-042,-011,2072,0797,0017,0792,2316,101152,8515,03:15:53,34474138,133488726,-0010
00149328,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-046,-003,2067,0797,0026,0791,2317,101152,8507,03:15:53,34474138,133488726,-0010
00149828,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-041,-005,2067,0798,0023,0791,2318,101150,8501,03:15:53,34474138,133488726,-0010
00150328,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-047,-003,2072,0785,0027,0792,2318,101151,8495,03:15:53,34474138,133488726,-0010
00150828,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-043,-008,2063,0797,0025,0792,2320,101153,8490,03:15:53,34474138,133488726,-0010
00151328,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-042,-008,2067,0797,0025,0792,2320,101153,8482,03:15:53,34474138,133488726,-0010
00151828,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-041,-009,2067,0797,0029,0792,2321,101153,8473,03:15:53,34474138,133488726,-0010
00152328,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-045,-006,2072,0797,0026,0792,2321,101150,8466,03:15:53,34474138,133488726,-0010
00152828,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-049,-007,2072,0797,0026,0791,2321,101150,8456,03:15:53,34474138,133488726,-0010
00153328,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-048,-007,2072,0797,0025,0791,2322,101152,8455,03:15:53,34474138,133488726,-0010
00153828,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-040,-010,2067,0797,0023,0792,2323,101150,8449,03:15:53,34474138,133488726,-0010
00154328,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-045,-009,2067,0794,0025,0791,2323,101149,8444,03:15:53,34474138,133488726,-0010
00154828,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-044,-012,2077,0796,0019,0791,2324,101150,8441,03:15:53,34474138,133488726,-0010
00155328,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-045,-009,2077,0797,0019,0792,2325,101149,8434,03:15:53,34474138,133488726,-0010
00155828,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-043,-007,2077,0797,0025,0791,2326,101148,8431,03:15:53,34474138,133488726,-0010
00156328,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-048,+002,2081,0797,0024,0792,2327,101150,8427,03:15:53,34474138,133488726,-0010
00156828,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-038,-007,2067,0797,0022,0791,2328,101148,8422,03:15:53,34474138,133488726,-0010
00157328,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-047,-003,2072,0798,0010,0792,2329,101150,8417,03:15:53,34474138,133488726,-0010
00157828,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-045,-008,2072,0796,0023,0791,2330,101147,8413,03:15:53,34474138,133488726,-0010
00158328,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-046,-008,2081,0799,0005,0791,2331,101149,8410,03:15:53,34474138,133488726,-0010
00158828,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-045,-008,2081,0799,0007,0791,2331,101148,8403,03:15:53,34474138,133488726,-0010
00159328,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-048,-006,2086,0798,0016,0792,2332,101149,8400,03:15:53,34474138,133488726,-0010
00159828,0098,0000,0000,0000,00,0000,000,088,180,00,+,1,0,-043,-016,2077,0798,0014,0791,2332,101150,8394,03:15:53,34474138,133488726,-0010
00160328,0098,0000,0000,0000,00,0000,000,087,179,00,+,1,0,-039,-007,2086,0779,0048,0792,2334,101146,8392,03:15:53,34474138,133488726,-0010
