572,42,16,3596,1009,25,0,402,90,90,0,0,0,-39,1,2335,0,0,387,2555,100580,9520
1072,86,0,3596,1009,25,0,402,90,90,0,0,0,-74,7,2345,0,0,782,2560,100577,9511
1572,86,16,0,1009,25,0,402,89,90,1,1,0,-43,-3,2340,770,7,782,2563,100578,9510
2072,86,0,0,1009,25,0,402,89,90,1,1,0,-34,4,2350,767,27,782,2565,100581,9508
2572,86,23,0,1009,25,0,402,89,90,1,1,0,-32,2,2350,761,29,782,2567,100580,9506
3072,86,23,0,1009,25,0,402,89,90,1,1,0,-36,2,2354,768,31,782,2568,100582,9504
3572,86,16,0,1009,25,0,402,89,90,1,1,0,-36,-3,2359,768,25,782,2570,100580,9500
4072,86,16,0,1009,26,0,402,89,90,1,1,0,-35,11,2364,767,25,782,2571,100581,9498
4572,86,0,0,1009,25,0,402,89,90,1,1,0,-37,8,2368,767,37,782,2573,100582,9498
5072,86,0,0,1009,26,0,402,89,90,1,1,0,-35,0,2368,768,23,782,2574,100581,9492
5572,86,0,3596,1009,25,0,402,89,90,1,1,0,-31,7,2378,767,29,782,2576,100581,9490
6072,84,0,0,1009,26,0,401,89,90,1,1,0,-29,-1,2368,767,17,782,2577,100581,9488
6572,86,0,0,1009,26,0,402,89,90,1,1,0,-32,3,2373,768,25,782,2579,100577,9485
7072,86,0,3596,1009,25,0,402,89,90,1,1,0,-36,4,2378,770,18,782,2580,100582,9482
7572,86,0,3596,1009,26,0,402,89,90,1,1,0,-38,3,2368,770,20,782,2581,100579,9479
8072,86,0,0,1009,26,0,402,89,90,1,1,0,-34,2,2378,770,11,782,2582,100577,9475
8572,86,0,3596,1009,26,0,402,89,90,1,1,0,-39,5,2383,770,17,782,2583,100576,9469
9072,86,16,0,1009,26,0,402,89,90,1,1,0,-33,1,2392,770,21,782,2584,100577,9466
9572,88,0,0,1009,26,0,402,89,90,1,1,0,-29,15,2383,765,20,782,2586,100578,9464
10072,88,0,3596,1009,26,0,402,89,90,1,1,0,-32,-3,2378,770,20,782,2587,100578,9460
10572,88,0,3596,1009,26,0,402,89,90,1,1,0,-37,0,2392,768,27,782,2588,100577,9455
11072,90,0,0,1009,26,0,402,89,90,1,1,0,-34,2,2378,766,25,782,2590,100579,9450
11572,90,0,0,1009,26,0,402,90,86,1,1,0,-36,4,2383,768,24,782,2590,100577,9446
12072,92,0,0,1009,26,0,402,89,88,1,1,0,-39,0,2383,766,39,782,2591,100575,9439
12572,92,0,0,1009,26,0,402,88,97,1,1,0,-33,-1,2392,766,28,782,2593,100578,9437
13072,96,0,0,1009,26,0,402,86,140,1,1,0,-39,8,2401,760,25,782,2594,100578,9431
13572,96,0,0,1009,26,0,402,83,175,1,1,0,-32,6,2397,767,36,782,2595,100579,9426
14072,92,0,3596,1009,26,0,402,79,173,1,1,0,-36,-1,2397,767,41,782,2596,100579,9421
14572,88,0,0,1009,26,0,402,79,106,1,1,0,-34,-4,2392,766,25,782,2597,100577,9417
15072,86,0,0,1009,26,0,402,90,81,1,1,0,-34,0,2392,770,14,782,2598,100578,9413
15572,84,16,0,1009,26,0,402,92,16,1,1,0,-34,0,2406,768,23,782,2600,100578,9405
16072,86,0,0,1009,26,0,402,92,0,1,1,0,-38,0,2392,764,19,782,2601,100578,9399
16572,86,0,0,1009,26,0,402,92,61,1,1,0,-31,-5,2397,768,15,782,2602,100579,9391
17072,90,0,0,1009,26,0,402,90,83,1,1,0,-42,6,2397,765,60,782,2603,100580,9386
17572,86,16,0,1009,26,0,402,89,90,1,1,0,-33,5,2401,767,20,782,2604,100579,9376
18072,86,0,3596,1009,26,0,402,95,83,1,1,0,-41,5,2406,770,10,782,2605,100579,9371
18572,86,0,3596,1009,26,0,401,104,82,1,1,0,-37,1,2397,770,6,782,2606,100577,9369
19072,84,0,0,1009,26,0,402,163,81,1,1,0,-40,2,2401,770,14,782,2608,100579,9365
19572,88,0,0,1009,26,0,402,178,81,1,1,0,-31,1,2411,770,12,782,2610,100580,9358
20072,86,0,0,1009,26,0,402,168,71,1,1,0,-43,-4,2401,768,25,782,2612,100579,9357
20572,86,0,0,1009,26,0,402,94,81,1,1,0,-36,0,2406,762,103,782,2614,100581,9351
21072,84,0,0,1009,26,0,402,54,90,1,1,0,-32,1,2406,765,52,782,2615,100581,9348
21572,86,0,3596,1009,26,0,402,2,93,1,1,0,-27,-1,2411,768,20,782,2617,100581,9344
22072,86,0,0,1009,26,0,402,10,93,1,1,0,-30,1,2415,764,28,782,2618,100581,9339
22572,84,16,0,1009,26,0,402,85,91,1,1,0,-34,8,2425,768,29,782,2620,100580,9336
23072,84,0,0,1009,26,0,402,90,87,1,1,0,-36,3,2401,765,58,782,2621,100581,9327
23572,84,16,0,1009,26,0,402,89,90,1,1,0,-39,6,2415,768,25,782,2622,100579,9324
