time*0.5 [s],altitude [cm],rot_old [rpm],airspeed [m/s],yaw [deg],pitch [deg],roll [deg],rot_twe [rpm],thrust_h,thrust_m,thrust_l,rudder,elevator,rudderFB,elevatorFB,rudderTrim,elevatortrim,battVoltage,battCurrent,nunchuckC,nunchuckZ
1,32,0.0,0.0,0.0,-0.3,-0.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,32,0.0,2.072,0.0,-0.4,-0.4,0.8,0,0,568,0,0,0,0,0,0,0,0,0,0
3,32,0.0,2.072,0.0,-0.5,-0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,32,0.0,2.072,0.0,-0.4,-0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,32,0.0,2.072,0.0,-0.4,-0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,32,0.0,2.072,0.0,-0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,32,0.0,0.0,0.0,-0.4,0.0,0.8,0,0,5685,0,0,0,0,0,0,0,0,0,0
8,32,0.0,0.0,0.0,-0.6,0.0,0.8,0,0,5685,0,0,0,0,0,0,0,0,0,0
9,32,0.0,0.0,0.0,-0.5,-0.1,0.8,0,0,5685,0,0,0,0,0,0,0,0,0,0
10,32,0.0,0.0,0.0,-0.4,-0.2,0.8,0,0,5685,0,0,0,0,0,0,0,0,0,0
11,32,0.0,0.0,0.0,-0.5,-0.2,0.8,0,0,5685,0,0,0,0,0,0,0,0,0,0
12,32,0.0,0.0,0.0,-0.5,-0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,32,0.0,0.0,0.0,-0.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,32,0.0,0.0,0.0,-0.4,0.0,0.8,0,0,5685,0,0,0,0,0,0,0,0,0,0
15,32,0.0,0.0,0.0,-0.5,-0.1,0.8,0,0,5685,0,0,0,0,0,0,0,0,0,0
16,32,0.0,0.0,0.0,-0.6,-0.1,0.8,0,0,5685,0,0,0,0,0,0,0,0,0,0
17,32,0.0,0.0,0.0,-0.4,0.1,0.8,0,0,5685,0,0,0,0,0,0,0,0,0,0
18,32,0.0,0.0,0.0,-0.4,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,32,0.0,0.0,0.0,-0.5,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,32,0.0,0.0,0.0,-0.7,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,32,0.0,0.0,0.0,-0.3,0.0,0.8,0,56,8805,0,0,0,0,0,0,0,0,0,0
22,32,0.0,0.0,0.0,-0.2,0.3,0.8,0,56,8805,0,0,0,0,0,0,0,0,0,0
23,32,0.0,0.0,0.0,-0.2,0.0,0.8,0,56,8805,0,0,0,0,0,0,0,0,0,0
24,32,0.0,0.0,0.0,-0.2,0.0,0.8,0,56,8805,0,0,0,0,0,0,0,0,0,0
25,32,0.0,0.0,0.0,-0.2,0.4,0.8,0,56,8805,0,0,0,0,0,0,0,0,0,0
26,32,0.0,0.0,0.0,-0.4,0.6,0.8,0,56,8805,0,0,0,0,0,0,0,0,0,0
27,32,0.0,0.0,0.0,-0.4,0.1,0.8,0,56,8805,0,0,0,0,0,0,0,0,0,0
28,32,0.0,0.0,0.0,-0.5,-0.1,0.8,0,56,8805,0,0,0,0,0,0,0,0,0,0
29,32,0.0,0.0,0.0,-0.4,-0.3,0.8,0,56,8805,0,0,0,0,0,0,0,0,0,0
30,32,0.0,0.0,0.0,0.0,-0.2,0.8,0,5,6869,0,0,0,0,0,0,0,0,0,0
31,32,0.0,0.0,0.0,-0.4,0.1,0.8,0,5,6869,0,0,0,0,0,0,0,0,0,0
32,32,0.0,0.0,0.0,-0.4,0.1,0.8,0,5,6869,0,0,0,0,0,0,0,0,0,0
33,32,0.0,0.0,0.0,-0.4,0.3,0.8,0,5,6869,0,0,0,0,0,0,0,0,0,0
34,32,0.0,0.0,0.0,-0.6,0.2,0.8,0,5,6869,0,0,0,0,0,0,0,0,0,0
35,32,0.0,0.0,0.0,-0.3,0.2,0.8,0,5,6869,0,0,0,0,0,0,0,0,0,0
36,32,0.0,0.0,0.0,-0.4,0.2,0.8,0,5,6869,0,0,0,0,0,0,0,0,0,0
37,32,0.0,0.0,0.0,-0.4,0.2,0.8,0,5,6869,0,0,0,0,0,0,0,0,0,0
38,32,0.0,0.0,0.0,-0.3,0.3,0.8,0,5,6869,0,0,0,0,0,0,0,0,0,0
39,32,0.0,0.0,0.0,-0.3,0.1,1.2,0,5,6772,0,0,0,0,0,0,0,0,0,0
40,32,0.0,0.0,0.0,-0.1,0.3,1.2,0,5,6772,0,0,0,0,0,0,0,0,0,0
41,32,0.0,0.0,0.0,-0.4,0.6,1.2,0,5,6772,0,0,0,0,0,0,0,0,0,0
42,32,0.0,5.735,0.0,-0.8,0.4,1.2,0,5,6772,0,0,0,0,0,0,0,0,0,0
43,32,0.0,5.735,0.0,-0.7,0.0,1.2,0,5,6772,0,0,0,0,0,0,0,0,0,0
44,32,0.0,5.735,0.0,-0.5,-0.6,1.2,0,5,6772,0,0,0,0,0,0,0,0,0,0
45,32,0.0,5.735,0.0,0.1,-0.4,1.2,0,5,6772,0,0,0,0,0,0,0,0,0,0
46,32,0.0,5.735,0.0,0.0,-0.4,1.2,0,5,6772,0,0,0,0,0,0,0,0,0,0
47,32,0.0,5.735,0.0,-1.2,-0.3,1.5,0,56,8537,0,0,0,0,0,0,0,0,0,0
48,32,0.0,5.735,0.0,-0.1,0.0,1.5,0,56,8537,0,0,0,0,0,0,0,0,0,0
