time*0.5 [s],altitude [cm],rotation [rpm],airspeed [m/s],yaw [deg],pitch [deg],roll [deg]
1,0,3.3,0.0,0.0,0.19,-1.01
2,0,3.3,0.0,-0.00999999999999801,0.2,-0.76
3,0,3.3,0.0,-0.00999999999999801,0.2,-0.76
4,0,3.3,0.0,0.010000000000001563,0.2,-0.83
5,0,3.3,0.0,0.010000000000001563,0.2,-0.83
6,0,3.3,0.0,0.010000000000001563,0.2,-0.83
7,0,3.3,0.0,0.010000000000001563,0.2,-0.83
8,0,3.3,0.0,0.010000000000001563,0.21,-0.84
9,0,3.3,0.0,0.010000000000001563,0.21,-0.84
10,0,3.3,0.0,0.10000000000000142,0.2,-0.73
11,0,3.3,0.0,0.10000000000000142,0.2,-0.73
12,0,3.3,0.0,0.10000000000000142,0.18,-0.76
13,0,3.3,0.0,0.08999999999999986,0.2,-0.72
14,0,3.3,0.0,0.08999999999999986,0.2,-0.72
15,0,3.3,0.0,0.05999999999999872,0.18,-0.59
16,0,3.3,0.0,0.05999999999999872,0.18,-0.59
17,0,3.3,0.0,-0.00999999999999801,0.22,-0.98
18,0,3.3,0.0,-0.00999999999999801,0.22,-0.98
19,0,3.3,0.0,0.030000000000001137,0.16,-0.96
20,0,3.3,0.0,0.030000000000001137,0.16,-0.96
21,0,3.3,0.0,0.15000000000000213,0.17,-1.12
22,0,3.3,0.0,0.15000000000000213,0.17,-1.12
23,0,3.3,0.0,0.129999999999999,0.18,-1.33
24,0,3.3,0.0,0.15000000000000213,0.16,-1.23
25,0,3.3,0.0,0.15000000000000213,0.16,-1.23
26,0,3.3,0.0,0.19000000000000128,0.16,-1.55
27,0,3.3,0.0,0.19000000000000128,0.16,-1.55
28,0,3.3,0.0,0.17999999999999972,0.16,-1.44
29,0,3.3,0.0,0.17999999999999972,0.16,-1.44
30,0,3.3,0.0,0.21000000000000085,0.15,-1.63
31,0,3.3,2.478,0.21000000000000085,0.15,-1.63
32,0,3.3,2.478,0.240000000000002,0.15,-1.37
33,0,3.3,2.478,0.240000000000002,0.15,-1.37
34,0,3.3,2.478,0.25,0.14,-1.38
35,0,3.3,2.478,0.28000000000000114,0.15,-1.36
36,0,3.3,2.478,0.28000000000000114,0.15,-1.36
37,0,3.3,2.478,0.2699999999999996,0.14,-1.34
38,0,3.3,2.478,0.2699999999999996,0.14,-1.34
39,0,3.3,2.478,0.26000000000000156,0.17,-1.3
40,0,3.3,0.0,0.26000000000000156,0.17,-1.3
41,0,3.3,0.0,0.25,0.16,-1.19
42,0,3.3,0.0,0.25,0.18,-1.15
43,0,3.3,0.0,0.25,0.18,-1.15
44,0,3.3,0.0,0.240000000000002,0.17,-1.11
45,0,3.3,0.0,0.240000000000002,0.17,-1.11
46,0,3.3,0.0,0.240000000000002,0.19,-1.18
47,0,3.3,0.0,0.240000000000002,0.19,-1.18
48,0,3.3,0.0,0.2699999999999996,0.18,-1.13
49,0,3.3,0.0,0.2699999999999996,0.18,-1.13
50,0,3.3,0.0,0.28000000000000114,0.18,-1.33
51,0,3.3,0.0,0.28000000000000114,0.18,-1.33
52,0,3.3,0.0,0.2699999999999996,0.16,-1.39
53,0,3.3,0.0,0.2699999999999996,0.16,-1.39
54,0,3.3,0.0,0.240000000000002,0.16,-1.51
55,0,3.3,0.0,0.25,0.18,-1.5
56,0,3.3,0.0,0.25,0.18,-1.5
57,0,3.3,0.0,0.240000000000002,0.11,-1.5
58,0,3.3,0.0,0.240000000000002,0.11,-1.5
59,0,3.3,0.0,0.240000000000002,0.14,-1.48
60,0,3.3,0.0,0.240000000000002,0.14,-1.48
61,0,3.3,0.0,0.21999999999999886,0.15,-1.56
62,0,3.3,0.0,0.21999999999999886,0.15,-1.56
63,0,3.3,0.0,0.1999999999999993,0.15,-1.58
64,0,3.3,0.0,0.17999999999999972,0.14,-1.6
65,0,3.3,0.0,0.17999999999999972,0.14,-1.6
66,0,3.3,0.0,0.17999999999999972,0.16,-1.39
67,0,3.3,0.0,0.17999999999999972,0.16,-1.39
68,0,3.3,0.0,0.1700000000000017,0.1,-1.38
69,0,3.3,0.0,0.1700000000000017,0.1,-1.38
70,0,3.3,0.0,0.10000000000000142,0.13,-1.45
71,0,3.3,0.0,0.10000000000000142,0.13,-1.45
72,0,3.3,0.0,0.120000000000001,0.15,-1.3
73,0,3.3,0.0,0.120000000000001,0.15,-1.3
74,0,3.3,0.0,0.14000000000000057,0.17,-1.35
75,0,3.3,0.0,0.14000000000000057,0.17,-1.35
76,0,3.3,0.0,0.17999999999999972,0.14,-1.13
77,0,3.3,0.0,0.1700000000000017,0.16,-1.25
78,0,3.3,0.0,0.1700000000000017,0.16,-1.25
79,0,3.3,0.0,0.17999999999999972,0.1,-0.85
80,0,3.3,0.0,0.17999999999999972,0.1,-0.85
