time*0.5 [s],altitude [cm],rotation [rpm],airspeed [m/s],yaw [deg],pitch [deg],roll [deg]
1,0,3.3,0.0,0.0,0.24,-0.03
2,0,3.3,0.0,0.0,0.24,-0.03
3,0,3.3,0.0,0.020000000000003126,0.28,-0.01
4,0,3.3,0.0,0.020000000000003126,0.28,-0.01
5,0,3.3,0.0,0.060000000000002274,0.27,0.12
6,0,3.3,0.0,0.05000000000000071,0.26,0.01
7,1,3.3,0.0,0.05000000000000071,0.26,0.01
8,1,3.3,0.0,0.060000000000002274,0.25,-0.04
9,1,3.3,0.0,0.060000000000002274,0.25,-0.04
10,1,3.3,0.0,0.11000000000000298,0.26,-0.2
11,1,3.3,0.0,0.11000000000000298,0.26,-0.2
12,1,3.3,0.0,0.1700000000000017,0.25,-0.47
13,1,3.3,0.0,0.13000000000000256,0.25,-0.68
14,1,3.3,0.0,0.13000000000000256,0.25,-0.68
15,1,3.3,0.0,0.13000000000000256,0.25,-0.68
16,1,3.3,0.0,0.13000000000000256,0.25,-0.68
17,1,3.3,0.0,0.09000000000000341,0.26,-0.65
18,1,3.3,0.0,0.09000000000000341,0.26,-0.65
19,1,3.3,0.0,0.05000000000000071,0.25,-0.76
20,1,3.3,0.0,0.05000000000000071,0.25,-0.76
21,1,3.3,0.0,0.07000000000000028,0.26,-0.47
22,1,3.3,0.0,0.07000000000000028,0.26,-0.47
23,1,3.3,0.0,0.08000000000000185,0.25,-0.42
24,1,3.3,0.0,0.08000000000000185,0.25,-0.42
25,1,3.3,0.0,0.11000000000000298,0.25,-0.43
26,1,3.3,0.0,0.11000000000000298,0.25,-0.43
27,1,3.3,0.0,0.11000000000000298,0.25,-0.43
28,1,3.3,0.0,0.120000000000001,0.25,-0.49
29,1,3.3,0.0,0.120000000000001,0.25,-0.49
30,1,3.3,0.0,0.13000000000000256,0.25,-0.37
31,1,3.3,0.0,0.13000000000000256,0.25,-0.37
32,1,3.3,0.0,0.13000000000000256,0.27,-0.33
33,1,3.3,0.0,0.13000000000000256,0.27,-0.33
34,1,3.3,0.0,0.11000000000000298,0.25,-0.44
35,1,3.3,0.0,0.11000000000000298,0.25,-0.44
36,1,3.3,0.0,0.11000000000000298,0.25,-0.44
37,1,3.3,0.0,0.120000000000001,0.26,-0.26
38,1,3.3,0.0,0.120000000000001,0.26,-0.26
39,1,3.3,0.0,0.14000000000000057,0.26,-0.3
40,1,3.3,0.0,0.14000000000000057,0.26,-0.3
41,1,3.3,0.0,0.20000000000000284,0.26,-0.34
42,1,3.3,0.0,0.20000000000000284,0.26,-0.34
43,1,3.3,0.0,0.240000000000002,0.23,-0.44
44,1,3.3,0.0,0.240000000000002,0.23,-0.44
45,1,3.3,0.0,0.2700000000000031,0.26,-0.4
46,1,3.3,0.0,0.2700000000000031,0.26,-0.4
47,1,3.3,0.0,0.3100000000000023,0.24,-0.48
48,0,3.3,0.0,0.3100000000000023,0.26,-0.5
49,0,3.3,3.792,0.3100000000000023,0.26,-0.5
50,1,3.3,3.792,0.3200000000000003,0.27,-0.18
51,1,3.3,3.792,0.3200000000000003,0.27,-0.18
52,1,3.3,3.792,0.3000000000000007,0.24,-0.49
53,1,3.3,3.792,0.3000000000000007,0.24,-0.49
54,1,3.3,3.792,0.3400000000000034,0.24,-0.33
55,1,3.3,3.792,0.3400000000000034,0.24,-0.33
56,1,3.3,3.792,0.3400000000000034,0.24,-0.33
57,1,3.3,3.792,0.3500000000000014,0.23,-0.29
58,1,3.3,0.0,0.3500000000000014,0.23,-0.29
59,1,3.3,0.0,0.38000000000000256,0.23,-0.25
60,1,3.3,0.0,0.38000000000000256,0.23,-0.25
61,1,3.3,0.0,0.41000000000000014,0.22,-0.04
62,1,3.3,0.0,0.41000000000000014,0.22,-0.04
63,1,3.3,0.0,0.4400000000000013,0.24,-0.28
64,1,3.3,0.0,0.4400000000000013,0.24,-0.28
