time*0.3[s],altitude[cm],rot_old,air_sp[mm/s],yaw_old,pitch_old,roll_old,rotation*10[rpm],thrust_H,thrust_M,thrust_L,rudder,elevator,rudde_trim,elev_trim,servo_voltage,servo_current,elev_trim(nunchuck),screen_toggle
016285,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016286,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016287,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016288,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016289,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016290,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016291,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016292,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016293,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016294,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016295,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016296,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016297,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016298,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016299,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016300,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016301,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016302,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016303,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016304,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016305,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016306,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016307,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016308,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016309,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016310,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016311,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016312,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016313,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016314,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016315,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016316,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016317,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016318,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016319,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016320,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016321,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016322,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016323,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016324,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016325,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016326,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016327,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016328,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016329,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016330,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016331,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016332,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016333,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016334,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016335,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016336,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016337,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016338,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016339,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016340,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016341,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016342,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016343,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016344,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016345,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016346,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016347,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016348,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016349,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016350,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016351,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016352,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016353,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016354,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016355,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016356,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016357,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016358,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016359,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016360,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016361,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016362,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016363,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016364,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016365,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016366,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016367,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016368,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016369,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016370,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016371,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016372,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016373,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016374,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016375,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016376,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016377,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016378,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016379,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016380,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016381,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016382,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016383,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016384,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016385,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016386,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016387,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016388,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016389,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016390,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016391,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016392,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016393,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016394,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016395,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016396,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016397,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016398,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016399,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016400,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016401,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016402,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016403,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016404,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016405,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016406,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016407,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016408,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016409,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016410,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016411,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016412,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016413,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016414,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016415,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016416,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016417,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016418,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016419,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016420,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016421,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016422,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016423,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016424,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016425,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016426,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016427,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016428,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016429,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016430,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016431,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016432,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016433,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016434,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016435,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016436,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016437,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016438,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016439,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016440,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016441,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
016442,000021,008888,007150,00000,00000,00000,000908,0000,0500,1825,003,090,090,090,0808,0187,+02,0
