time*0.3[s],altitude[cm],rot_old,air_sp[mm/s],yaw_old,pitch_old,roll_old,rotation*10[rpm],thrust_H,thrust_M,thrust_L,rudder,elevator,rudde_trim,elev_trim,servo_voltage,servo_current,elev_trim(nunchuck),screen_toggle
015834,000525,008888,000000,00000,00000,00000,000007,0000,0507,6973,091,090,090,090,0820,0012,+01,0
015835,000525,008888,000000,00000,00000,00000,000007,0000,0507,6952,091,090,090,090,0817,0020,+01,0
015836,000525,008888,000000,00000,00000,00000,000007,0000,0507,6989,091,090,090,090,0818,0034,+01,0
015837,000525,008888,000000,00000,00000,00000,000007,0000,0507,6945,091,090,090,090,0818,0016,+01,0
015838,000525,008888,000000,00000,00000,00000,000007,0000,0507,6865,091,090,090,090,0820,0010,+01,0
015839,000525,008888,000000,00000,00000,00000,000007,0000,0507,6631,091,090,090,090,0820,0010,+01,0
015840,000525,008888,000000,00000,00000,00000,000007,0000,0507,6631,091,090,090,090,0818,0011,+01,0
015841,000525,008888,000000,00000,00000,00000,000007,0000,0507,6563,091,090,090,090,0817,0025,+01,0
015842,001070,008888,000000,00000,00000,00000,000007,0000,0507,6614,091,090,090,090,0818,0015,+01,0
015843,001070,008888,000000,00000,00000,00000,000007,0000,0507,6387,091,090,090,090,0821,0009,+01,0
015844,001070,008888,000000,00000,00000,00000,000007,0000,0507,6508,091,090,090,090,0821,0009,+01,0
015845,001070,008888,000000,00000,00000,00000,000007,0000,0507,6384,091,090,090,090,0820,0007,+01,0
015846,001070,008888,000000,00000,00000,00000,000007,0000,0507,6331,091,090,090,090,0818,0023,+01,0
015847,001070,008888,000000,00000,00000,00000,000007,0000,0507,6245,091,090,090,090,0820,0010,+01,0
015848,001070,008888,000000,00000,00000,00000,000007,0000,0507,6168,091,090,090,090,0820,0014,+01,0
015849,000284,008888,000000,00000,00000,00000,000007,0000,0507,6258,091,090,090,090,0818,0020,+01,0
015850,000284,008888,000000,00000,00000,00000,000007,0000,0507,6179,091,090,090,090,0820,0013,+01,0
015851,000284,008888,000000,00000,00000,00000,000007,0000,0507,6071,091,090,090,090,0818,0028,+01,0
015852,000284,008888,000000,00000,00000,00000,000007,0000,0507,6071,091,090,090,090,0818,0030,+01,0
015853,000284,008888,000000,00000,00000,00000,000007,0000,0507,6059,091,090,090,090,0820,0012,+01,0
015854,000284,008888,000000,00000,00000,00000,000007,0000,0507,5901,091,090,090,090,0817,0025,+01,0
015855,000284,008888,000000,00000,00000,00000,000007,0000,0507,5938,091,090,090,090,0820,0015,+01,0
015856,000284,008888,000000,00000,00000,00000,000007,0000,0507,5832,091,090,090,090,0820,0013,+01,0
015857,000513,008888,000000,00000,00000,00000,000007,0000,0507,5832,091,090,090,090,0818,0024,+01,0
015858,000513,008888,000000,00000,00000,00000,000007,0000,0507,5607,091,090,090,090,0818,0017,+01,0
015859,000513,008888,000000,00000,00000,00000,000007,0000,0507,5607,091,090,090,090,0818,0010,+01,0
015860,000513,008888,000000,00000,00000,00000,000007,0000,0507,5648,091,090,090,090,0820,0015,+01,0
015861,000513,008888,000000,00000,00000,00000,000007,0000,0507,5607,091,090,090,090,0820,0015,+01,0
015862,000513,008888,000000,00000,00000,00000,000007,0000,0507,5607,091,090,090,090,0820,0014,+01,0
015863,000513,008888,000000,00000,00000,00000,000007,0000,0507,5481,091,090,090,090,0820,0012,+01,0
015864,000513,008888,000000,00000,00000,00000,000007,0000,0507,5395,091,090,090,090,0820,0011,+01,0
015865,000513,008888,000000,00000,00000,00000,000007,0000,0507,5153,091,090,090,090,0818,0018,+01,0
015866,000513,008888,000000,00000,00000,00000,000007,0000,0507,5309,091,090,090,090,0820,0012,+01,0
015867,000513,008888,000000,00000,00000,00000,000007,0000,0507,5227,091,090,090,090,0818,0032,+01,0
015868,000333,008888,000000,00000,00000,00000,000007,0000,0507,5231,091,090,090,090,0818,0022,+01,0
015869,000333,008888,000000,00000,00000,00000,000007,0000,0507,5231,091,090,090,090,0820,0025,+01,0
015870,000333,008888,000000,00000,00000,00000,000007,0000,0507,5275,091,090,090,090,0818,0014,+01,0
015871,000333,008888,000000,00000,00000,00000,000007,0000,0507,5204,091,090,090,090,0818,0018,+01,0
015872,000333,008888,003894,00000,00000,00000,000007,0000,0507,5039,091,090,090,090,0818,0014,+01,0
015873,000333,008888,000000,00000,00000,00000,000007,0000,0507,5202,091,090,090,090,0820,0005,+01,0
015874,000333,008888,000000,00000,00000,00000,000007,0000,0507,4754,091,090,090,090,0817,0073,+01,0
015875,000333,008888,000000,00000,00000,00000,000007,0000,0507,4941,091,090,090,090,0820,0005,+01,0
015876,000333,008888,000000,00000,00000,00000,000007,0000,0507,4881,091,090,090,090,0818,0016,+01,0
015877,000333,008888,000000,00000,00000,00000,000007,0000,0507,4782,091,090,090,090,0820,0026,+01,0
015878,000333,008888,000000,00000,00000,00000,000007,0000,0507,4689,091,090,090,090,0818,0015,+01,0
015879,000333,008888,000000,00000,00000,00000,000007,0000,0507,4689,091,090,090,090,0820,0016,+01,0
015880,000333,008888,000000,00000,00000,00000,000007,0000,0507,4740,091,090,090,090,0818,0042,+01,0
015881,000333,008888,000000,00000,00000,00000,000007,0000,0507,4839,091,090,090,090,0818,0042,+01,0
015882,000333,008888,000000,00000,00000,00000,000007,0000,0507,4727,091,090,090,090,0818,0008,+01,0
015883,000333,008888,000000,00000,00000,00000,000007,0000,0507,4689,091,090,090,090,0817,0018,+01,0
015884,000333,008888,000000,00000,00000,00000,000007,0000,0507,4495,091,090,090,090,0820,0013,+01,0
015885,000333,008888,000000,00000,00000,00000,000007,0000,0507,4639,091,090,090,090,0820,0021,+01,0
015886,000333,008888,000000,00000,00000,00000,000007,0000,0507,4681,091,090,090,090,0820,0005,+01,0
015887,000333,008888,000000,00000,00000,00000,000007,0000,0507,4499,091,090,090,090,0818,0013,+01,0
015888,000333,008888,000000,00000,00000,00000,000007,0000,0507,4484,091,090,090,090,0820,0013,+01,0
015889,000333,008888,000000,00000,00000,00000,000007,0000,0507,4475,091,090,090,090,0820,0012,+01,0
015890,000333,008888,000000,00000,00000,00000,000007,0000,0507,4368,091,090,090,090,0820,0005,+01,0
015891,000333,008888,000000,00000,00000,00000,000007,0000,0507,4403,091,090,090,090,0817,0036,+01,0
015892,000333,008888,000000,00000,00000,00000,000007,0000,0507,4403,091,090,090,090,0818,0012,+01,0
015893,000509,008888,000000,00000,00000,00000,000007,0000,0507,4284,091,090,090,090,0820,0019,+01,0
015894,000509,008888,000000,00000,00000,00000,000007,0000,0507,4214,091,090,090,090,0818,0019,+01,0
015895,000509,008888,000000,00000,00000,00000,000007,0000,0507,4226,091,090,090,090,0820,0014,+01,0
015896,000509,008888,000000,00000,00000,00000,000007,0000,0507,4118,091,090,090,090,0818,0019,+01,0
015897,000509,008888,000000,00000,00000,00000,000007,0000,0507,4069,091,090,090,090,0818,0017,+01,0
015898,000509,008888,000000,00000,00000,00000,000007,0000,0507,4042,091,090,090,090,0818,0039,+01,0
015899,000026,008888,000000,00000,00000,00000,000007,0000,0507,4057,091,090,090,090,0818,0026,+01,0
015900,000026,008888,000000,00000,00000,00000,000007,0000,0507,4000,091,090,090,090,0820,0007,+01,0
015901,000026,008888,000000,00000,00000,00000,000007,0000,0507,3826,091,090,090,090,0818,0027,+01,0
015902,000026,008888,000000,00000,00000,00000,000007,0000,0507,3798,091,090,090,090,0820,0008,+01,0
015903,000026,008888,000000,00000,00000,00000,000007,0000,0507,3902,091,090,090,090,0818,0017,+01,0
015904,000026,008888,000000,00000,00000,00000,000007,0000,0507,3819,091,090,090,090,0818,0022,+01,0
015905,000026,008888,000000,00000,00000,00000,000007,0000,0507,3638,091,090,090,090,0818,0022,+01,0
015906,000026,008888,000000,00000,00000,00000,000007,0000,0507,3638,091,090,090,090,0818,0012,+01,0
015907,000026,008888,000000,00000,00000,00000,000007,0000,0507,3505,091,090,090,090,0818,0017,+01,0
015908,000026,008888,000000,00000,00000,00000,000007,0000,0507,3601,091,090,090,090,0818,0016,+01,0
015909,000026,008888,000000,00000,00000,00000,000007,0000,0507,3638,091,090,090,090,0818,0022,+01,0
015910,000026,008888,000000,00000,00000,00000,000007,0000,0507,3383,091,090,090,090,0820,0010,+01,0
015911,000026,008888,000000,00000,00000,00000,000007,0000,0507,3462,091,090,090,090,0820,0020,+01,0
015912,001070,008888,000000,00000,00000,00000,000007,0000,0507,3228,091,090,090,090,0818,0006,+01,0
015913,001070,008888,000000,00000,00000,00000,000007,0000,0507,3165,091,090,090,090,0818,0028,+01,0
015914,001070,008888,000000,00000,00000,00000,000007,0000,0507,3165,091,090,090,090,0820,0005,+01,0
015915,001070,008888,000000,00000,00000,00000,000007,0000,0507,3088,091,090,090,090,0818,0018,+01,0
015916,001070,008888,000000,00000,00000,00000,000007,0000,0507,3088,091,090,090,090,0816,0049,+01,0
015917,001070,008888,000000,00000,00000,00000,000007,0000,0507,2934,091,090,090,090,0818,0005,+01,0
015918,001070,008888,000000,00000,00000,00000,000007,0000,0507,2934,091,090,090,090,0818,0023,+01,0
015919,001070,008888,000000,00000,00000,00000,000007,0000,0507,2771,091,090,090,090,0820,0005,+01,0
015920,000021,008888,000000,00000,00000,00000,000007,0000,0507,2758,091,090,090,090,0820,0005,+01,0
015921,000021,008888,000000,00000,00000,00000,000007,0000,0507,2798,091,090,090,090,0818,0009,+01,0
015922,000021,008888,000000,00000,00000,00000,000007,0000,0507,2672,091,090,090,090,0820,0009,+01,0
015923,000021,008888,000000,00000,00000,00000,000007,0000,0507,2384,091,090,090,090,0820,0020,+01,0
015924,000021,008888,000000,00000,00000,00000,000007,0000,0507,2485,091,090,090,090,0818,0024,+01,0
015925,000021,008888,000000,00000,00000,00000,000007,0000,0507,2485,091,090,090,090,0817,0020,+01,0
015926,000021,008888,000000,00000,00000,00000,000007,0000,0507,2235,091,090,090,090,0818,0018,+01,0
015927,000021,008888,000000,00000,00000,00000,000007,0000,0507,2250,091,090,090,090,0818,0011,+01,0
015928,000021,008888,000000,00000,00000,00000,000007,0000,0507,2275,091,090,090,090,0818,0036,+01,0
015929,000021,008888,000000,00000,00000,00000,000007,0000,0507,2078,091,090,090,090,0818,0018,+01,0
015930,000021,008888,000000,00000,00000,00000,000007,0000,0507,2078,091,090,090,090,0816,0042,+01,0
015931,000021,008888,000000,00000,00000,00000,000007,0000,0507,2064,091,090,090,090,0820,0017,+01,0
015932,000021,008888,000000,00000,00000,00000,000007,0000,0507,2064,091,090,090,090,0818,0017,+01,0
015933,000021,008888,000000,00000,00000,00000,000007,0000,0507,1804,091,090,090,090,0818,0033,+01,0
015934,000021,008888,000000,00000,00000,00000,000007,0000,0507,1706,091,090,090,090,0818,0029,+01,0
015935,000516,008888,000000,00000,00000,00000,000007,0000,0507,1706,091,090,090,090,0820,0014,+01,0
015936,000516,008888,000000,00000,00000,00000,000002,0000,0507,1727,091,090,090,090,0818,0019,+01,0
015937,000516,008888,000000,00000,00000,00000,000002,0000,0507,1582,091,090,090,090,0820,0014,+01,0
015938,000516,008888,000000,00000,00000,00000,000002,0000,0507,1858,091,090,090,090,0820,0026,+01,0
015939,000516,008888,000000,00000,00000,00000,000002,0000,0507,1980,091,090,090,090,0818,0012,+01,0
015940,000021,008888,000000,00000,00000,00000,000001,0000,0507,0528,091,090,090,090,0818,0012,+01,0
015941,000021,008888,000000,00000,00000,00000,000001,0000,0507,1543,091,090,090,090,0818,0022,+01,0
015942,000021,008888,000000,00000,00000,00000,000001,0000,0507,1796,091,090,090,090,0818,0023,+01,0
015943,000021,008888,000000,00000,00000,00000,000001,0000,0507,1577,091,090,090,090,0820,0014,+01,0
015944,000021,008888,000000,00000,00000,00000,000001,0000,0507,1004,091,090,090,090,0820,0018,+01,0
015945,000021,008888,000000,00000,00000,00000,000001,0000,0507,1357,091,090,090,090,0818,0013,+01,0
015946,000021,008888,000000,00000,00000,00000,000001,0000,0507,1367,091,090,090,090,0820,0014,+01,0
015947,000021,008888,000000,00000,00000,00000,000001,0000,0507,1122,091,090,090,090,0818,0028,+01,0
015948,000021,008888,000000,00000,00000,00000,000001,0000,0507,1122,091,090,090,090,0817,0014,+01,0
015949,000021,008888,000000,00000,00000,00000,000001,0000,0507,1294,091,090,090,090,0818,0017,+01,0
015950,000021,008888,000000,00000,00000,00000,000001,0000,0507,1053,091,090,090,090,0818,0011,+01,0
015951,000021,008888,000000,00000,00000,00000,000001,0000,0507,1111,091,090,090,090,0818,0008,+01,0
015952,000021,008888,000000,00000,00000,00000,000001,0000,0507,1111,091,090,090,090,0818,0018,+01,0
015953,000021,008888,000000,00000,00000,00000,000001,0000,0507,1111,091,090,090,090,0818,0017,+01,0
015954,000021,008888,000000,00000,00000,00000,000001,0000,0507,0987,091,090,090,090,0820,0014,+01,0
015955,000021,008888,000000,00000,00000,00000,000001,0000,0507,1138,091,090,090,090,0820,0013,+01,0
015956,000021,008888,000000,00000,00000,00000,000001,0000,0507,0981,091,090,090,090,0817,0019,+01,0
015957,000021,008888,000000,00000,00000,00000,000001,0000,0507,0981,091,090,090,090,0820,0010,+01,0
015958,000021,008888,000000,00000,00000,00000,000001,0000,0507,0815,091,090,090,090,0820,0010,+01,0
015959,000021,008888,000000,00000,00000,00000,000001,0000,0507,0860,091,090,090,090,0818,0022,+01,0
015960,000021,008888,000000,00000,00000,00000,000001,0000,0507,0839,091,090,090,090,0818,0014,+01,0
015961,000514,008888,000000,00000,00000,00000,000001,0000,0507,0683,091,090,090,090,0818,0020,+01,0
015962,000514,008888,000000,00000,00000,00000,000001,0000,0507,0683,091,090,090,090,0818,0028,+01,0
015963,000514,008888,000000,00000,00000,00000,000001,0000,0507,0742,091,090,090,090,0818,0023,+01,0
015964,000514,008888,000000,00000,00000,00000,000001,0000,0000,0050,091,090,090,090,0818,0016,+01,0
015965,000514,008888,000000,00000,00000,00000,000001,0000,0507,0695,091,090,090,090,0820,0015,+01,0
015966,000514,008888,000000,00000,00000,00000,000001,0000,0507,0626,091,090,090,090,0820,0015,+01,0
015967,000514,008888,000000,00000,00000,00000,000001,0000,0507,0646,091,090,090,090,0820,0016,+01,0
015968,000514,008888,000000,00000,00000,00000,000001,0000,0507,0678,091,090,090,090,0818,0018,+01,0
015969,000514,008888,000000,00000,00000,00000,000001,0000,0507,0696,091,090,090,090,0818,0024,+01,0
015970,000514,008888,000000,00000,00000,00000,000001,0000,0507,0680,091,090,090,090,0820,0015,+01,0
015971,000514,008888,000000,00000,00000,00000,000001,0000,0507,0557,091,090,090,090,0820,0015,+01,0
015972,000514,008888,000000,00000,00000,00000,000001,0000,0507,0557,091,090,090,090,0820,0009,+01,0
015973,000514,008888,000000,00000,00000,00000,000001,0000,0507,0551,091,090,090,090,0818,0025,+01,0
015974,000514,008888,000000,00000,00000,00000,000001,0000,0507,0535,091,090,090,090,0817,0008,+01,0
015975,000514,008888,000000,00000,00000,00000,000001,0000,0507,0456,091,090,090,090,0818,0018,+01,0
015976,000514,008888,000000,00000,00000,00000,000001,0000,0507,0535,091,090,090,090,0820,0022,+01,0
015977,000514,008888,000000,00000,00000,00000,000001,0000,0507,0538,091,090,090,090,0818,0017,+01,0
015978,000514,008888,000000,00000,00000,00000,000001,0000,0507,0474,091,090,090,090,0820,0018,+01,0
015979,000514,008888,000000,00000,00000,00000,000001,0000,0507,0444,091,090,090,090,0818,0027,+01,0
015980,000514,008888,000000,00000,00000,00000,000001,0000,0507,0394,091,090,090,090,0818,0017,+01,0
015981,000514,008888,000000,00000,00000,00000,000001,0000,0507,0393,091,090,090,090,0818,0023,+01,0
015982,000514,008888,000000,00000,00000,00000,000001,0000,0507,0257,091,090,090,090,0820,0014,+01,0
015983,001070,008888,000000,00000,00000,00000,000001,0000,0507,0330,091,090,090,090,0820,0019,+01,0
015984,001070,008888,000000,00000,00000,00000,000001,0000,0507,0330,091,090,090,090,0820,0008,+01,0
015985,001070,008888,000000,00000,00000,00000,000001,0000,0507,0302,091,090,090,090,0818,0026,+01,0
015986,001070,008888,000000,00000,00000,00000,000001,0000,0507,0192,091,090,090,090,0820,0008,+01,0
015987,001070,008888,000000,00000,00000,00000,000001,0000,0507,0206,091,090,090,090,0818,0013,+01,0
015988,001070,008888,000000,00000,00000,00000,000001,0000,0507,0085,091,090,090,090,0818,0009,+01,0
015989,001070,008888,000000,00000,00000,00000,000001,0000,0507,0163,091,090,090,090,0818,0009,+01,0
015990,001070,008888,000000,00000,00000,00000,000001,0000,0507,0250,091,090,090,090,0818,0015,+01,0
015991,001070,008888,000000,00000,00000,00000,000001,0000,0507,0078,091,090,090,090,0818,0016,+01,0
015992,001070,008888,000000,00000,00000,00000,000001,0000,0507,0048,091,090,090,090,0818,0015,+01,0
015993,001070,008888,000000,00000,00000,00000,000001,0000,0506,9952,091,090,090,090,0817,0021,+01,0
015994,001070,008888,000000,00000,00000,00000,000001,0000,0506,9978,091,090,090,090,0818,0015,+01,0
015995,001070,008888,000000,00000,00000,00000,000001,0000,0506,9978,091,090,090,090,0818,0013,+01,0
015996,001070,008888,000000,00000,00000,00000,000001,0000,0506,9719,091,090,090,090,0818,0013,+01,0
015997,001070,008888,000000,00000,00000,00000,000001,0000,0506,9719,091,090,090,090,0818,0015,+01,0
015998,001070,008888,000000,00000,00000,00000,000001,0000,0506,9918,091,090,090,090,0818,0025,+01,0
015999,001070,008888,000000,00000,00000,00000,000001,0000,0506,9751,091,090,090,090,0820,0010,+01,0
016000,001070,008888,000000,00000,00000,00000,000001,0000,0506,9456,091,090,090,090,0818,0015,+01,0
016001,001070,008888,000000,00000,00000,00000,000001,0000,0506,9456,091,090,090,090,0818,0012,+01,0
016002,001070,008888,000000,00000,00000,00000,000001,0000,0506,9578,091,090,090,090,0818,0025,+01,0
016003,001070,008888,000000,00000,00000,00000,000001,0000,0506,9539,091,090,090,090,0818,0010,+01,0
016004,001070,008888,000000,00000,00000,00000,000001,0000,0506,9530,091,090,090,090,0818,0014,+01,0
016005,001070,008888,000000,00000,00000,00000,000001,0000,0506,9374,091,090,090,090,0818,0019,+01,0
016006,001070,008888,000000,00000,00000,00000,000001,0000,0506,9287,091,090,090,090,0818,0014,+01,0
016007,001070,008888,000000,00000,00000,00000,000001,0000,0506,9210,091,090,090,090,0818,0041,+01,0
016008,001070,008888,000000,00000,00000,00000,000001,0000,0506,9217,091,090,090,090,0818,0009,+01,0
016009,001070,008888,000000,00000,00000,00000,000001,0000,0506,9201,091,090,090,090,0818,0020,+01,0
016010,001070,008888,000000,00000,00000,00000,000001,0000,0506,9035,091,090,090,090,0818,0020,+01,0
016011,001070,008888,000000,00000,00000,00000,000001,0000,0506,9035,091,090,090,090,0820,0018,+01,0
016012,001070,008888,000000,00000,00000,00000,000001,0000,0506,8947,091,090,090,090,0817,0022,+01,0
016013,001070,008888,000000,00000,00000,00000,000001,0000,0506,8947,091,090,090,090,0818,0011,+01,0
016014,001070,008888,000000,00000,00000,00000,000001,0000,0506,8901,091,090,090,090,0818,0017,+01,0
016015,001070,008888,000000,00000,00000,00000,000001,0000,0506,8884,091,090,090,090,0818,0016,+01,0
016016,001070,008888,000000,00000,00000,00000,000001,0000,0506,8815,091,090,090,090,0818,0015,+01,0
016017,001070,008888,000000,00000,00000,00000,000001,0000,0506,8711,091,090,090,090,0818,0016,+01,0
016018,001070,008888,000000,00000,00000,00000,000001,0000,0506,8711,091,090,090,090,0818,0032,+01,0
