001352,000033,000033,000000,-2433,+0024,-0003
001353,000033,000033,000000,-2433,+0024,-0003
001354,000033,000033,000000,-2435,+0028,-0001
001355,000033,000033,000000,-2435,+0028,-0001
001356,000033,000033,000000,-2439,+0027,+0012
001357,000033,000033,000000,-2438,+0026,+0001
001358,000034,000033,000000,-2438,+0026,+0001
001359,000034,000033,000000,-2439,+0025,-0004
001360,000034,000033,000000,-2439,+0025,-0004
001361,000034,000033,000000,-2444,+0026,-0020
001362,000034,000033,000000,-2444,+0026,-0020
001363,000034,000033,000000,-2450,+0025,-0047
001364,000034,000033,000000,-2446,+0025,-0068
001365,000034,000033,000000,-2446,+0025,-0068
001366,000034,000033,000000,-2446,+0025,-0068
001367,000034,000033,000000,-2446,+0025,-0068
001368,000034,000033,000000,-2442,+0026,-0065
001369,000034,000033,000000,-2442,+0026,-0065
001370,000034,000033,000000,-2438,+0025,-0076
001371,000034,000033,000000,-2438,+0025,-0076
001372,000034,000033,000000,-2440,+0026,-0047
001373,000034,000033,000000,-2440,+0026,-0047
001374,000034,000033,000000,-2441,+0025,-0042
001375,000034,000033,000000,-2441,+0025,-0042
001376,000034,000033,000000,-2444,+0025,-0043
001377,000034,000033,000000,-2444,+0025,-0043
001378,000034,000033,000000,-2444,+0025,-0043
001379,000034,000033,000000,-2445,+0025,-0049
001380,000034,000033,000000,-2445,+0025,-0049
001381,000034,000033,000000,-2446,+0025,-0037
001382,000034,000033,000000,-2446,+0025,-0037
001383,000034,000033,000000,-2446,+0027,-0033
001384,000034,000033,000000,-2446,+0027,-0033
001385,000034,000033,000000,-2444,+0025,-0044
001386,000034,000033,000000,-2444,+0025,-0044
001387,000034,000033,000000,-2444,+0025,-0044
001388,000034,000033,000000,-2445,+0026,-0026
001389,000034,000033,000000,-2445,+0026,-0026
001390,000034,000033,000000,-2447,+0026,-0030
001391,000034,000033,000000,-2447,+0026,-0030
001392,000034,000033,000000,-2453,+0026,-0034
001393,000034,000033,000000,-2453,+0026,-0034
001394,000034,000033,000000,-2457,+0023,-0044
001395,000034,000033,000000,-2457,+0023,-0044
001396,000034,000033,000000,-2460,+0026,-0040
001397,000034,000033,000000,-2460,+0026,-0040
001398,000034,000033,000000,-2464,+0024,-0048
001399,000033,000033,000000,-2464,+0026,-0050
001400,000033,000033,003792,-2464,+0026,-0050
001401,000034,000033,003792,-2465,+0027,-0018
001402,000034,000033,003792,-2465,+0027,-0018
001403,000034,000033,003792,-2463,+0024,-0049
001404,000034,000033,003792,-2463,+0024,-0049
001405,000034,000033,003792,-2467,+0024,-0033
001406,000034,000033,003792,-2467,+0024,-0033
001407,000034,000033,003792,-2467,+0024,-0033
001408,000034,000033,003792,-2468,+0023,-0029
001409,000034,000033,000000,-2468,+0023,-0029
001410,000034,000033,000000,-2471,+0023,-0025
001411,000034,000033,000000,-2471,+0023,-0025
001412,000034,000033,000000,-2474,+0022,-0004
001413,000034,000033,000000,-2474,+0022,-0004
001414,000034,000033,000000,-2477,+0024,-0028
001415,000034,000033,000000,-2477,+0024,-0028
001416,000033,000033,000000,-2480,+0024,-0026
001417,000033,000033,000000,-2480,+0024,-0026
001418,000034,000033,000000,-2480,+0024,-0026
001419,000034,000033,000000,-2480,+0024,-0026
001420,000033,000033,000000,-2480,+0022,-0047
001421,000033,000033,000000,-2480,+0019,-0036
001422,000034,000033,000000,-2480,+0019,-0036
001423,000034,000033,000000,-2478,+0016,+0005
001424,000034,000033,000000,-2478,+0016,+0005
001425,000033,000033,002633,-2477,+0034,-0001
001426,000033,000033,002633,-2468,+0035,-0013
001427,000034,000033,002633,-2468,+0035,-0013
001428,000034,000033,001978,-2470,+0009,+0008
001429,000034,000033,001978,-2470,+0009,+0008
001430,000034,000033,001978,-2470,+0009,+0008
001431,000034,000033,001978,-2470,+0009,+0008
001432,000034,000033,001978,-2473,+0003,-0006
001433,000034,000033,001978,-2473,+0003,-0006
001434,000034,000033,002887,-2473,+0006,-0012
001435,000034,000033,002887,-2473,+0006,-0012
001436,000034,000033,002887,-2473,+0010,+0006
001437,000034,000033,002887,-2473,+0010,+0006
001438,000034,000033,000000,-2473,+0012,+0000
001439,000034,000033,000000,-2473,+0012,+0000
001440,000034,000033,000000,-2473,+0016,+0019
001441,000034,000033,000000,-2472,+0007,+0023
001442,000034,000033,000000,-2472,+0007,+0023
001443,000034,000033,000000,-2479,+0000,+0000
001444,000035,000033,000000,-2479,+0000,+0000
001445,000035,000033,000000,-2473,-0022,+0055
001446,000035,000033,002663,-2473,-0022,+0055
001447,000035,000033,000643,-2509,+0279,-0060
001448,000033,000033,000009,-2509,+0279,-0060
001449,000033,000033,000002,-2612,+0409,+0077
001450,000033,000033,000045,-2612,+0409,+0077
001451,000033,000033,001267,-2612,+0409,+0077
001452,000034,000033,001267,-2581,+0371,+0092
001453,000034,000033,001267,-2581,+0371,+0092
001454,000034,000033,002049,-2518,+0270,+0076
001455,000033,000033,001024,-2518,+0270,+0076
001456,000033,000033,000855,-2451,+0285,-0105
001457,000033,000033,001262,-2451,+0285,-0105
001458,000033,000033,001728,-2331,+0346,-0278
001459,000033,000033,002126,-2331,+0346,-0278
001460,000033,000033,002614,-2295,+0299,-0180
001461,000035,000433,002912,-2300,+0423,-0025
001462,000035,000700,003217,-2300,+0423,-0025
001463,000035,000533,003686,-2316,+0386,+0128
001464,000034,000700,003738,-2316,+0386,+0128
001465,000034,000700,004073,-2240,+0152,-0020
001466,000033,000533,005077,-2240,+0152,-0020
001467,000033,000733,005258,-2145,+0263,-0053
001468,000033,000700,005164,-2145,+0263,-0053
001469,000033,000600,005258,-2246,+0298,-0070
001470,000033,000733,004719,-2246,+0298,-0070
001471,000033,000733,004547,-2432,+0159,-0368
001472,000033,000733,005077,-2432,+0159,-0368
001473,000034,000733,005258,-2432,+0159,-0368
001474,000034,000733,005473,-2539,-0045,+0091
001475,000034,000733,005473,-2539,-0045,+0091
001476,000034,000733,005473,-2510,-0257,+0073
001477,000034,000733,005077,-2510,-0257,+0073
001478,000033,000733,004782,-2459,-0297,-0205
001479,000033,000733,004547,-2333,-0056,-0399
001480,000033,000733,004445,-2333,-0056,-0399
001481,000033,000733,004920,-2347,-0139,-0466
001482,000033,000733,005473,-2347,-0139,-0466
001483,000033,000733,005473,-2347,-0139,-0466
001484,000033,000733,005258,-2347,-0139,-0466
001485,000033,000733,005164,-2376,-0151,-0485
001486,000033,000733,004445,-2376,-0151,-0485
001487,000033,000733,004445,-2516,+0051,-0106
001488,000033,000733,004920,-2516,+0051,-0106
001489,000033,000733,004920,-2738,+0129,-0186
001490,000033,000733,005258,-2738,+0129,-0186
001491,000033,000733,004658,-2802,-0285,-0242
001492,000033,000733,004719,-2802,-0285,-0242
001493,000033,000700,005360,-2896,+0027,-0382
001494,000033,000500,005077,-2916,-0048,-0382
001495,000033,000666,004920,-2916,-0048,-0382
001496,000033,000666,005360,-2878,-0241,-0555
