time*0.5 [s],altitude [cm],rotation [rpm],airspeed [m/s],pitch [deg],roll [deg]
1,0,0.0,0.0,0.2999999999999998,1.0
2,0,0.5,2.195,0.0,0.9000000000000057
3,0,0.5,2.195,-0.10000000000000009,1.0
4,0,50.2,6.552,0.20000000000000018,0.9000000000000057
5,0,50.2,6.552,0.20000000000000018,0.8000000000000114
6,0,50.2,4.8092,0.10000000000000009,0.8400000000000034
7,0,50.2,4.3702,0.13999999999999968,0.7999999999999998
8,0,50.2,3.9311999999999996,0.18000000000000016,0.7600000000000025
9,0,50.2,2.6208,0.10000000000000009,0.7199999999999989
10,0,50.2,1.3104,0.10000000000000009,0.6799999999999953
11,0,0.5,0.0,0.10000000000000009,0.7599999999999962
12,0,0.5,0.0,0.10000000000000009,0.8199999999999985
13,0,0.5,0.0,0.07999999999999963,0.8399999999999981
14,0,0.5,0.0,0.14000000000000012,0.8800000000000008
15,0,0.5,0.0,0.1200000000000001,0.940000000000003
16,0,0.5,0.0,0.08000000000000007,0.940000000000003
17,0,0.5,0.0,0.05999999999999961,0.9600000000000026
18,0,0.5,0.0,0.10000000000000009,0.9800000000000013
19,0,0.5,0.0,0.07999999999999963,0.9800000000000013
20,3.0,0.5,0.0,0.08000000000000007,1.0
21,3.0,0.5,0.0,0.10000000000000009,0.9600000000000026
22,3.0,0.5,0.0,0.10000000000000009,0.9000000000000057
23,0.0,0.5,0.0,0.05999999999999961,0.9000000000000057
24,0.0,0.5,0.0,0.06000000000000005,0.940000000000003
25,0.0,0.5,0.0,0.020000000000000018,0.9800000000000013
26,0.0,0.5,0.0,0.020000000000000018,1.0399999999999978
27,0.0,0.5,0.0,0.020000000000000018,1.0799999999999956
28,0,0.5,0.0,0.040000000000000036,1.0999999999999943
29,0,0.5,0.0,0.040000000000000036,1.0799999999999956
30,0,0.5,0.0,0.08000000000000007,0.9799999999999951
31,0,0.5,0.0,0.07999999999999963,0.9799999999999951
32,0,0.5,0.0,0.07999999999999963,1.0199999999999934
33,0,0.5,0.0,0.10000000000000009,0.9999999999999947
34,1.0,0.6,0.0,0.10000000000000009,0.9399999999999924
35,1.0,0.6,0.0,0.06000000000000005,0.9799999999999951
36,1.0,0.6,0.0,0.040000000000000036,0.9799999999999951
37,0,0.6,0.0,0.040000000000000036,0.9000000000000004
38,0,0.6,0.0,0.020000000000000018,0.9000000000000004
39,0,0.6,0.0,0.040000000000000036,0.940000000000003
40,0.0,0.6,0.0,0.07999999999999963,0.940000000000003
41,0.0,0.6,0.0,0.10000000000000009,0.9200000000000044
42,3.0,0.6,0.0,0.08000000000000007,0.9600000000000026
43,3.0,0.6,0.0,0.06000000000000005,0.9000000000000004
44,3.0,0.6,0.0,0.040000000000000036,0.9000000000000004
45,0,0.6,0.0,0.020000000000000018,0.9399999999999977
46,0,0.6,0.0,0.0,0.9799999999999951
47,0,0.6,0.0,0.040000000000000036,0.9999999999999947
48,3.0,0.6,0.0,0.040000000000000036,1.0399999999999978
49,3.0,0.6,0.0,0.020000000000000018,1.139999999999998
50,3.0,0.6,0.0,0.0,1.139999999999998
51,0,0.6,0.0,0.0,1.139999999999998
52,0,0.6,0.0,-0.05999999999999961,1.1199999999999988
53,0,0.6,0.0,-0.07999999999999963,1.1
54,0,0.6,0.0,-0.05999999999999961,1.0399999999999978
55,0,0.6,0.0,-0.040000000000000036,1.1
56,0.0,0.6,0.0,-0.040000000000000036,1.180000000000001
57,0.0,0.6,0.0,0.0,1.2400000000000033
58,0.0,0.6,0.0,0.020000000000000018,1.2400000000000033
59,0,0.6,0.0,0.06000000000000005,1.2400000000000033
60,0,0.6,0.0,0.10000000000000009,1.180000000000001
61,0,0.6,0.0,0.1200000000000001,1.1200000000000045
62,0,0.6,0.0,0.10000000000000009,1.180000000000001
63,0,0.6,0.0,0.13999999999999968,1.2800000000000011
64,0,0.6,0.0,0.10000000000000009,1.2800000000000011
65,0,0.6,0.0,0.08000000000000007,1.180000000000001
66,0,0.6,0.0,0.07999999999999963,1.1
67,1.0,0.6,0.0,0.06000000000000005,1.0
68,1.0,0.6,0.0,0.040000000000000036,0.919999999999999
69,1.0,0.6,0.0,-0.06000000000000005,0.7999999999999998
70,0,0.7999999999999998,0.0,-0.20000000000000018,0.919999999999999
71,0,0.919999999999999,0.0,-0.33999999999999986,0.9399999999999977
72,0,0.4,0.0,-0.3799999999999999,0.8199999999999985
73,0,0.4,0.0,-0.6000000000000001,0.7199999999999989
74,0,0.7199999999999989,0.0,-0.6600000000000001,0.8399999999999981
75,0,0.8399999999999981,0.0,-1.0599999999999998,0.7199999999999989
76,0,0.7199999999999989,0.0,-1.48,0.5
77,0,0.5,0.0,-2.04,0.3800000000000008
78,0,106.4,0.0,-2.52,0.23999999999999755
79,0,0.1,1.2147999999999999,-3.12,-0.019999999999998685
80,0.0,0.1,2.4295999999999998,-3.12,-0.1599999999999966
81,0.0,-0.1599999999999966,3.6444,-3.2,-0.09999999999999964
82,0,0.1,3.7086000000000006,-3.16,0.059999999999996945
83,0,1.4,3.839600000000001,-2.9,0.4800000000000013
84,0,0.1,2.6428,-2.42,1.1
85,0,0.1,1.6481999999999999,-2.16,1.7800000000000011
86,0,1.4,0.6991999999999999,-2.14,2.080000000000001
87,0,0.1,0.6826,-2.46,2.1200000000000045
88,0,153.6,0.9905999999999999,-2.7800000000000002,2.0600000000000023
89,3.0,154.9,1.5628,-3.84,2.2
90,3.0,156.9,1.3539999999999999,-5.16,2.9799999999999978
