time*0.5 [s],altitude [cm],rotation [rpm],airspeed [m/s],pitch [deg],roll [deg]
1,0,4.6,0.0,0.2999999999999998,2.0
2,0,4.6,0.0,0.2999999999999998,2.0
3,0,4.6,0.0,0.3999999999999999,2.0
4,0,4.6,0.0,0.3999999999999999,2.0
5,0,4.6,0.0,0.3999999999999999,2.0999999999999943
6,0,0.4,0.0,0.3799999999999999,2.0199999999999987
7,0,0.4,0.0,0.4200000000000004,2.0599999999999965
8,0,4.6,0.0,0.4199999999999995,2.0599999999999965
9,0,4.6,0.0,0.34000000000000075,2.039999999999998
10,0,4.6,0.0,0.23999999999999977,2.0
11,0,4.6,0.0,0.16000000000000014,1.860000000000002
12,0,1.860000000000002,0.0,0.18000000000000016,1.7200000000000046
13,0,1.7200000000000046,0.0,0.20000000000000018,1.7000000000000055
14,0,7.0,0.0,0.20000000000000018,1.6400000000000032
15,0,7.0,0.0,0.0,1.5400000000000036
16,0,7.0,0.0,-0.41999999999999993,1.6199999999999988
17,0,1.6199999999999988,0.0,-1.14,1.6199999999999988
18,0,1.6199999999999988,0.0,-1.88,1.4399999999999977
19,0,134.1,0.1584,-2.54,1.2999999999999998
20,0,140.9,0.1592,-2.92,1.2999999999999998
21,0,137.9,0.1602,-3.12,1.4
22,0,137.9,0.1612,-3.22,1.5
23,0,140.6,0.17320000000000002,-3.34,1.419999999999999
24,0,146.0,0.0198,-3.64,1.1199999999999988
25,0,144.4,0.0776,-4.02,0.8599999999999968
26,0,150.7,0.0972,-4.64,0.8800000000000008
27,0,150.7,0.1514,-5.36,0.940000000000003
28,0,155.7,0.22680000000000003,-6.4,1.9600000000000022
29,0,158.2,0.2222,-7.9399999999999995,3.219999999999999
30,0,156.4,0.26680000000000004,-9.8,4.560000000000002
31,0,153.1,0.8140000000000001,-11.9,5.9
32,0,153.1,1.3412,-14.2,7.719999999999999
33,0,156.8,2.0684,-16.56,9.180000000000001
34,0,161.0,3.0672,-18.48,10.720000000000004
35,0,161.9,3.5294,-20.359999999999996,12.0
36,0,159.9,2.9652000000000003,-21.759999999999998,13.039999999999997
37,0,163.1,2.4024000000000005,-22.6,13.539999999999997
38,0,166.6,1.9276,-22.94,13.659999999999997
39,0,162.7,0.9989999999999999,-22.8,13.659999999999997
40,0,164.6,0.49140000000000006,-22.26,13.719999999999999
41,0,167.3,0.6306,-21.4,13.440000000000003
42,0,164.3,0.636,-20.439999999999998,13.060000000000002
43,0,162.4,0.38139999999999996,-19.54,12.540000000000003
44,0,165.6,0.31199999999999994,-18.6,12.020000000000005
45,0,164.8,0.2552,-17.2,11.240000000000004
46,0,164.8,0.1466,-15.32,10.3
47,0,170.8,0.1958,-13.52,9.52
48,0,168.9,0.1116,-11.74,8.939999999999998
49,0,166.6,0.6688,-9.86,7.579999999999996
50,0,167.7,0.6754,-8.48,6.459999999999996
51,0,171.2,0.6599999999999999,-7.779999999999999,5.639999999999998
52,2.0,164.0,0.6827999999999999,-6.9,4.6800000000000015
53,2.0,164.0,0.7501999999999999,-5.78,3.4800000000000013
54,2.0,164.0,0.26020000000000004,-4.6,2.6400000000000032
55,12.0,164.0,0.2536,-2.42,1.580000000000001
56,12.0,164.0,0.23579999999999995,0.8200000000000003,0.5199999999999987
57,12.0,163.0,0.17140000000000002,4.4,-0.26000000000000245
58,0,143.6,0.11699999999999999,6.620000000000001,-0.4800000000000013
59,0,139.3,0.068,6.880000000000001,0.03999999999999737
60,0,138.6,0.1598,4.5200000000000005,1.8800000000000012
61,0,128.8,0.183,0.7399999999999998,3.7200000000000046
62,0,134.8,0.6204000000000001,-3.88,5.7600000000000025
63,0,130.6,0.9753999999999999,-7.24,6.9
64,0,114.3,0.9666,-9.26,8.039999999999997
65,0,108.0,0.8953999999999999,-9.86,8.559999999999997
66,0,103.4,1.3736000000000002,-10.24,8.879999999999995
67,0,104.2,1.119,-10.68,8.959999999999997
68,0,101.0,0.7596,-12.16,10.419999999999998
69,0,94.7,0.7516,-13.64,11.319999999999999
70,0,94.7,1.1398,-15.24,10.939999999999998
71,0,68.8,0.9048,-16.4,10.259999999999996
72,0,82.0,1.142,-16.7,9.479999999999995
73,0,74.1,1.2024,-15.1,7.559999999999997
74,0,64.2,1.3834,-12.86,5.7399999999999975
75,0,64.2,1.0339999999999998,-9.92,4.280000000000001
76,0,55.1,1.0424,-7.08,2.780000000000001
77,0,55.1,1.0314,-4.74,1.2200000000000046
78,0,55.1,1.4112000000000002,-3.1,-0.3199999999999985
79,0,55.1,1.6774,-1.94,-2.2
80,0,55.1,2.0338000000000003,-1.1800000000000002,-3.640000000000004
81,0,55.1,2.1748000000000003,-0.5800000000000005,-4.340000000000003
82,0,55.1,2.1658,-0.14000000000000012,-5.100000000000005
83,0,55.1,2.1486,0.1200000000000001,-5.560000000000002
84,0,45.4,2.5064,0.5800000000000005,-5.3199999999999985
85,0,45.4,2.8972,0.9400000000000004,-4.639999999999997
86,0,45.4,3.2880000000000003,0.9599999999999995,-4.099999999999994
87,0,45.4,3.6630000000000003,0.7999999999999998,-3.3799999999999955
88,0,45.4,4.038,0.6000000000000001,-2.7599999999999962
89,0,45.4,3.2304000000000004,0.23999999999999977,-2.3
90,0,45.4,2.4228,-0.05999999999999961,-2.280000000000001
91,0,23.8,1.6152000000000002,-0.17999999999999972,-2.280000000000001
92,0,23.8,0.8076000000000001,-0.16000000000000014,-2.339999999999998
93,0,23.8,0.0,-0.1599999999999997,-2.279999999999996
94,0,23.8,0.0,-0.1800000000000006,-2.1599999999999966
95,0,23.8,0.0,-0.18000000000000016,-2.0199999999999934
96,0,23.8,0.0,-0.1200000000000001,-1.8799999999999955
97,0,23.8,0.0,-0.040000000000000036,-1.8199999999999985
98,0,10.6,0.0,-0.040000000000000036,-1.7400000000000038
99,0,10.6,0.0,-0.06000000000000005,-1.660000000000002
100,0,10.6,0.0,-0.10000000000000009,-1.6000000000000059
101,0,10.6,0.0,-0.16000000000000014,-1.6000000000000059
102,0,10.6,0.0,-0.21999999999999975,-1.5600000000000023
103,0,10.6,0.0,-0.23999999999999977,-1.3199999999999985
104,0,10.6,0.0,-0.23999999999999977,-0.9399999999999977
105,0,7.4,0.0,-0.1800000000000006,-0.49999999999999467
106,0,7.4,0.0,-0.10000000000000009,-0.03999999999999204
107,0.0,7.4,0.0,-0.040000000000000036,0.44000000000000306
108,0.0,7.4,0.0,-0.06000000000000005,0.7200000000000042
109,0.0,7.4,0.0,-0.020000000000000018,0.7000000000000055
110,0.0,7.4,0.0,-0.020000000000000018,0.6000000000000059
111,0.0,7.4,0.0,-0.07999999999999963,0.5600000000000023
112,0.0,6.7,0.0,-0.1200000000000001,0.5600000000000023
113,0.0,6.7,0.0,-0.07999999999999963,0.5600000000000023
114,0,6.7,0.0,-0.10000000000000009,0.7400000000000038
115,0,6.7,0.0,-0.1200000000000001,0.940000000000003
116,3.0,6.7,0.0,-0.1200000000000001,1.0800000000000067
117,3.0,6.7,0.0,-0.1200000000000001,1.1800000000000068
