015834,000525,008888,000000,00000,00000,00000,000007,0000,0507,6973,09109009009008200012+010
015835,000525,008888,000000,00000,00000,00000,000007,0000,0507,6952,09109009009008170020+010
015836,000525,008888,000000,00000,00000,00000,000007,0000,0507,6989,09109009009008180034+010
015837,000525,008888,000000,00000,00000,00000,000007,0000,0507,6945,09109009009008180016+010
015838,000525,008888,000000,00000,00000,00000,000007,0000,0507,6865,09109009009008200010+010
015839,000525,008888,000000,00000,00000,00000,000007,0000,0507,6631,09109009009008200010+010
015840,000525,008888,000000,00000,00000,00000,000007,0000,0507,6631,09109009009008180011+010
015841,000525,008888,000000,00000,00000,00000,000007,0000,0507,6563,09109009009008170025+010
015842,001070,008888,000000,00000,00000,00000,000007,0000,0507,6614,09109009009008180015+010
015843,001070,008888,000000,00000,00000,00000,000007,0000,0507,6387,09109009009008210009+010
015844,001070,008888,000000,00000,00000,00000,000007,0000,0507,6508,09109009009008210009+010
015845,001070,008888,000000,00000,00000,00000,000007,0000,0507,6384,09109009009008200007+010
015846,001070,008888,000000,00000,00000,00000,000007,0000,0507,6331,09109009009008180023+010
015847,001070,008888,000000,00000,00000,00000,000007,0000,0507,6245,09109009009008200010+010
015848,001070,008888,000000,00000,00000,00000,000007,0000,0507,6168,09109009009008200014+010
015849,000284,008888,000000,00000,00000,00000,000007,0000,0507,6258,09109009009008180020+010
015850,000284,008888,000000,00000,00000,00000,000007,0000,0507,6179,09109009009008200013+010
015851,000284,008888,000000,00000,00000,00000,000007,0000,0507,6071,09109009009008180028+010
015852,000284,008888,000000,00000,00000,00000,000007,0000,0507,6071,09109009009008180030+010
015853,000284,008888,000000,00000,00000,00000,000007,0000,0507,6059,09109009009008200012+010
015854,000284,008888,000000,00000,00000,00000,000007,0000,0507,5901,09109009009008170025+010
015855,000284,008888,000000,00000,00000,00000,000007,0000,0507,5938,09109009009008200015+010
015856,000284,008888,000000,00000,00000,00000,000007,0000,0507,5832,09109009009008200013+010
015857,000513,008888,000000,00000,00000,00000,000007,0000,0507,5832,09109009009008180024+010
015858,000513,008888,000000,00000,00000,00000,000007,0000,0507,5607,09109009009008180017+010
015859,000513,008888,000000,00000,00000,00000,000007,0000,0507,5607,09109009009008180010+010
015860,000513,008888,000000,00000,00000,00000,000007,0000,0507,5648,09109009009008200015+010
015861,000513,008888,000000,00000,00000,00000,000007,0000,0507,5607,09109009009008200015+010
015862,000513,008888,000000,00000,00000,00000,000007,0000,0507,5607,09109009009008200014+010
015863,000513,008888,000000,00000,00000,00000,000007,0000,0507,5481,09109009009008200012+010
015864,000513,008888,000000,00000,00000,00000,000007,0000,0507,5395,09109009009008200011+010
