time [ms],altitude [cm],airspeed [x0.01 m/s],angle_of_attack [x0.1 deg],airdata_pressure [hPa],airdata_temperature [degC],rotation [x0.1 rpm],rotation_voltage [0.01 V],elevator_angle,rudder_angle,trim,trim_sign,servo_received,screen_toggle,pitch [x0.1 deg],roll [x0.1 deg],gyro_temperature [x0.01 degC],servo_voltage [x0.01 V],servo_current [x0.01 A],main_voltage [x0.01 V],temperature [x0.01 degC],pressure [x0.01 hPa],humidity [x0.01 p.c.],
00896572,0069,0098,3185,1018,30,0000,373,101,090,11,+,1,0,-021,-011,2933,0791,0021,0755,3191,101324,6429,
00897072,0069,0084,3185,1018,30,0000,371,101,090,11,+,1,0,-017,-014,2947,0791,0017,0756,3192,101321,6428,
00897572,0069,0093,3185,1018,30,0000,371,101,090,11,+,1,0,-027,-012,2938,0791,0022,0755,3192,101321,6427,
00898072,0069,0084,3185,1018,30,0000,371,101,090,11,+,1,0,-015,-003,2938,0791,0022,0755,3193,101323,6426,
00898572,0069,0082,3185,1018,30,0000,371,101,090,11,+,1,0,-035,-020,2943,0791,0018,0755,3192,101323,6427,
00899072,0069,0087,3185,1018,30,0000,371,101,090,11,+,1,0,-026,-011,2943,0790,0023,0755,3192,101322,6427,
00899572,0067,0092,3185,1018,30,0000,371,101,090,11,+,1,0,-025,-010,2947,0791,0021,0755,3192,101323,6427,
00900072,0069,0067,3185,1018,30,0000,371,101,090,11,+,1,0,-032,-002,2933,0791,0016,0755,3192,101320,6426,
00900572,0069,0063,3185,1018,30,0000,371,101,090,11,+,1,0,-019,-009,2947,0791,0013,0755,3192,101325,6428,
00901072,0069,0067,3185,1018,30,0000,371,101,090,11,+,1,0,-016,-005,2943,0791,0012,0755,3192,101323,6426,
00901572,0069,0060,3185,1018,30,0000,371,101,090,11,+,1,0,-025,-011,2943,0791,0018,0755,3191,101322,6426,
00902072,0069,0065,3185,1018,30,0000,371,101,090,11,+,1,0,-019,-010,2947,0791,0013,0755,3191,101323,6426,
00902572,0069,0060,3185,1018,30,0000,371,101,090,11,+,1,0,-027,-004,2947,0790,0022,0755,3190,101322,6426,
00903072,0069,0053,3185,1018,30,0000,371,101,090,11,+,1,0,-026,-004,2933,0791,0016,0755,3191,101322,6425,
00903572,0069,0080,3185,1018,30,0000,371,101,090,11,+,1,0,-029,-012,2947,0790,0022,0755,3191,101324,6426,
00904072,0069,0075,3185,1018,30,0000,371,101,090,11,+,1,0,-028,-015,2938,0791,0012,0755,3191,101324,6426,
00904572,0069,0082,3185,1018,30,0000,371,101,090,11,+,1,0,-022,-009,2943,0788,0019,0755,3190,101322,6426,
00905072,0069,0084,3185,1018,30,0000,371,101,090,11,+,1,0,-027,-007,2952,0791,0016,0755,3190,101323,6428,
00905572,0069,0073,3185,1018,30,0000,371,101,090,11,+,1,0,-018,-011,2947,0791,0020,0755,3190,101322,6427,
00906072,0069,0079,3185,1018,30,0000,371,101,090,11,+,1,0,-026,-008,2947,0791,0015,0755,3190,101323,6427,
00906572,0067,0080,3185,1018,30,0000,371,101,090,11,+,1,0,-030,-011,2947,0790,0023,0755,3190,101322,6427,
00907072,0069,0082,3185,1018,30,0000,371,101,090,11,+,1,0,-029,-012,2952,0791,0019,0755,3190,101325,6427,
00907572,0069,0082,3185,1018,30,0000,371,101,090,11,+,1,0,-024,-019,2947,0791,0020,0755,3190,101321,6427,
00908072,0069,0082,3185,1018,30,0000,371,101,090,11,+,1,0,-020,-017,2947,0791,0020,0755,3190,101322,6428,
00908572,0069,0098,3185,1018,30,0000,371,101,090,11,+,1,0,-030,-011,2943,0790,0017,0755,3189,101324,6429,
00909072,0069,0096,3185,1018,30,0000,371,101,090,11,+,1,0,-031,+000,2947,0788,0016,0755,3189,101322,6430,
00909572,0069,0080,3185,1018,30,0000,371,101,090,11,+,1,0,-024,-011,2947,0791,0017,0755,3190,101323,6430,
00910072,0069,0077,3185,1018,30,0000,371,101,090,11,+,1,0,-035,-003,2952,0791,0021,0755,3190,101323,6432,
00910572,0069,0073,3185,1018,30,0000,371,101,090,11,+,1,0,-021,-015,2943,0788,0022,0755,3191,101324,6433,
00911072,0069,0075,3185,1018,30,0000,371,101,090,11,+,1,0,-027,-001,2952,0791,0022,0755,3192,101326,6431,
00911572,0069,0089,3185,1018,30,0000,371,101,090,11,+,1,0,-025,-014,2947,0791,0011,0755,3193,101326,6431,
00912072,0071,0095,3185,1018,30,0000,371,101,090,11,+,1,0,-026,-016,2952,0788,0025,0755,3193,101323,6430,
00912572,0069,0069,3185,1018,30,0000,371,101,090,11,+,1,0,-012,-010,2943,0791,0015,0755,3193,101322,6430,
00913072,0069,0079,3185,1018,30,0000,371,101,090,11,+,1,0,-027,-008,2947,0791,0023,0755,3194,101322,6429,
00913572,0069,0084,3185,1018,30,0000,371,101,090,11,+,1,0,-028,-005,2957,0790,0022,0755,3193,101322,6427,
00914072,0069,0073,3185,1018,30,0000,371,101,090,11,+,1,0,-022,-002,2961,0791,0018,0755,3194,101321,6430,
00914572,0069,0093,3185,1018,30,0000,371,101,090,11,+,1,0,-020,+004,2938,0791,0025,0755,3194,101323,6428,
00915072,0069,0111,3185,1018,30,0000,371,101,090,11,+,1,0,-023,+015,2957,0790,0018,0755,3195,101321,6427,
00915572,0069,0114,3185,1018,30,0000,371,101,090,11,+,1,0,-031,+004,2957,0791,0016,0756,3196,101323,6424,
00916072,0069,0118,3185,1018,30,0000,371,101,090,11,+,1,0,-027,-001,2947,0791,0015,0755,3196,101323,6422,
00916572,0069,0110,3185,1018,30,0000,371,101,090,11,+,1,0,-024,-003,2952,0790,0023,0755,3195,101324,6421,
00917072,0069,0102,3185,1018,30,0000,371,101,090,11,+,1,0,-024,+004,2952,0791,0022,0755,3195,101322,6421,
00917572,0067,0115,3185,1018,30,0000,371,101,090,11,+,1,0,-025,+004,2952,0791,0017,0755,3196,101322,6422,
00918072,0069,0090,3185,1018,30,0000,371,101,090,11,+,1,0,-027,+002,2952,0791,0023,0755,3196,101322,6421,
00918572,0067,0073,3185,1018,30,0000,371,101,090,11,+,1,0,-023,+012,2947,0791,0012,0755,3197,101323,6421,
00919072,0069,0104,3185,1018,30,0000,371,101,090,11,+,1,0,-023,+005,2947,0791,0017,0755,3197,101324,6419,
00919572,0067,0109,3185,1018,30,0000,371,101,090,11,+,1,0,-028,+009,2947,0790,0021,0755,3196,101322,6417,
00920072,0069,0110,3185,1018,30,0000,371,101,090,11,+,1,0,-017,+012,2957,0791,0020,0756,3196,101323,6416,
00920572,0069,0089,3185,1018,30,0000,371,101,090,11,+,1,0,-022,+001,2952,0791,0016,0755,3196,101325,6417,
00921072,0069,0087,3185,1018,30,0000,371,101,090,11,+,1,0,-016,+000,2952,0790,0020,0755,3196,101323,6417,
00921572,0069,0065,3185,1018,30,0000,371,101,090,11,+,1,0,-026,-012,2947,0791,0014,0756,3197,101323,6415,
00922072,0069,0084,3185,1018,30,0000,371,101,090,11,+,1,0,-023,-003,2952,0788,0021,0755,3196,101324,6414,
00922572,0071,0089,3185,1018,30,0000,371,101,090,11,+,1,0,-029,-007,2957,0791,0021,0755,3197,101324,6413,
00923072,0069,0073,3185,1018,30,0000,371,101,090,11,+,1,0,-027,-001,2957,0790,0023,0755,3198,101325,6412,
00923572,0069,0077,3185,1018,30,0000,369,101,090,11,+,1,0,-027,-002,2957,0788,0018,0755,3198,101324,6412,
00924072,0069,0082,3185,1018,30,0000,371,101,090,11,+,1,0,-028,-006,2961,0791,0016,0755,3198,101320,6411,
00924572,0069,0090,3185,1018,30,0000,373,101,090,11,+,1,0,-022,-003,2952,0790,0025,0755,3199,101322,6411,
00925072,0069,0109,3185,1018,30,0000,371,101,090,11,+,1,0,-026,-014,2961,0790,0016,0755,3199,101323,6409,
00925572,0069,0101,3185,1018,30,0000,371,101,090,11,+,1,0,-024,-005,2943,0791,0025,0755,3199,101322,6408,
00926072,0069,0109,3185,1018,30,0000,371,101,090,11,+,1,0,-019,+002,2943,0791,0016,0755,3198,101324,6404,
00926572,0069,0104,3185,1018,30,0000,371,101,090,11,+,1,0,-027,-007,2947,0790,0021,0755,3198,101323,6400,
00927072,0069,0106,3185,1018,30,0000,371,101,090,11,+,1,0,-018,-009,2947,0790,0023,0755,3198,101321,6399,
00927572,0069,0093,3185,1018,30,0000,371,101,090,11,+,1,0,-015,-004,2952,0790,0023,0755,3198,101321,6397,
00928072,0069,0104,3185,1018,30,0000,371,101,090,11,+,1,0,-024,-008,2952,0790,0020,0755,3198,101324,6397,
00928572,0069,0119,3185,1018,30,0000,371,101,090,11,+,1,0,-033,-006,2947,0791,0023,0755,3198,101324,6395,
00929072,0069,0109,3185,1018,30,0000,371,101,090,11,+,1,0,-019,-006,2947,0791,0019,0755,3198,101322,6394,
00929572,0069,0124,3185,1018,30,0000,371,101,090,11,+,1,0,-025,-005,2952,0791,0015,0755,3198,101323,6393,
00930072,0069,0131,3185,1018,30,0000,371,101,090,11,+,1,0,-026,-004,2957,0790,0023,0755,3198,101323,6391,
00930572,0069,0132,3185,1018,30,0000,373,101,090,11,+,1,0,-028,-010,2947,0790,0021,0755,3198,101321,6391,
00931072,0069,0137,3185,1018,30,0000,371,101,090,11,+,1,0,-027,-009,2947,0791,0021,0755,3197,101322,6388,
00931572,0069,0119,3185,1018,30,0000,371,101,090,11,+,1,0,-019,-003,2952,0791,0016,0755,3197,101322,6385,
00932072,0069,0129,3185,1018,30,0000,371,101,090,11,+,1,0,-033,-013,2957,0790,0021,0755,3197,101322,6383,
00932572,0069,0121,3185,1018,30,0000,371,101,090,11,+,1,0,-027,-009,2957,0790,0024,0755,3197,101323,6383,
00933072,0069,0108,3185,1018,30,0000,371,101,090,11,+,1,0,-022,-005,2952,0791,0023,0755,3197,101321,6381,
00933572,0071,0102,3185,1018,30,0000,371,101,090,11,+,1,0,-021,-016,2952,0791,0022,0755,3197,101324,6380,
00934072,0069,0096,3185,1018,30,0000,369,101,090,11,+,1,0,-018,-010,2952,0791,0019,0755,3197,101322,6380,
00934572,0069,0092,3185,1018,30,0000,371,101,090,11,+,1,0,-008,-012,2952,0791,0019,0755,3197,101324,6380,
00935072,0069,0105,3185,1018,30,0000,371,101,090,11,+,1,0,-024,-006,2947,0791,0019,0755,3197,101324,6379,
00935572,0069,0119,3185,1018,30,0000,371,101,090,11,+,1,0,-021,-003,2947,0790,0022,0755,3197,101324,6379,
00936072,0069,0106,3185,1018,30,0000,371,101,090,11,+,1,0,-020,-004,2947,0790,0021,0755,3197,101322,6379,
00936572,0069,0105,3185,1018,30,0000,371,101,090,11,+,1,0,-025,-004,2947,0790,0017,0755,3197,101322,6378,
00937072,0069,0109,3185,1018,30,0000,371,101,090,11,+,1,0,-026,-008,2947,0790,0014,0755,3197,101323,6380,
00937572,0069,0111,3185,1018,30,0000,371,101,090,11,+,1,0,-028,-003,2952,0791,0019,0755,3198,101323,6380,
00938072,0069,0098,3185,1018,30,0000,371,101,090,11,+,1,0,-027,-007,2943,0790,0025,0755,3198,101322,6380,
00938572,0067,0098,3185,1018,30,0000,371,101,090,11,+,1,0,-024,-010,2947,0790,0018,0755,3198,101322,6380,
00939072,0069,0087,3185,1018,30,0000,371,101,090,11,+,1,0,-034,-006,2938,0791,0020,0755,3199,101322,6380,
00939572,0069,0095,3185,1018,30,0000,371,101,090,11,+,1,0,-030,+002,2943,0791,0016,0755,3198,101324,6379,
00940072,0069,0109,3185,1018,30,0000,371,101,090,11,+,1,0,-033,-005,2947,0790,0023,0755,3197,101323,6380,
00940572,0067,0101,3185,1018,30,0000,371,101,090,11,+,1,0,-024,-003,2947,0790,0015,0755,3197,101322,6383,
00941072,0069,0090,3185,1018,30,0000,371,101,090,11,+,1,0,-025,-005,2947,0790,0020,0755,3196,101322,6383,
00941572,0069,0092,3185,1018,30,0000,371,101,090,11,+,1,0,-020,-006,2947,0791,0018,0755,3196,101323,6386,
00942072,0069,0101,3185,1018,30,0000,371,101,090,11,+,1,0,-020,-008,2947,0790,0028,0755,3196,101322,6387,
00942572,0069,0106,3185,1018,30,0000,371,101,090,11,+,1,0,-016,-003,2947,0791,0018,0755,3196,101325,6388,
00943072,0069,0093,3185,1018,30,0000,371,101,090,11,+,1,0,-028,-005,2933,0791,0025,0755,3196,101322,6389,
00943572,0069,0102,3185,1018,30,0000,371,101,090,11,+,1,0,-027,-003,2938,0790,0019,0755,3195,101322,6389,
00944072,0069,0090,3185,1018,30,0000,369,101,090,11,+,1,0,-026,-004,2947,0790,0013,0755,3196,101322,6391,
00944572,0069,0071,3185,1018,30,0000,371,101,090,11,+,1,0,-022,+000,2938,0788,0021,0755,3195,101324,6390,
00945072,0069,0082,3185,1018,30,0000,371,101,090,11,+,1,0,-029,-002,2952,0790,0022,0755,3195,101325,6392,
00945572,0069,0060,3185,1018,30,0000,371,101,090,11,+,1,0,-026,-009,2943,0790,0026,0755,3196,101325,6392,
00946072,0069,0082,3185,1018,30,0000,371,101,090,11,+,1,0,-030,-019,2943,0790,0024,0755,3196,101323,6394,
00946572,0067,0108,3185,1018,30,0000,371,101,090,11,+,1,0,+000,-010,2938,0790,0021,0755,3197,101323,6394,
00947072,0069,0114,3185,1018,30,0000,371,101,090,11,+,1,0,-021,+004,2943,0790,0022,0755,3197,101324,6394,
00947572,0069,0089,3185,1018,30,0000,371,101,090,11,+,1,0,-031,+008,2943,0791,0015,0755,3197,101324,6394,
00948072,0069,0089,3185,1018,30,0000,371,101,090,11,+,1,0,+029,+059,2952,0791,0018,0755,3197,101323,6394,
00948572,0069,0096,3185,1018,30,0000,371,101,090,11,+,1,0,-028,-005,2928,0790,0021,0755,3195,101323,6393,
00949072,0069,0079,3185,1018,30,0000,369,101,090,11,+,1,0,-048,-050,2947,0791,0018,0755,3194,101320,6394,
00949572,0069,0075,3185,1018,30,0000,371,101,090,11,+,1,0,-015,-015,2947,0791,0012,0755,3196,101320,6394,
00950072,0069,0093,3185,1018,30,0000,371,101,090,11,+,1,0,-057,-003,2947,0791,0023,0755,3197,101324,6392,
00950572,0069,0082,3185,1018,30,0000,371,101,090,11,+,1,0,-056,+000,2943,0791,0018,0755,3197,101323,6393,
00951072,0069,0058,3185,1018,30,0000,371,101,090,11,+,1,0,-043,-010,2952,0790,0028,0755,3198,101322,6393,
00951572,0069,0041,3185,1018,30,0000,373,101,090,11,+,1,0,-045,-002,2952,0791,0016,0755,3199,101321,6394,
00952072,0069,0047,3185,1018,30,0000,371,101,090,11,+,1,0,-053,-010,2952,0790,0015,0755,3199,101322,6394,
00952572,0069,0075,3185,1018,30,0000,371,101,090,11,+,1,0,-037,-012,2947,0785,0025,0755,3200,101322,6395,
00953072,0069,0102,3185,1018,30,0000,371,101,090,11,+,1,0,-026,-019,2952,0790,0013,0755,3200,101323,6396,
00953572,0069,0101,3181,1018,30,0000,371,101,090,11,+,1,0,-053,-069,2947,0790,0027,0755,3200,101322,6393,
00954072,0069,0084,3181,1018,30,0000,371,101,090,11,+,1,0,-089,+054,2947,0790,0014,0755,3200,101320,6392,
00954572,0069,0089,3178,1018,30,0000,371,101,090,11,+,1,0,-028,-019,2957,0790,0019,0755,3200,101323,6393,
00955072,0069,0084,3178,1018,30,0000,371,101,090,11,+,1,0,-027,+027,2952,0791,0017,0755,3201,101322,6393,
00955572,0069,0092,3178,1018,30,0000,371,101,090,11,+,1,0,-025,+010,2952,0790,0024,0755,3200,101321,6392,
00956072,0069,0090,3178,1018,30,0000,371,101,090,11,+,1,0,-027,+004,2947,0787,0020,0755,3201,101320,6391,
00956572,0069,0105,3178,1018,30,0000,371,101,090,11,+,1,0,-021,+011,2947,0791,0015,0755,3202,101322,6391,
00957072,0069,0118,3178,1018,30,0000,369,101,090,11,+,1,0,-023,+005,2952,0790,0020,0755,3203,101323,6389,
00957572,0067,0115,3178,1018,30,0000,371,101,090,11,+,1,0,-031,+007,2952,0791,0016,0755,3202,101321,6388,
00958072,0069,0109,3178,1018,30,0000,371,101,090,11,+,1,0,-027,-002,2952,0790,0020,0755,3201,101324,6387,
00958572,0069,0113,3178,1018,30,0000,371,101,090,11,+,1,0,-022,-010,2947,0791,0015,0755,3200,101322,6388,
00959072,0069,0130,3178,1018,30,0000,371,101,090,11,+,1,0,-025,-002,2947,0791,0012,0755,3201,101324,6388,
00959572,0069,0131,3178,1018,30,0000,371,101,090,11,+,1,0,-021,-003,2947,0790,0020,0755,3201,101321,6389,
00960072,0069,0151,3178,1018,30,0000,371,101,090,11,+,1,0,-023,-005,2952,0790,0024,0755,3201,101323,6390,
00960572,0069,0160,3178,1018,30,0000,371,101,090,11,+,1,0,-030,-003,2957,0790,0017,0755,3201,101322,6390,
00961072,0069,0147,3178,1018,30,0000,371,101,090,11,+,1,0,-023,+000,2947,0791,0018,0755,3201,101322,6387,
00961572,0069,0136,3178,1018,30,0000,369,101,090,11,+,1,0,-024,-003,2947,0790,0018,0755,3200,101321,6382,
00962072,0069,0159,3178,1018,30,0000,371,101,090,11,+,1,0,-026,-009,2947,0790,0020,0755,3201,101322,6382,
00962572,0069,0153,3178,1018,30,0000,371,101,090,11,+,1,0,-023,+000,2957,0791,0015,0755,3201,101323,6379,
00963072,0069,0150,3178,1018,30,0000,371,101,090,11,+,1,0,-026,+009,2957,0791,0015,0755,3202,101319,6380,
00963572,0069,0165,3178,1018,30,0043,371,101,090,11,+,1,0,-031,-044,2957,0790,0020,0755,3201,101319,6378,
00964072,0073,0190,3178,1018,30,0043,371,101,090,11,+,1,0,-136,-125,2947,0788,0040,0755,3202,101322,6376,
00964572,0069,0188,3178,1018,30,0445,371,101,090,11,+,1,0,-125,+230,2952,0788,0031,0755,3201,101321,6374,
00965072,0069,0167,3178,1018,30,0445,371,101,090,11,+,1,0,-024,+038,2961,0786,0041,0755,3202,101324,6373,
00965572,0069,0161,3178,1018,30,0705,371,101,090,11,+,1,0,-018,+016,2957,0788,0049,0755,3203,101320,6369,
00966072,0069,0153,3174,1018,30,0755,371,101,090,11,+,1,0,-044,-070,2957,0790,0021,0755,3203,101320,6369,
00966572,0069,0156,3174,1018,30,0755,371,101,090,11,+,1,0,-078,-261,2952,0791,0009,0755,3202,101323,6369,
00967072,0069,0132,3174,1018,30,0789,371,101,090,11,+,1,0,-048,-172,2957,0790,0018,0755,3203,101321,6368,
00967572,0069,0131,3171,1018,30,0816,371,101,090,11,+,1,0,+032,+110,2952,0790,0021,0755,3202,101322,6368,
00968072,0069,0126,3171,1018,30,0816,371,101,090,11,+,1,0,-036,+351,2952,0788,0028,0755,3201,101322,6369,
00968572,0069,0125,3167,1018,30,0829,371,101,090,11,+,1,0,+097,+204,2961,0788,0028,0755,3199,101321,6372,
00969072,0073,0119,3167,1018,30,0869,371,101,090,11,+,1,0,-151,+144,2952,0788,0044,0755,3198,101324,6373,
00969572,0069,0167,3167,1018,30,0869,371,101,090,11,+,1,0,-109,+210,2961,0788,0031,0755,3198,101321,6376,
00970072,0071,0216,3174,1018,30,0863,371,101,090,11,+,1,0,-022,+294,2971,0790,0020,0755,3197,101322,6379,
00970572,0067,0225,3195,1018,30,0904,371,101,090,11,+,1,0,-133,-273,2957,0791,0007,0755,3197,101323,6380,
00971072,0069,0245,3199,1018,30,0900,371,101,090,11,+,1,0,+121,-453,2957,0790,0016,0755,3196,101323,6382,
00971572,0069,0248,3220,1018,30,0900,371,101,090,11,+,1,0,+057,+041,2957,0791,0011,0755,3197,101325,6383,
00972072,0069,0298,3339,1018,30,0899,371,101,090,11,+,1,0,+308,+529,2952,0788,0029,0755,3194,101324,6386,
00972572,0073,0303,0042,1018,30,0914,371,101,090,11,+,1,0,-389,-118,2952,0785,0103,0755,3193,101323,6387,
00973072,0069,0316,3578,1018,30,0892,371,101,090,11,+,1,0,-032,+001,2943,0785,0066,0755,3194,101319,6387,
00973572,0069,0314,3589,1018,30,0892,371,101,090,11,+,1,0,+536,+888,2947,0785,0045,0755,3192,101321,6389,
00974072,0073,0310,0042,1018,30,0862,371,101,090,11,+,1,0,-236,-606,2952,0790,0023,0755,3190,101322,6390,
00974572,0069,0318,0042,1018,30,0862,371,101,090,11,+,1,0,+091,+839,2943,0790,0011,0755,3189,101322,6392,
00975072,0071,0286,0052,1018,30,0884,371,101,090,11,+,1,0,-574,-356,2947,0779,0092,0755,3188,101321,6394,
00975572,0069,0317,0070,1018,30,0884,371,101,090,11,+,1,0,+279,+389,2952,0791,0005,0755,3188,101321,6398,
00976072,0069,0287,0098,1018,30,0903,371,101,090,11,+,1,0,+025,+044,2961,0788,0040,0755,3187,101322,6401,
00976572,0069,0319,0094,1018,30,0940,371,101,090,11,+,1,0,+123,-499,2952,0768,0082,0755,3186,101321,6404,
00977072,0071,0340,3557,1018,30,0950,371,101,090,11,+,1,0,-106,+511,2952,0787,0054,0755,3186,101321,6405,
00977572,0073,0366,0010,1018,30,0950,371,101,090,11,+,1,0,+018,-009,2947,0784,0115,0755,3183,101321,6410,
00978072,0073,0353,3585,1018,30,0938,371,101,090,11,+,1,0,+1032,+438,2952,0790,0027,0755,3180,101320,6413,
00978572,0073,0351,3578,1018,30,0892,371,101,090,11,+,1,0,-701,+166,2947,0790,0020,0755,3181,101321,6413,
00979072,0073,0389,3596,1018,30,0884,371,101,090,11,+,1,0,-345,+781,2957,0787,0053,0755,3183,101320,6411,
00979572,0073,0396,3592,1018,30,0884,371,101,090,11,+,1,0,-098,+497,2947,0791,0005,0755,3181,101319,6411,
00980072,0073,0395,0021,1018,30,0887,371,101,090,11,+,1,0,+1337,-308,2938,0787,0057,0755,3180,101322,6412,
00980572,0073,0384,0028,1018,30,0936,371,101,090,11,+,1,0,+710,-638,2943,0788,0056,0755,3178,101323,6414,
00981072,0073,0439,0028,1018,30,0887,371,101,090,11,+,1,0,+627,-180,2943,0790,0018,0755,3177,101322,6419,
00981572,0071,0434,0028,1018,30,0887,371,101,090,11,+,1,0,+1126,-317,2947,0788,0044,0755,3175,101322,6423,
00982072,0073,0434,0035,1018,30,0899,371,101,090,11,+,1,0,-379,+557,2933,0791,0008,0755,3172,101323,6429,
00982572,0073,0466,3585,1018,30,0892,371,101,090,11,+,1,0,+125,+879,2938,0790,0020,0755,3171,101323,6430,
00983072,0073,0474,3543,1018,30,0892,371,101,090,11,+,1,0,-956,+084,2943,0790,0018,0755,3169,101322,6436,
00983572,0073,0428,0024,1018,30,0903,371,101,090,11,+,1,0,+1216,+271,2943,0790,0018,0755,3166,101322,6440,
00984072,0073,0460,0038,1018,30,0896,371,101,090,11,+,1,0,-471,-673,2943,0786,0062,0755,3164,101321,6442,
00984572,0069,0443,0038,1018,30,0909,371,101,090,11,+,1,0,-489,-313,2943,0775,0106,0755,3161,101320,6446,
00985072,0073,0427,3596,1018,30,0902,371,101,090,11,+,1,0,-851,-059,2943,0787,0064,0755,3160,101324,6451,
00985572,0073,0449,3571,1018,30,0902,371,101,090,11,+,1,0,-179,-290,2947,0791,0006,0755,3157,101323,6455,
00986072,0073,0465,0010,1018,30,0900,371,101,090,11,+,1,0,-087,-407,2933,0781,0110,0755,3155,101323,6461,
00986572,0073,0491,3592,1018,30,0887,371,101,090,11,+,1,0,+791,+068,2933,0786,0006,0755,3152,101320,6470,
00987072,0073,0503,0003,1018,30,0894,371,101,090,11,+,1,0,-646,+359,2933,0786,0065,0755,3151,101323,6476,
00987572,0073,0492,3575,1018,30,0894,371,101,090,11,+,1,0,-843,+075,2928,0790,0015,0755,3150,101323,6481,
00988072,0073,0489,0017,1018,30,0877,371,101,090,11,+,1,0,+238,-388,2933,0758,0148,0755,3147,101320,6485,
00988572,0073,0512,3589,1018,30,0865,371,101,090,11,+,1,0,-1667,+406,2928,0790,0008,0755,3145,101319,6486,
00989072,0073,0480,0003,1018,30,0910,371,101,090,11,+,1,0,-670,-149,2928,0790,0005,0755,3144,101319,6489,
00989572,0073,0511,0024,1018,30,0910,371,101,090,11,+,1,0,-1711,+1339,2928,0778,0047,0755,3141,101321,6495,
00990072,0073,0497,3596,1018,30,0914,371,101,090,11,+,1,0,-037,+032,2933,0784,0120,0755,3139,101319,6500,
00990572,0073,0485,3582,1018,30,0891,369,101,090,11,+,1,0,+243,-173,2919,0786,0079,0755,3137,101321,6505,
00991072,0073,0469,0021,1018,30,0891,371,101,090,11,+,1,0,-1394,+476,2910,0790,0010,0755,3136,101323,6511,
00991572,0071,0472,3575,1018,30,0860,371,101,090,11,+,1,0,+1629,-005,2919,0788,0042,0755,3133,101322,6518,
00992072,0073,0454,3585,1018,30,0864,371,101,090,11,+,1,0,-254,-1045,2924,0781,0071,0755,3129,101322,6527,
00992572,0073,0470,3592,1018,30,0869,371,101,090,11,+,1,0,+1532,+306,2928,0766,0074,0755,3130,101323,6533,
00993072,0069,0474,0042,1018,30,0869,371,101,090,11,+,1,0,+680,+236,2910,0788,0021,0755,3129,101325,6537,
00993572,0071,0441,0031,1018,30,0862,371,101,090,11,+,1,0,-303,+083,2910,0779,0119,0755,3128,101323,6543,
00994072,0069,0430,3568,1018,30,0870,371,101,090,11,+,1,0,+1409,-462,2919,0771,0019,0755,3128,101325,6546,
