time [ms],altitude [cm],airspeed [x0.01 m/s],angle_of_attack [x0.1 deg],airdata_pressure [hPa],airdata_temperature [degC],rotation [x0.1 rpm],rotation_voltage [0.01 V],elevator_angle,rudder_angle,trim,trim_sign,servo_received,screen_toggle,pitch [x0.1 deg],roll [x0.1 deg],gyro_temperature [x0.01 degC],servo_voltage [x0.01 V],servo_current [x0.01 A],main_voltage [x0.01 V],temperature [x0.01 degC],pressure [x0.01 hPa],humidity [x0.01 p.c.],GPS_time (GMT+9:00),latitude [x0.000001 deg],longitude [x0.000001 deg],GPS_altitude [x0.1 cm]
00047572,0086,0000,0000,0000,00,0000,000,101,089,11,+,1,0,-038,-016,2538,0793,0031,0764,2772,101209,8213,
00048072,0086,0000,0000,0000,00,0000,000,101,089,11,+,1,0,-041,-010,2533,0785,0037,0764,2773,101207,8207,
00048572,0086,0000,0000,0000,00,0000,000,101,089,11,+,1,0,-036,-019,2547,0794,0035,0764,2774,101208,8202,
00049072,0086,0000,0000,0000,00,0000,000,101,089,11,+,1,0,-049,-015,2543,0794,0030,0764,2776,101209,8196,
00049572,0086,0000,0000,0000,00,0000,000,101,089,11,+,1,0,-036,-018,2543,0786,0025,0764,2777,101208,8191,
00050072,0086,0000,0000,0000,00,0000,000,101,089,11,+,1,0,-039,-021,2538,0794,0030,0762,2778,101208,8185,
00050572,0086,0000,0000,0000,00,0000,000,101,090,11,+,1,0,-039,-006,2538,0793,0040,0762,2779,101209,8180,
00051072,0086,0000,0000,0000,00,0000,000,101,090,11,+,1,0,-031,-013,2538,0780,0026,0764,2780,101209,8173,
00051572,0086,0000,0000,0000,00,0000,000,101,090,11,+,1,0,-043,-019,2538,0796,0020,0764,2781,101209,8169,
00052072,0086,0000,0000,0000,00,0000,000,101,089,11,+,1,0,-034,-010,2533,0794,0022,0764,2783,101211,8163,
00052572,0086,0000,0000,0000,00,0000,000,101,090,11,+,1,0,-033,-011,2543,0783,0034,0764,2784,101211,8158,
00053072,0086,0000,0000,0000,00,0000,000,100,096,11,+,1,0,-042,-029,2547,0793,0055,0762,2784,101208,8152,
00053572,0086,0000,0000,0000,00,0000,000,098,108,11,+,1,0,-039,-014,2547,0792,0049,0762,2786,101208,8144,
00054072,0086,0000,0000,0000,00,0000,000,098,102,11,+,1,0,-037,-021,2547,0777,0084,0764,2787,101210,8139,
00054572,0086,0000,0000,0000,00,0000,000,099,102,11,+,1,0,-050,-016,2552,0794,0023,0764,2787,101209,8133,
00055072,0088,0000,0000,0000,00,0000,000,098,115,11,+,1,0,-038,-023,2543,0793,0049,0764,2788,101209,8127,
00055572,0088,0000,0000,0000,00,0000,000,098,137,11,+,1,0,-054,-002,2552,0794,0024,0764,2789,101209,8121,
00056072,0090,0000,0000,0000,00,0000,000,098,177,11,+,1,0,-029,-017,2552,0793,0036,0762,2791,101211,8116,
00056572,0088,0000,0000,0000,00,0000,000,099,177,11,+,1,0,-045,-016,2543,0796,0014,0762,2792,101209,8110,
00057072,0088,0000,0000,0000,00,0000,000,099,177,11,+,1,0,-030,-013,2552,0796,0026,0764,2793,101208,8103,
00057572,0086,0000,0000,0000,00,0000,000,099,176,11,+,1,0,-035,-008,2538,0796,0024,0764,2794,101209,8096,
00058072,0086,0000,0000,0000,00,0000,000,098,149,11,+,1,0,-050,-016,2543,0794,0038,0762,2795,101210,8091,
00058572,0086,0000,0000,0000,00,0000,000,100,095,11,+,1,0,-036,-012,2543,0794,0019,0764,2797,101212,8086,
00059072,0086,0000,0000,0000,00,0000,000,101,089,11,+,1,0,-036,-034,2547,0796,0021,0762,2798,101211,8079,
00059572,0086,0000,0000,0000,00,0000,000,105,035,11,+,1,0,-045,-003,2552,0793,0078,0764,2799,101210,8073,
00060072,0086,0000,0000,0000,00,0000,000,107,002,11,+,1,0,-029,-031,2543,0793,0058,0762,2800,101211,8067,
00060572,0086,0000,0000,0000,00,0000,000,107,002,11,+,1,0,-035,-007,2547,0794,0025,0762,2800,101209,8059,
00061072,0086,0000,0000,0000,00,0000,000,107,002,11,+,1,0,-035,-023,2552,0793,0039,0762,2801,101208,8052,
00061572,0086,0000,0000,0000,00,0000,000,107,002,11,+,1,0,-037,-005,2552,0794,0032,0762,2802,101211,8048,
00062072,0086,0000,0000,0000,00,0000,000,106,002,11,+,1,0,-034,-017,2547,0792,0060,0764,2803,101212,8039,
00062572,0086,0000,0000,0000,00,0000,000,106,002,11,+,1,0,-037,-012,2552,0787,0021,0762,2804,101212,8035,
00063072,0086,0000,0000,0000,00,0000,000,106,002,11,+,1,0,-033,-017,2552,0794,0033,0762,2805,101208,8030,
00063572,0084,0000,0000,0000,00,0000,000,106,002,11,+,1,0,-029,-010,2547,0794,0026,0764,2806,101207,8023,
00064072,0086,0000,0000,0000,00,0000,000,106,002,11,+,1,0,-039,-010,2561,0788,0031,0762,2807,101212,8019,
00064572,0086,0000,0000,0000,00,0000,000,106,002,11,+,1,0,-038,-015,2557,0794,0028,0762,2808,101209,8013,
00065072,0086,0000,0000,0000,00,0000,000,106,002,11,+,1,0,-037,-019,2561,0794,0030,0764,2809,101208,8008,
00065572,0086,0000,0000,0000,00,0000,000,106,002,11,+,1,0,-036,-007,2552,0785,0031,0762,2811,101208,8005,
00066072,0088,0000,0000,0000,00,0000,000,106,002,11,+,1,0,-036,-017,2557,0794,0031,0764,2812,101211,7999,
00066572,0088,0000,0000,0000,00,0000,000,106,002,11,+,1,0,-037,-018,2561,0793,0039,0764,2813,101211,7994,
00067072,0088,0000,0000,0000,00,0000,000,106,002,11,+,1,0,-037,-011,2557,0788,0028,0762,2814,101210,7989,
00067572,0088,0000,0000,0000,00,0000,000,106,002,11,+,1,0,-038,-018,2552,0794,0036,0762,2815,101208,7985,
00068072,0088,0000,0000,0000,00,0000,000,106,002,11,+,1,0,-042,-011,2566,0794,0031,0764,2816,101210,7979,
