time [ms],altitude [cm],airspeed [x0.01 m/s],angle_of_attack [x0.1 deg],airdata_pressure [hPa],airdata_temperature [degC],rotation [x0.1 rpm],rotation_voltage [0.01 V],elevator_angle,rudder_angle,trim,trim_sign,servo_received,screen_toggle,pitch [x0.1 deg],roll [x0.1 deg],gyro_temperature [x0.01 degC],servo_voltage [x0.01 V],servo_current [x0.01 A],main_voltage [x0.01 V],temperature [x0.01 degC],pressure [x0.01 hPa],humidity [x0.01 p.c.],
01754572,0069,0016,2886,1018,30,0000,369,101,090,11,+,1,0,-340,-157,2957,0781,0023,0752,3215,101324,6316,
01755072,0069,0000,2886,1018,30,0000,369,101,090,11,+,1,0,+131,+138,2957,0786,0020,0752,3216,101322,6314,
01755572,0069,0000,2886,1018,30,0000,369,101,090,11,+,1,0,+021,-332,2947,0786,0022,0752,3217,101326,6312,
01756072,0071,0016,2882,1018,30,0000,369,101,090,11,+,1,0,-502,+305,2957,0786,0017,0752,3218,101324,6311,
01756572,0069,0000,2882,1018,30,0000,369,101,090,11,+,1,0,-352,+234,2952,0787,0007,0752,3219,101325,6310,
01757072,0069,0000,2882,1018,30,0000,369,101,090,11,+,1,0,+231,-535,2961,0786,0027,0752,3220,101322,6310,
01757572,0069,0000,2882,1018,30,0000,371,101,090,11,+,1,0,+064,-441,2957,0787,0006,0752,3221,101323,6308,
01758072,0069,0000,2882,1018,30,0000,369,101,090,11,+,1,0,+060,-031,2961,0787,0008,0752,3222,101324,6305,
01758572,0069,0000,2886,1018,30,0000,369,101,090,11,+,1,0,-651,-272,2961,0787,0011,0753,3222,101320,6304,
01759072,0069,0000,2879,1018,30,0000,369,101,090,11,+,1,0,-207,-516,2947,0787,0005,0752,3223,101325,6303,
01759572,0069,0029,2872,1018,30,0000,369,101,090,11,+,1,0,-262,+098,2957,0786,0011,0752,3224,101324,6302,
01760072,0069,0000,2875,1018,30,0000,369,101,090,11,+,1,0,+455,+206,2961,0787,0006,0753,3225,101324,6301,
01760572,0073,0000,2872,1018,30,0000,369,101,090,11,+,1,0,-652,-384,2957,0787,0008,0752,3226,101326,6299,
