altitude,rotation,airspeed
000030,000020,000088
000030,000020,000088
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000206
000030,000020,000206
000030,000020,000206
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000096
000030,000020,000096
000030,000020,000091
000030,000020,000091
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000046
000030,000020,000046
000030,000020,000046
000030,000020,000000
000030,000020,000080
000030,000020,000180
000030,000020,000180
000030,000020,000100
000030,000020,000080
000030,000020,000080
000030,000020,000080
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000096
000030,000020,000096
000030,000020,000294
000030,000020,000198
000030,000020,000198
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000030
000030,000020,000030
000030,000020,000030
000030,000020,000000
000030,000020,000000
000030,000020,000074
000030,000020,000074
000030,000020,000074
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000103
000030,000020,000103
000030,000020,000103
000030,000020,000108
000030,000020,000354
000030,000020,000458
000030,000020,000325
000030,000020,000222
000030,000020,000103
000030,000020,000108
000030,000020,000108
000030,000020,000027
000030,000020,000074
000030,000020,000172
000030,000020,000172
000030,000020,000124
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000031
000030,000020,000031
000030,000020,000123
000030,000020,003952
000030,000020,004060
000030,000020,000197
000030,000020,000200
000030,000020,000110
000030,000020,000210
000030,000020,000100
000030,000020,000100
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000102
000030,000020,000216
000030,000020,000113
000030,000020,000113
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000113
000030,000020,000113
000030,000020,000236
000030,000020,000344
000030,000020,000320
000030,000020,000320
000030,000020,000178
000030,000020,001018
000030,000020,001018
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000102
000030,000020,000191
000030,000020,000276
000030,000020,000381
000030,000020,000206
000030,000020,000088
000030,000020,000000
000030,000020,000127
000030,000020,000127
000030,000020,000110
000030,000020,000287
000030,000020,000287
000030,000020,000176
000030,000020,000061
000030,000020,000171
000030,000020,000318
000030,000020,000318
000030,000020,000208
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000046
000030,000020,000219
000030,000020,000219
000030,000020,000172
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000107
000030,000020,000146
000030,000020,000146
000030,000020,000038
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000100
000030,000020,000199
000030,000020,000199
000030,000020,000098
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000040,000000
000030,000020,000058
000030,000020,000058
000030,000020,000058
000030,000040,000058
000030,000060,000238
000030,000020,000280
000030,000020,000280
000030,000020,000280
000030,000020,000101
000030,000040,000000
000030,000020,000000
000030,000020,000000
000030,000220,000076
000030,000340,000076
000030,000400,000076
000030,000420,000076
000030,000460,000076
000030,000440,000076
000030,000480,000000
000030,000460,000000
000030,000440,000000
000030,000460,000000
000030,000460,000000
000030,000420,000000
000030,000300,000000
000030,000200,000386
000030,000100,000386
000030,000020,000386
000030,000020,000386
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000078
000030,000020,000078
000030,000020,000078
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000110
000030,000020,000761
000030,000020,000650
000030,000020,000094
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000092
000030,000020,000092
000030,000020,000092
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000000,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000096
000030,000020,000096
000030,000020,000096
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000092
000030,000020,000092
000030,000020,000092
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000112
000030,000020,000242
000030,000020,000320
000030,000020,000078
000030,000020,000078
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000189
000030,000020,000189
000030,000020,000189
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000029,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000029,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000098
000030,000020,000098
000030,000020,000098
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000360,000000
000030,000580,000000
000030,000700,000000
000030,000680,000072
000030,000600,000215
000030,000660,000412
000030,000720,000582
000030,000680,001002
000030,000720,001179
000030,000820,001272
000030,000880,001372
000030,000880,001308
000030,000860,001935
000030,000860,003345
000030,000860,004399
000030,000880,005134
000030,000840,003341
000030,000840,001666
000030,000860,001262
000030,000860,000992
000030,000840,000825
000030,000820,000774
000030,000780,000668
000030,000800,000574
000031,000760,000501
000031,000480,000470
000030,000280,000522
000030,000120,000620
000030,000020,000904
000030,000020,000904
000030,000020,002218
000030,000020,002413
000030,000020,002778
000030,000020,003077
000030,000020,003589
000030,000020,003976
000030,000020,004660
000030,000020,005624
000030,000020,007562
000030,000020,009535
000030,000020,001788
000030,000020,000000
000030,000040,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000040,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000040,000000
000030,000080,000000
000030,000040,000100
000030,000040,000100
000030,000040,000166
000030,000040,000630
000030,000040,000824
000030,000040,000734
000031,000040,000788
000031,000100,000942
000031,000140,001025
000030,000120,001352
000030,000040,001185
000030,000040,001105
000030,000040,000564
000030,000020,000579
000030,000020,001336
000030,000020,001535
000030,000040,001120
000030,000020,000857
000030,000020,000388
000030,000020,000681
000030,000020,001408
000030,000060,001361
000031,000060,001148
000030,000060,000727
000030,000060,000595
000030,000060,000630
000030,000060,000716
000030,000060,000688
000030,000060,000897
000030,000060,000927
000030,000060,000729
000030,000100,000729
000030,000080,000512
000030,000020,000116
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000056
000030,000020,000288
000030,000020,000288
000030,000020,000288
000030,000020,000231
000030,000020,000000
000030,000060,000000
000030,000020,000000
000030,000020,000193
000030,000020,000193
000030,000020,000193
000030,000020,000193
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000040,000000
000030,000360,000000
000030,000160,000000
000030,000160,000000
000030,000160,000000
000030,000160,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000060,000000
000030,000080,000000
000030,000180,000000
000030,000180,000000
000030,000180,000000
000030,000140,000428
000030,000040,000428
000030,000040,000428
000030,000040,000303
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000100,000000
000030,000300,000000
000030,000560,000000
000030,000600,000000
000030,000600,000000
000030,000620,000000
000030,000720,000194
000030,000800,000750
000030,000640,001252
000030,000640,001016
000030,000640,000644
000030,000240,000660
000030,000240,000198
000030,000040,000073
000030,000040,000073
000030,000040,000000
000030,000040,000148
000030,000040,000148
000030,000040,000115
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000020,000000
000030,000020,000000
000030,000020,000158
000030,000020,000158
000030,000020,000158
000030,000020,000158
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000171
000030,000040,000171
000030,000020,000171
000030,000060,000171
000030,000060,000292
000030,000060,000292
000030,000140,000120
000030,000220,000120
000030,000240,000120
000030,000220,000120
000030,000160,000000
000030,000040,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000380,000000
000030,000600,000000
000030,000620,000000
000030,000620,000092
000030,000760,000692
000030,000840,000873
000030,000880,001028
000030,000880,001254
000030,000860,001154
000030,000820,000787
000030,000780,000307
000030,000800,000186
000030,000800,000124
000030,000800,000249
000030,000800,000351
000030,000780,000262
000030,000780,000266
000030,000760,000449
000030,000740,002915
000030,000760,003291
000030,000760,002468
000030,000820,004119
000030,000780,004289
000030,000580,003777
000030,000360,000250
000030,000260,000234
000030,000200,000153
000030,000220,000153
000030,000160,000000
000030,000040,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000091
000030,000020,001577
000030,000020,001577
000030,000020,001486
000030,000040,001486
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000641
000030,000020,000641
000030,000020,000616
000030,000020,000095
000030,000020,000095
000030,000020,000086
000030,000020,000086
000030,000020,000086
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000242
000030,000020,000242
000030,000020,000242
000031,000020,000000
000030,000020,000000
000030,000020,000156
000030,000020,000796
000030,000020,000726
000030,000020,000726
000030,000020,000086
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000079
000030,000020,000158
000030,000020,000174
000030,000020,000174
000030,000020,000096
000030,000020,000000
000030,000020,000000
000030,000020,000074
000030,000020,000182
000030,000020,000182
000030,000020,000108
000030,000040,000006
000030,000080,000000
000030,000080,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000089
000030,000020,000089
000030,000020,000089
000030,000040,000089
000030,000060,000089
000030,000040,000000
000030,000040,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000006
000030,000020,000006
000030,000020,000006
000030,000020,000006
000030,000060,000006
000030,000040,000006
000030,000020,000000
000030,000040,000000
000030,000040,000000
000030,000040,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000122
000030,000020,000122
000030,000020,000122
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000118
000030,000020,000118
000030,000020,000122
000030,000020,000223
000030,000020,000223
000030,000020,000100
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000040,000000
000030,000480,000000
000030,000580,000099
000030,000640,000812
000030,000700,001338
000030,000720,001737
000030,000720,002391
000030,000720,001863
000030,000740,001294
000030,000800,001100
000030,000880,001193
000030,000880,001150
000030,000880,001583
000030,000860,001757
000030,000860,002279
000030,000820,001824
000030,000800,002446
000030,000800,002558
000030,000800,002255
000030,000780,001882
000030,000780,001112
000030,000800,001488
000031,000800,000912
000031,000320,001720
000030,000320,002725
000030,000320,001309
000030,000140,000165
000030,000140,000024
000030,000020,001176
000030,000020,001176
000030,000020,001256
000030,000020,000104
000030,000020,000104
000030,000020,000000
000030,000020,000101
000030,000020,000101
000030,000020,000254
000030,000020,000461
000030,000020,000535
000030,000020,003418
000030,000020,003210
000030,000020,003109
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000109
000030,000020,000109
000030,000020,000109
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000031,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000031,000020,000000
000031,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000112
000030,000020,000112
000030,000020,000112
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000102
000030,000020,000102
000030,000020,000219
000030,000020,000218
000030,000020,000110
000030,000020,000089
000030,000020,000089
000030,000020,000089
000030,000020,000000
000030,000020,000000
000030,000020,000134
000030,000020,000134
000030,000020,000194
000030,000020,000194
000030,000020,000197
000030,000020,000114
000030,000020,000114
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000289
000030,000020,000289
000030,000020,000195
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000106
000030,000020,000106
000030,000020,000106
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000031,000020,000000
000030,000020,000000
000031,000020,000000
000031,000020,000000
000031,000020,000092
000031,000020,000092
000031,000020,000092
000031,000020,000000
000031,000020,000000
000031,000020,000000
000031,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000031,000020,000000
000031,000020,000000
000030,000020,000000
000030,000020,000137
000030,000020,000137
000030,000020,000137
000030,000020,000131
000030,000020,003062
000030,000020,003211
000030,000020,000148
000030,000020,000148
000030,000020,000000
000030,000020,000000
000030,000020,000115
000030,000020,000115
000030,000020,000115
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000104
000030,000020,000209
000030,000020,000209
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000098
000030,000020,000207
000030,000020,000207
000030,000020,000208
000030,000020,000247
000030,000020,000147
000030,000020,000147
000030,000020,000065
000030,000020,000065
000030,000020,000065
000030,000020,000000
000030,000020,000114
000030,000020,000212
000030,000020,000212
000030,000020,000098
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000040,000000
000030,000040,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000060
000030,000020,000060
000030,000020,000060
000030,000040,000060
000030,000040,000000
000030,000020,000000
000030,000020,000105
000030,000020,000105
000030,000020,000210
000030,000020,000803
000030,000020,000803
000030,000020,000698
000030,000020,000124
000030,000020,000124
000030,000020,000124
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000060,000126
000030,000120,000126
000030,000080,000126
000030,000020,000126
000030,000020,000263
000030,000020,000137
000030,000020,000137
000030,000020,000137
000030,000020,000137
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000178
000030,000020,000178
000030,000020,000178
000030,000020,000178
000030,000020,000178
000030,000020,000000
000030,000020,000000
000030,000020,000061
000030,000020,000061
000030,000020,000061
000030,000020,000072
000030,000020,000072
000030,000020,000072
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000000
000030,000020,000064
000030,000020,000194
000030,000020,000290
000030,000020,000160
000030,000040,000160
