timestamp,year,month,day,hour,minute,second,longitude,latitude,altitude,groundspeed,airspeed,AoA,SLIP,outside pres,outside temp,AGL,rpm,pitch,roll,yaw,fairing temp,fairing pres,fairing hum,ELV,RUD,ELVtrim,RUDtrim,voltage,current,torque,power,thrust
1341,2080,1,5,5,25,38,35.024796,135.778915,60.00,0.00,0.36,0.00,-18.30,1144,18,34,0,-1.75,5.56,135.68,16,1014.88,61,90,90,90,90,7.16,0.48,0.00,0.00,0.00
1341,2080,1,5,5,25,38,35.024796,135.778915,60.00,0.00,0.40,0.00,-18.30,1144,18,34,0,-1.69,6.25,135.25,16,1014.89,61,90,90,90,90,7.16,0.48,0.00,0.00,0.00
1341,2080,1,5,5,25,38,35.024796,135.778915,60.00,0.00,0.36,0.00,-18.30,1144,18,34,0,-1.69,6.62,135.00,16,1014.89,61,90,90,90,90,7.43,0.32,0.00,0.00,0.00
1342,2080,1,5,5,25,38,35.024796,135.778915,60.00,0.00,0.43,0.00,-18.30,1144,18,34,0,-1.63,7.00,134.75,16,1014.89,62,90,90,90,90,7.47,0.12,0.00,0.00,0.00
1342,2080,1,5,5,25,38,35.024796,135.778915,60.00,0.00,0.46,0.00,-18.30,1144,18,34,0,-1.63,7.00,134.75,16,1014.88,62,90,90,90,90,7.47,0.12,0.00,0.00,0.00
1342,2080,1,5,5,25,38,35.024796,135.778915,60.00,0.00,0.43,0.00,-18.30,1144,18,34,0,-1.63,7.00,134.75,16,1014.88,62,90,90,90,90,7.42,0.35,0.00,0.00,0.00
1342,2080,1,5,5,25,38,35.024796,135.778915,60.00,0.00,0.43,0.00,-18.30,1144,18,34,0,-1.63,7.00,134.75,16,1014.91,62,90,90,90,90,7.35,0.23,0.00,0.00,0.00
1342,2080,1,5,5,25,38,35.024796,135.778915,60.00,0.00,0.40,0.00,-18.30,1144,18,34,0,-1.63,7.68,134.43,16,1014.89,62,90,90,90,90,7.35,0.23,0.00,0.00,0.00
1342,2080,1,5,5,25,38,35.024796,135.778915,60.00,0.00,0.36,0.00,-18.30,1144,18,34,0,-1.63,7.68,134.43,16,1014.88,62,90,90,90,90,7.46,0.14,0.00,0.00,0.00
1342,2080,1,5,5,25,38,35.024796,135.778915,60.00,0.00,0.33,0.00,-18.30,1144,18,34,0,-1.63,7.62,134.43,16,1014.88,62,90,90,90,90,7.46,0.17,0.00,0.00,0.00
1342,2080,1,5,5,25,38,35.024796,135.778915,60.00,0.00,0.36,0.00,-18.30,1144,18,34,0,-1.63,7.56,134.43,16,1014.88,62,90,90,90,90,7.41,0.31,0.00,0.00,0.00
1343,2080,1,5,5,25,38,35.024796,135.778915,60.00,0.00,0.36,0.00,-18.30,1144,18,34,0,-1.63,7.56,134.43,16,1014.89,62,90,90,90,90,7.41,0.31,0.00,0.00,0.00
1343,2080,1,5,5,25,38,35.024796,135.778915,60.00,0.00,0.33,0.00,-18.30,1144,18,34,0,-1.63,7.56,134.43,16,1014.88,62,90,90,90,90,7.41,0.31,0.00,0.00,0.00
1343,2080,1,5,5,25,38,35.024796,135.778915,60.00,0.00,0.28,0.00,-18.30,1144,18,34,0,-1.63,7.43,134.18,16,1014.88,62,90,90,90,90,7.41,0.31,0.00,0.00,0.00
1343,2080,1,5,5,25,38,35.024796,135.778915,60.00,0.00,0.28,0.00,-18.30,1144,18,34,0,-1.63,7.37,134.18,16,1014.89,62,90,90,90,90,7.41,0.31,0.00,0.00,0.00
1343,2080,1,5,5,25,38,35.024796,135.778915,60.00,0.00,0.28,0.00,-18.30,1144,18,34,0,-1.69,7.31,134.18,16,1014.89,62,90,90,90,90,7.41,0.31,0.00,0.00,0.00
1343,2080,1,5,5,25,38,35.024796,135.778915,60.00,0.00,0.28,0.00,-18.30,1144,18,34,0,-1.69,7.25,134.18,16,1014.89,62,90,90,90,90,7.46,0.28,0.00,0.00,0.00
1343,2080,1,5,5,25,38,35.024796,135.778915,60.00,0.00,0.28,0.00,-18.30,1144,18,34,0,-1.69,7.18,134.18,16,1014.89,62,90,90,90,90,7.45,0.29,0.00,0.00,0.00
1343,2080,1,5,5,25,38,35.024796,135.778915,60.00,0.00,0.28,0.00,-18.30,1144,18,34,0,-1.69,7.12,134.18,16,1014.87,62,90,90,90,90,7.45,0.29,0.00,0.00,0.00
1343,2080,1,5,5,25,38,35.024796,135.778915,60.00,0.00,0.28,0.00,-18.30,1144,18,34,0,-1.69,7.00,134.18,16,1014.88,62,90,90,90,90,7.45,0.29,0.00,0.00,0.00
1344,2080,1,5,5,25,38,35.024796,135.778915,60.00,0.00,0.28,0.00,-18.30,1144,18,34,0,-1.69,7.00,134.18,16,1014.87,62,90,90,90,90,7.45,0.29,0.00,0.00,0.00
