timestamp,year,month,day,hour,minute,second,longitude,latitude,altitude,groundspeed,airspeed,AoA,SLIP,outside pres,outside temp,AGL,rpm,pitch,roll,yaw,fairing temp,fairing pres,fairing hum,ELV,RUD,ELVtrim,RUDtrim,voltage,current,torque,power,thrust
818,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.16,-18.00,-49.30,1144,17,34,0,-2.19,5.12,350.68,15,1014.89,63,90,90,90,90,7.48,0.32,0.00,0.00,0.00
818,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.16,-18.00,-49.30,1144,17,34,0,-2.19,5.12,350.68,15,1014.89,63,90,90,90,90,7.49,0.19,0.00,0.00,0.00
818,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.33,-18.00,-50.30,1144,18,34,0,-2.19,5.12,350.68,15,1014.90,63,90,90,90,90,7.42,0.17,0.00,0.00,0.00
818,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.33,-17.60,-51.30,1144,17,34,0,-2.19,5.12,350.68,15,1014.87,63,90,90,90,90,7.42,0.17,0.00,0.00,0.00
818,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.16,-17.60,-51.30,1144,18,34,0,-2.19,5.12,350.68,15,1014.89,63,90,90,90,90,7.51,0.10,0.00,0.00,0.00
818,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-18.00,-52.30,1144,17,34,0,-2.19,5.12,350.68,15,1014.91,63,90,90,90,90,7.51,0.10,0.00,0.00,0.00
818,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-18.00,-53.30,1144,17,34,0,-2.19,5.12,350.68,15,1014.88,63,90,90,90,90,7.36,0.30,0.00,0.00,0.00
818,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-18.00,-53.30,1144,18,34,0,-2.19,5.12,350.68,15,1014.86,63,90,90,90,90,7.36,0.30,0.00,0.00,0.00
821,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-17.60,-60.30,1144,18,34,0,-2.19,5.12,350.68,15,1014.90,63,90,90,90,90,7.48,0.14,0.00,0.00,0.00
821,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-17.60,-60.30,1144,18,34,0,-2.19,5.12,350.68,15,1014.92,63,90,90,90,90,7.35,0.35,0.00,0.00,0.00
821,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-17.60,-60.30,1144,18,34,0,-2.19,5.12,350.68,15,1014.91,63,90,90,90,90,7.47,0.18,0.00,0.00,0.00
821,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-17.60,-60.30,1144,18,34,0,-2.19,5.12,350.68,15,1014.88,63,90,90,90,90,7.51,0.08,0.00,0.00,0.00
821,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-17.60,-60.30,1144,18,34,0,-2.19,5.12,350.68,15,1014.86,63,90,90,90,90,7.51,0.08,0.00,0.00,0.00
821,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-17.60,-60.30,1144,18,34,0,-2.19,5.18,350.68,15,1014.88,63,90,90,90,90,7.51,0.08,0.00,0.00,0.00
821,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-17.60,-60.30,1144,18,34,0,-2.19,5.25,350.75,15,1014.89,63,90,90,90,90,7.51,0.08,0.00,0.00,0.00
821,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-17.60,-60.30,1144,18,34,0,-2.19,5.25,350.75,15,1014.90,63,90,90,90,90,7.51,0.08,0.00,0.00,0.00
822,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-17.60,-60.30,1144,18,34,0,-2.19,5.25,350.75,15,1014.88,63,90,90,90,90,7.51,0.08,0.00,0.00,0.00
822,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-17.60,-60.30,1144,18,34,0,-2.19,5.25,350.75,15,1014.88,63,90,90,90,90,7.47,0.41,0.00,0.00,0.00
822,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-17.60,-60.30,1144,18,34,0,-2.19,5.25,350.75,15,1014.90,63,90,90,90,90,7.47,0.41,0.00,0.00,0.00
822,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-17.60,-60.30,1144,18,34,0,-2.19,5.25,350.75,15,1014.88,63,90,90,90,90,7.47,0.41,0.00,0.00,0.00
822,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-17.60,-60.30,1144,18,34,0,-2.19,5.25,350.75,15,1014.90,63,90,90,90,90,7.47,0.41,0.00,0.00,0.00
822,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-17.60,-60.30,1144,18,34,0,-2.19,5.06,350.68,15,1014.90,63,90,90,90,90,7.47,0.41,0.00,0.00,0.00
822,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-17.60,-60.30,1144,18,34,0,-2.19,4.93,350.68,15,1014.90,63,90,90,90,90,7.47,0.41,0.00,0.00,0.00
822,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-17.60,-60.30,1144,18,34,0,-2.19,4.93,350.68,15,1014.90,63,90,90,90,90,7.46,0.24,0.00,0.00,0.00
823,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-17.60,-60.30,1144,18,34,0,-2.19,4.93,350.68,15,1014.90,63,90,90,90,90,7.49,0.27,0.00,0.00,0.00
823,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-17.60,-60.30,1144,18,34,0,-2.19,4.93,350.68,15,1014.89,63,90,90,90,90,7.49,0.27,0.00,0.00,0.00
823,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-17.60,-60.30,1144,18,34,0,-2.19,4.87,350.68,15,1014.90,63,90,90,90,90,7.49,0.27,0.00,0.00,0.00
823,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-17.60,-60.30,1144,18,34,0,-2.19,4.87,350.68,15,1014.90,63,90,90,90,90,7.49,0.27,0.00,0.00,0.00
823,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-17.60,-51.30,1144,17,34,0,-2.19,4.87,350.68,15,1014.87,63,90,90,90,90,7.48,0.33,0.00,0.00,0.00
823,2080,1,5,5,16,52,35.024246,135.779633,63.20,0.00,0.00,-17.60,-51.30,1144,17,34,0,-2.19,4.87,350.68,15,1014.87,63,90,90,90,90,7.47,0.26,0.00,0.00,0.00
