time [ms],altitude [cm],airspeed [x0.01 m/s],angle_of_attack [x0.1 deg],airdata_pressure [hPa],airdata_temperature [degC],rotation [x0.1 rpm],rotation_voltage [0.01 V],elevator_angle,rudder_angle,trim_sign,servo_received,screen_toggle,pitch [x0.1 deg],roll [x0.1 deg],gyro_temperature [x0.01 degC],servo_voltage [x0.01 V],servo_current [x0.01 A],main_voltage [x0.01 V],temperature [x0.01 degC],pressure [x0.01 hPa],humidity [x0.01 p.c.],
3080072,69,165,861,1010,30,24,393,101,90,11,1,0,-12,61,2905,752,22,756,3185,100609,6534
3080572,69,148,840,1010,30,24,393,101,90,11,1,0,-178,29,2910,758,17,755,3185,100612,6534
3081072,73,156,822,1010,30,0,393,101,90,11,1,0,-22,65,2914,759,12,756,3186,100611,6535
3081572,69,159,815,1010,30,0,393,101,90,11,1,0,-82,-39,2910,759,5,755,3186,100612,6537
3082072,69,160,812,1010,30,0,391,101,90,11,1,0,-60,65,2914,759,5,756,3186,100613,6538
3082572,69,147,812,1010,30,0,393,101,90,11,1,0,-11,67,2914,758,17,756,3187,100611,6539
3083072,69,128,794,1010,30,0,393,101,90,11,1,0,-47,-43,2924,758,13,756,3187,100608,6535
3083572,69,120,773,1010,30,149,391,101,90,11,1,0,-18,0,2914,756,20,756,3188,100611,6533
3084072,69,159,766,1010,30,149,391,101,90,11,1,0,-26,26,2924,758,21,756,3188,100615,6532
3084572,69,167,766,1010,30,149,391,101,90,11,1,0,-22,56,2924,758,20,756,3187,100611,6536
3085072,69,169,766,1010,30,0,393,101,90,11,1,0,-27,55,2919,756,15,756,3188,100610,6539
3085572,69,160,762,1010,30,0,391,101,90,11,1,0,-15,30,2919,758,13,756,3189,100610,6540
3086072,73,180,762,1010,30,0,393,101,90,11,1,0,0,33,2914,758,18,756,3189,100612,6542
3086572,73,181,762,1010,30,0,393,101,90,11,1,0,-22,87,2905,758,21,756,3188,100612,6547
3087072,73,175,762,1010,30,0,393,101,90,11,1,0,-183,166,2910,758,15,756,3187,100610,6545
3087572,73,178,755,1010,30,134,393,101,90,11,1,0,-25,54,2914,758,15,756,3186,100611,6542
3088072,73,167,752,1010,30,134,393,101,90,11,1,0,-60,87,2928,759,11,756,3184,100609,6543
3088572,75,169,748,1010,30,134,391,101,90,11,1,0,-52,64,2924,758,21,756,3183,100612,6545
3089072,73,170,745,1010,30,444,393,101,90,11,1,0,-64,-128,2914,755,26,756,3182,100610,6544
3089572,73,165,738,1010,30,444,391,101,90,11,1,0,-77,156,2919,756,18,756,3182,100612,6542
3090072,73,154,731,1010,30,535,391,101,90,11,1,0,-33,105,2924,753,20,756,3182,100609,6540
3090572,73,155,692,1010,30,535,391,101,90,11,1,0,50,130,2924,759,5,756,3180,100609,6534
3091072,73,150,682,1010,30,560,393,101,90,11,1,0,60,183,2905,758,9,755,3178,100610,6533
3091572,73,144,678,1010,30,560,391,101,90,11,1,0,11,-150,2919,756,8,756,3177,100608,6535
3092072,73,145,671,1010,30,585,393,101,90,11,1,0,33,428,2924,756,24,756,3178,100608,6538
3092572,73,160,664,1010,30,585,391,101,90,11,1,0,-4,-285,2914,758,14,756,3178,100607,6540
3093072,73,159,657,1010,30,620,393,101,90,11,1,0,-34,-58,2910,754,27,756,3179,100609,6539
3093572,73,166,650,1010,30,620,393,101,90,11,1,0,-72,117,2928,758,25,756,3180,100610,6538
3094072,73,157,646,1010,30,645,393,101,90,11,1,0,-23,406,2919,758,6,756,3180,100610,6541
3094572,73,153,636,1010,30,645,391,101,90,11,1,0,-57,446,2924,749,51,756,3177,100609,6541
3095072,73,165,629,1010,30,671,391,101,90,11,1,0,-123,99,2924,758,21,756,3177,100613,6539
3095572,73,158,625,1010,30,671,393,101,90,11,1,0,-99,-232,2919,756,29,756,3175,100610,6544
3096072,73,138,615,1010,30,659,391,101,90,11,1,0,107,287,2914,758,15,756,3175,100613,6551
3096572,73,162,611,1010,30,667,391,101,90,11,1,0,-34,202,2919,755,56,755,3175,100609,6562
3097072,73,165,604,1010,30,667,391,101,90,11,1,0,39,-208,2924,755,56,756,3175,100612,6565
3097572,73,152,597,1010,30,652,393,101,90,11,1,0,-5,-125,2914,756,22,756,3175,100609,6566
3098072,73,153,590,1010,30,652,391,101,90,11,1,0,30,260,2914,755,33,756,3174,100610,6565
3098572,73,153,583,1010,30,679,391,101,90,11,1,0,-108,-102,2919,758,9,755,3174,100610,6566
3099072,73,152,573,1010,30,679,393,101,90,11,1,0,-123,-177,2919,758,22,755,3174,100609,6569
3099572,73,157,566,1010,30,712,391,101,90,11,1,0,137,274,2914,756,33,755,3174,100608,6572
3100072,73,140,558,1010,30,734,391,101,90,11,1,0,27,-6,2928,758,23,756,3173,100608,6574
3100572,73,134,548,1010,30,734,391,101,90,11,1,0,49,99,2910,756,30,756,3174,100608,6576
3101072,71,139,537,1010,30,702,391,101,90,11,1,0,-25,-75,2905,755,53,756,3173,100609,6582
3101572,73,145,534,1010,30,702,391,101,90,11,1,0,-76,-176,2919,756,11,755,3173,100611,6583
3102072,73,135,527,1010,30,694,391,101,90,11,1,0,-134,340,2924,758,15,756,3173,100608,6586
3102572,73,134,520,1010,30,694,391,101,90,11,1,0,150,151,2919,756,32,756,3173,100607,6590
3103072,73,120,520,1010,30,709,391,101,90,11,1,0,73,-40,2910,754,56,755,3174,100611,6591
3103572,73,117,516,1010,30,714,391,101,90,11,1,0,-53,110,2924,756,23,755,3174,100609,6594
3104072,73,132,492,1010,30,714,391,101,90,11,1,0,-185,260,2924,755,60,755,3174,100609,6599
3104572,73,118,488,1010,30,771,393,101,90,11,1,0,-47,230,2924,753,50,756,3174,100607,6602
3105072,71,113,485,1010,30,771,391,101,90,11,1,0,-149,-24,2924,756,34,756,3175,100607,6605
3105572,73,124,485,1010,30,632,391,101,90,11,1,0,-105,206,2919,756,32,756,3176,100608,6608
3106072,73,138,481,1010,30,632,391,101,90,11,1,0,73,17,2924,752,35,756,3177,100606,6614
3106572,73,142,485,1010,30,634,391,101,90,11,1,0,66,383,2919,753,93,756,3178,100608,6618
3107072,73,140,481,1010,30,750,393,101,90,11,1,0,-125,-192,2928,754,57,756,3180,100609,6619
3107572,73,143,481,1010,30,750,393,101,90,11,1,0,-220,-211,2924,751,53,756,3179,100607,6620
3108072,73,146,478,1010,30,769,393,101,90,11,1,0,74,-392,2924,754,45,755,3179,100606,6621
3108572,73,139,478,1010,30,769,391,101,90,11,1,0,-88,-128,2914,754,60,756,3180,100609,6617
3109072,73,154,467,1010,30,793,391,101,90,11,1,0,-14,2,2924,755,31,756,3180,100607,6613
3109572,75,170,467,1010,30,809,393,101,90,11,1,0,-26,10,2919,756,39,756,3178,100607,6615
3110072,73,161,460,1010,30,809,391,101,90,11,1,0,-9,363,2919,756,44,755,3178,100608,6614
3110572,73,171,460,1010,30,758,395,101,90,11,1,0,0,65,2928,758,5,756,3178,100609,6613
3111072,73,180,460,1010,30,758,393,101,90,11,1,0,38,95,2928,756,20,756,3179,100608,6613
3111572,73,195,460,1010,30,484,391,101,90,11,1,0,0,64,2928,758,17,756,3180,100609,6612
3112072,73,174,460,1010,30,484,393,101,90,11,1,0,-42,67,2924,758,5,756,3178,100610,6610
3112572,73,171,460,1010,30,484,391,101,90,11,1,0,-18,67,2919,754,19,756,3177,100609,6599
3113072,73,165,460,1010,30,484,391,101,90,11,1,0,-26,83,2928,758,15,756,3175,100607,6589
3113572,73,176,457,1010,30,484,391,101,90,11,1,0,-2,61,2919,758,20,756,3174,100610,6580
3114072,71,184,457,1010,30,0,391,101,90,11,1,0,-44,57,2928,758,15,756,3174,100609,6574
3114572,71,170,457,1010,30,0,391,101,90,11,1,0,-37,57,2928,758,22,756,3172,100611,6566
3115072,69,169,457,1010,30,168,393,101,90,11,1,0,-27,132,2924,751,43,756,3172,100609,6559
3115572,73,181,457,1010,30,168,393,101,90,11,1,0,-21,46,2928,758,11,755,3172,100610,6549
3116072,71,189,457,1010,30,168,393,101,90,11,1,0,-41,27,2919,759,8,755,3171,100612,6542
