time*0.5 [s],altitude [cm],rotation [rpm],airspeed [m/s],yaw [deg],pitch [deg],roll [deg]
1,0,3.3,0.0,0.0,0.12,-0.29
2,0,3.3,0.0,0.010000000000001563,0.11,-0.39
3,0,3.3,0.0,0.010000000000001563,0.11,-0.39
4,0,3.3,0.0,0.0,0.1,-0.51
5,0,3.3,0.0,0.0,0.1,-0.51
6,0,3.3,0.0,0.010000000000001563,0.1,-0.43
7,0,3.3,0.0,0.0,0.11,-0.47
8,0,3.3,0.0,0.0,0.11,-0.47
9,0,3.3,0.0,0.010000000000001563,0.1,-0.46
10,0,3.3,0.0,0.010000000000001563,0.1,-0.46
11,0,3.3,0.0,0.019999999999999574,0.1,-0.46
12,0,3.3,0.0,0.019999999999999574,0.1,-0.46
13,0,3.3,0.0,-0.010000000000001563,0.12,-0.38
14,0,3.3,0.0,-0.010000000000001563,0.12,-0.38
15,0,3.3,0.0,0.0,0.12,-0.45
16,0,3.3,0.0,0.0,0.12,-0.45
17,0,3.3,0.0,0.010000000000001563,0.1,-0.55
18,0,3.3,0.0,0.010000000000001563,0.1,-0.55
19,0,3.3,0.0,0.010000000000001563,0.1,-0.55
20,0,3.3,0.0,0.0,0.1,-0.43
21,0,3.3,0.0,0.0,0.1,-0.43
22,0,3.3,0.0,-0.010000000000001563,0.11,-0.51
23,0,3.3,0.0,-0.010000000000001563,0.11,-0.51
24,0,3.3,0.0,0.030000000000001137,0.12,-0.39
25,0,3.3,0.0,0.030000000000001137,0.11,-0.46
26,0,3.3,0.0,0.030000000000001137,0.11,-0.46
27,0,3.3,0.0,0.0,0.1,-0.49
28,0,3.3,0.0,0.0,0.1,-0.49
29,0,3.3,0.0,0.010000000000001563,0.1,-0.46
30,0,3.3,0.0,0.010000000000001563,0.1,-0.46
31,0,3.3,0.0,0.019999999999999574,0.11,-0.44
32,0,3.3,0.0,0.019999999999999574,0.11,-0.44
33,0,3.3,0.0,0.019999999999999574,0.1,-0.46
34,0,3.3,0.0,0.019999999999999574,0.1,-0.46
35,0,3.3,0.0,0.019999999999999574,0.09,-0.41
36,0,3.3,0.0,0.019999999999999574,0.09,-0.41
37,0,3.3,0.0,0.019999999999999574,0.08,-0.44
38,0,3.3,0.0,0.019999999999999574,0.08,-0.44
39,0,3.3,0.0,0.010000000000001563,0.08,-0.27
