time*0.5 [s],altitude [cm],rotation [rpm],airspeed [m/s],yaw [deg],pitch [deg],roll [deg]
1,0,33,8.187,-86.9,0.99,1.26
2,0,33,8.187,-86.9,0.99,1.26
3,1,33,8.187,-86.9,0.99,1.26
4,1,33,8.187,-86.9,0.99,1.26
5,1,33,8.187,-87.03,1.11,1.28
6,1,33,8.187,-87.03,1.11,1.28
7,1,33,8.187,-87.16,0.87,1.21
8,1,33,8.187,-87.16,0.87,1.21
9,1,33,2.684,-87.27,1.03,1.23
10,1,33,2.684,-87.27,1.03,1.23
11,1,33,2.684,-87.18,1.24,1.18
12,1,33,1.952,-87.18,1.24,1.18
13,1,33,1.932,-87.23,1.29,1.3
14,1,33,1.932,-87.18,1.26,1.23
15,1,33,1.437,-87.18,1.26,1.23
16,1,33,1.203,-86.94,1.32,1.15
17,1,33,1.203,-86.94,1.32,1.15
18,1,33,1.203,-86.68,1.24,1.48
19,1,33,1.203,-86.68,1.24,1.48
20,1,33,1.203,-86.89,1.42,1.32
21,1,33,1.203,-86.92,1.45,1.24
22,1,33,1.203,-86.92,1.45,1.24
23,1,33,1.203,-86.8,1.39,1.25
24,1,33,1.203,-86.8,1.39,1.25
25,1,33,0.0,-86.71,1.37,1.06
26,1,33,0.0,-86.71,1.37,1.06
27,1,33,0.0,-86.61,1.68,1.21
28,1,33,0.0,-86.61,1.68,1.21
29,0,33,3.417,-86.8,1.07,1.21
30,0,33,3.417,-86.8,1.07,1.21
31,0,33,2.305,-86.8,1.07,1.21
32,0,33,2.305,-86.9,1.02,1.18
33,0,33,2.305,-86.9,1.02,1.18
34,0,33,2.305,-86.9,1.02,1.18
35,1,33,2.305,-86.95,0.86,0.96
36,1,33,2.839,-86.86,0.87,1.01
37,1,33,2.839,-86.86,0.87,1.01
38,1,33,2.839,-86.84,0.96,1.07
39,1,33,2.839,-86.84,0.96,1.07
40,1,33,0.0,-86.98,0.93,1.0
41,1,33,0.0,-86.98,0.93,1.0
42,1,33,2.839,-86.9,1.09,0.91
43,1,33,2.839,-86.9,1.09,0.91
44,0,33,2.839,-86.9,1.09,0.91
45,0,33,2.839,-86.69,1.16,0.82
