time*0.5 [s],altitude [cm],rotation [rpm],airspeed [m/s],yaw [deg],pitch [deg],roll [deg]
1,0,6.6,0.0,0.0,0.07,-0.6
2,0,6.6,0.0,0.0,0.04,-0.73
3,0,6.6,0.0,0.0,0.04,-0.73
4,0,6.6,0.0,-0.010000000000001563,0.06,-0.66
5,0,6.6,0.0,-0.010000000000001563,0.06,-0.66
6,0,6.6,0.0,0.00999999999999801,0.07,-0.63
7,0,6.6,0.0,0.00999999999999801,0.07,-0.63
8,0,6.6,0.0,0.029999999999997584,0.07,-0.62
9,0,6.6,0.0,0.029999999999997584,0.07,-0.62
10,0,6.6,0.0,0.029999999999997584,0.07,-0.63
11,0,6.6,0.0,0.029999999999997584,0.07,-0.63
12,0,6.6,0.0,0.029999999999997584,0.07,-0.63
13,0,6.6,0.0,0.029999999999997584,0.07,-0.67
14,0,6.6,0.0,0.029999999999997584,0.07,-0.67
15,0,6.6,0.0,0.05000000000000071,0.06,-0.64
16,0,6.6,0.0,0.05000000000000071,0.06,-0.64
17,0,6.6,0.0,0.05999999999999872,0.06,-0.66
18,0,6.6,0.0,0.05999999999999872,0.06,-0.66
19,0,6.6,0.0,0.08999999999999986,0.07,-0.69
20,0,6.6,0.0,0.08999999999999986,0.07,-0.69
21,0,6.6,0.0,0.08999999999999986,0.06,-0.65
22,0,6.6,0.0,0.09999999999999787,0.06,-0.65
23,0,6.6,2.614,0.09999999999999787,0.06,-0.65
24,0,6.6,2.614,0.09999999999999787,0.05,-0.61
25,0,6.6,1.859,0.09999999999999787,0.05,-0.61
26,0,6.6,1.859,0.10999999999999943,0.06,-0.57
27,0,6.6,1.859,0.10999999999999943,0.06,-0.57
28,0,6.6,1.859,0.10999999999999943,0.06,-0.6
29,0,6.6,1.859,0.10999999999999943,0.06,-0.6
30,0,6.6,2.643,0.10999999999999943,0.08,-0.65
31,0,6.6,2.643,0.10999999999999943,0.08,-0.65
32,0,6.6,2.643,0.09999999999999787,0.06,-0.8
33,0,6.6,0.0,0.09999999999999787,0.08,-0.88
34,0,6.6,0.0,0.09999999999999787,0.08,-0.88
35,0,6.6,0.0,0.08999999999999986,0.0,-0.73
36,0,6.6,0.0,0.08999999999999986,0.0,-0.73
37,0,6.6,0.0,0.08999999999999986,0.02,-0.74
38,0,6.6,1.8,0.08999999999999986,0.02,-0.74
39,0,6.6,1.8,0.08999999999999986,0.02,-0.74
40,0,6.6,1.8,0.08999999999999986,0.02,-0.74
41,0,6.6,1.8,0.08999999999999986,0.02,-0.74
42,0,6.6,1.8,0.14999999999999858,0.06,-0.78
43,0,6.6,1.8,0.14999999999999858,0.06,-0.78
