time*0.5 [s],altitude [cm],rotation [rpm],airspeed [m/s],yaw [deg],pitch [deg],roll [deg]
1,0,3.3,0.0,0.0,0.18,-0.24
2,0,3.3,0.0,0.019999999999999574,0.14,-0.2
3,0,3.3,0.0,0.0,0.12,-0.28
4,0,3.3,0.0,0.0,0.12,-0.28
5,0,3.3,0.0,0.0,0.11,-0.48
6,0,3.3,0.0,0.0,0.11,-0.48
7,0,3.3,0.0,0.04999999999999716,0.14,-0.21
8,0,3.3,0.0,0.04999999999999716,0.14,-0.21
9,0,3.3,0.0,0.05999999999999872,0.14,-0.51
10,0,3.3,0.0,0.05999999999999872,0.14,-0.51
11,0,3.3,0.0,0.03999999999999915,0.14,-0.44
12,0,3.3,0.0,0.03999999999999915,0.14,-0.44
13,0,3.3,0.0,0.03999999999999915,0.14,-0.44
14,0,3.3,0.0,0.03999999999999915,0.14,-0.44
15,0,3.3,0.0,0.03999999999999915,0.14,-0.44
16,0,3.3,0.0,0.10999999999999943,0.14,-0.39
17,0,3.3,0.0,0.10999999999999943,0.14,-0.39
18,0,3.3,0.0,0.08999999999999986,0.14,-0.49
19,0,3.3,0.0,0.08999999999999986,0.14,-0.49
20,0,3.3,0.0,0.11999999999999744,0.13,-0.58
21,0,3.3,0.0,0.11999999999999744,0.13,-0.58
22,0,3.3,0.0,0.1599999999999966,0.13,-0.48
23,0,3.3,0.0,0.1599999999999966,0.13,-0.48
24,0,3.3,2.643,0.1599999999999966,0.13,-0.49
25,0,3.3,1.194,0.14999999999999858,0.12,-0.52
26,0,3.3,1.194,0.14999999999999858,0.12,-0.52
27,0,3.3,1.194,0.13999999999999702,0.12,-0.47
28,0,3.3,1.194,0.13999999999999702,0.12,-0.47
29,0,3.3,1.118,0.129999999999999,0.13,-0.52
30,0,3.3,1.118,0.129999999999999,0.13,-0.52
31,0,3.3,1.396,0.129999999999999,0.13,-0.52
32,0,3.3,1.396,0.03999999999999915,0.13,-0.45
33,0,3.3,1.396,0.03999999999999915,0.13,-0.45
34,0,3.3,4.038,0.029999999999997584,0.13,-0.46
35,0,3.3,4.038,0.029999999999997584,0.13,-0.46
36,0,3.3,4.038,-0.010000000000001563,0.12,-0.35
37,0,3.3,4.038,-0.010000000000001563,0.12,-0.35
38,0,3.3,0.0,-0.020000000000003126,0.12,-0.22
39,0,3.3,0.0,-0.020000000000003126,0.12,-0.22
40,0,3.3,0.0,0.0,0.13,-0.27
41,0,3.3,0.0,0.0,0.13,-0.27
42,0,3.3,0.0,0.05999999999999872,0.13,-0.21
43,0,3.3,0.0,0.05999999999999872,0.13,-0.21
44,0,3.3,0.0,0.0799999999999983,0.13,-0.37
45,0,3.3,0.0,0.0799999999999983,0.13,-0.37
46,0,3.3,0.0,0.0799999999999983,0.13,-0.37
47,0,3.3,0.0,0.09999999999999787,0.15,-0.31
48,0,3.3,0.0,0.09999999999999787,0.15,-0.31
49,0,3.3,0.0,0.129999999999999,0.15,-0.32
50,0,3.3,0.0,0.129999999999999,0.15,-0.32
51,0,3.3,0.0,0.1599999999999966,0.15,-0.27
52,0,3.3,0.0,0.1599999999999966,0.15,-0.27
53,0,3.3,0.0,0.13999999999999702,0.14,-0.29
54,0,3.3,0.0,0.13999999999999702,0.14,-0.29
55,0,3.3,0.0,0.1599999999999966,0.15,-0.24
56,0,3.3,0.0,0.1599999999999966,0.15,-0.24
57,0,3.3,0.0,0.1599999999999966,0.15,-0.24
58,0,3.3,0.0,0.13999999999999702,0.14,-0.33
59,0,3.3,0.0,0.13999999999999702,0.14,-0.33
60,0,3.3,0.0,0.1599999999999966,0.15,-0.32
61,0,3.3,0.0,0.1599999999999966,0.15,-0.32
62,0,3.3,0.0,0.1599999999999966,0.15,-0.32
63,0,3.3,0.0,0.18999999999999773,0.13,-0.41
64,0,3.3,0.0,0.18999999999999773,0.13,-0.41
65,0,3.3,0.0,0.13999999999999702,0.12,-0.53
66,0,3.3,0.0,0.13999999999999702,0.12,-0.53
67,0,3.3,0.0,0.1599999999999966,0.12,-0.23
68,0,3.3,0.0,0.1599999999999966,0.12,-0.23
69,0,3.3,0.0,0.18999999999999773,0.1,-0.15
70,0,3.3,0.0,0.18999999999999773,0.1,-0.15
71,0,3.3,0.0,0.2099999999999973,0.12,-0.11
72,0,3.3,0.0,0.2099999999999973,0.12,-0.11
73,0,3.3,0.0,0.18999999999999773,0.12,-0.09
74,0,3.3,0.0,0.18999999999999773,0.12,-0.09
75,0,3.3,0.0,0.13999999999999702,0.11,-0.19
76,0,3.3,0.0,0.13999999999999702,0.11,-0.19
77,0,3.3,0.0,0.16999999999999815,0.1,0.06
78,0,3.3,0.0,0.16999999999999815,0.11,-0.04
79,0,3.3,0.0,0.16999999999999815,0.11,-0.04
80,0,3.3,0.0,0.2099999999999973,0.1,0.24
81,0,3.3,0.0,0.1599999999999966,0.12,0.0
82,0,3.3,0.0,0.129999999999999,0.15,-0.05
83,0,3.3,0.0,0.129999999999999,0.15,-0.05
84,0,3.3,0.0,0.17999999999999972,0.05,0.19
85,0,3.3,0.0,0.17999999999999972,0.05,0.19
86,0,3.3,0.0,0.16999999999999815,0.07,-0.03
87,0,3.3,0.0,0.16999999999999815,0.07,-0.03
88,0,3.3,0.0,0.16999999999999815,0.07,-0.03
89,0,3.3,0.0,0.259999999999998,-0.11,0.16
90,0,3.3,2.633,0.259999999999998,-0.11,0.16
91,0,3.3,2.633,0.23999999999999844,-0.08,-0.38
92,0,3.3,2.633,0.23999999999999844,-0.08,-0.38
93,0,3.3,2.633,0.2099999999999973,0.0,-0.71
