time*0.5 [s],altitude [cm],rotation [rpm],airspeed [m/s],yaw [deg],pitch [deg],roll [deg]
1,0,3.3,2.291,-34.07,0.16,-0.81
2,0,3.3,2.291,-34.05,0.16,-0.68
3,0,3.3,2.291,-34.05,0.16,-0.68
4,0,3.3,1.897,-34.11,0.17,-0.61
5,0,3.3,2.365,-34.11,0.17,-0.61
6,0,3.3,3.268,-34.08,0.16,-0.38
7,0,3.3,0.0,-34.08,0.16,-0.38
8,0,3.3,0.0,-34.08,0.17,-0.44
9,0,3.3,0.0,-34.05,0.17,-0.54
10,0,3.3,3.479,-34.05,0.17,-0.54
11,0,3.3,3.479,-34.06,0.12,-0.68
12,0,3.3,3.479,-34.06,0.12,-0.68
13,0,3.3,0.0,-34.09,0.16,-0.42
14,0,3.3,0.0,-34.09,0.16,-0.42
15,0,3.3,0.0,-34.07,0.15,-0.51
16,0,3.3,0.0,-34.07,0.15,-0.51
17,0,3.3,0.0,-34.15,0.16,-0.87
18,0,3.3,0.0,-34.15,0.16,-0.87
19,0,3.3,0.0,-34.16,0.16,-0.76
20,0,3.3,0.0,-34.16,0.16,-0.76
21,0,3.3,0.0,-34.19,0.15,-0.79
22,0,3.3,0.0,-34.19,0.16,-0.84
23,0,3.3,2.604,-34.21,0.16,-0.88
24,0,3.3,2.604,-34.21,0.16,-0.86
25,0,3.3,2.604,-34.21,0.16,-0.86
26,0,3.3,2.604,-34.21,0.14,-0.9
27,0,3.3,2.604,-34.21,0.14,-0.9
28,0,3.3,2.604,-34.21,0.15,-0.96
29,0,3.3,2.604,-34.21,0.15,-0.96
30,0,3.3,2.604,-34.24,0.15,-0.77
31,0,3.3,2.604,-34.24,0.15,-0.69
32,0,3.3,0.0,-34.24,0.15,-0.69
33,0,3.3,0.0,-34.27,0.17,-0.65
34,0,3.3,2.9,-34.27,0.17,-0.65
35,0,3.3,2.9,-34.29,0.16,-0.54
36,0,3.3,2.9,-34.29,0.16,-0.54
37,0,3.3,2.9,-34.31,0.18,-0.4
38,0,3.3,2.9,-34.31,0.18,-0.4
39,0,3.3,2.176,-34.34,0.17,-0.56
40,0,3.3,2.176,-34.34,0.17,-0.56
41,0,3.3,2.176,-34.33,0.17,-0.69
42,0,3.3,3.019,-34.34,0.18,-0.71
43,0,3.3,3.019,-34.34,0.18,-0.71
44,0,3.3,3.019,-34.38,0.16,-0.76
45,0,3.3,3.019,-34.38,0.16,-0.76
46,0,3.3,3.019,-34.39,0.16,-0.66
47,0,3.3,0.0,-34.39,0.16,-0.66
48,0,3.3,0.0,-34.38,0.16,-0.78
49,0,3.3,0.0,-34.38,0.16,-0.78
50,0,3.3,4.224,-34.38,0.15,-0.88
51,0,3.3,4.224,-34.38,0.15,-0.88
52,0,3.3,4.224,-34.37,0.16,-0.89
53,0,3.3,4.224,-34.37,0.16,-0.94
54,0,3.3,4.224,-34.37,0.16,-0.94
55,0,3.3,3.076,-34.38,0.15,-0.89
56,0,3.3,3.076,-34.38,0.15,-0.89
57,0,3.3,3.076,-34.4,0.16,-0.87
58,0,3.3,3.076,-34.4,0.16,-0.87
59,0,3.3,3.076,-34.38,0.16,-0.89
60,0,3.3,3.076,-34.38,0.16,-0.89
61,0,3.3,3.076,-34.38,0.16,-0.89
62,0,3.3,2.072,-34.39,0.14,-0.88
63,0,3.3,2.235,-34.39,0.14,-0.88
64,0,3.3,2.235,-34.43,0.16,-0.87
65,0,3.3,2.235,-34.43,0.16,-0.87
66,0,3.3,2.235,-34.4,0.15,-0.96
67,0,3.3,0.0,-34.39,0.15,-0.76
68,0,3.3,0.796,-34.39,0.15,-0.76
69,0,3.3,0.7,-34.39,0.15,-0.76
70,0,3.3,0.576,-34.38,0.15,-0.71
71,0,3.3,0.51,-34.38,0.15,-0.71
72,0,3.3,0.51,-34.34,0.13,-0.88
73,0,3.3,0.597,-34.34,0.13,-0.88
74,0,3.3,0.597,-34.34,0.13,-0.88
75,0,3.3,1.63,-34.35,0.15,-0.83
76,0,3.3,1.63,-34.35,0.15,-0.83
77,0,3.3,2.208,-34.36,-0.17,-0.64
78,0,3.3,2.208,-34.36,-0.17,-0.64
79,0,3.3,2.863,-34.32,-0.02,-0.71
80,0,3.3,2.863,-34.32,-0.02,-0.71
81,0,3.3,1.711,-34.32,-0.02,-0.71
82,0,3.3,1.711,-34.32,0.41,-0.58
83,0,3.3,2.195,-34.32,0.41,-0.58
84,0,3.3,2.195,-34.42,0.07,-0.43
85,0,3.3,2.195,-34.42,0.07,-0.43
86,0,3.3,2.195,-34.41,0.0,-0.7
87,0,3.3,2.195,-34.41,0.0,-0.7
88,0,3.3,2.195,-34.44,0.08,-0.42
89,0,3.3,2.195,-34.44,0.08,-0.42
90,0,3.3,2.195,-34.41,0.13,-0.45
91,0,3.3,0.0,-34.41,0.13,-0.45
92,0,3.3,0.0,-34.43,0.1,-0.59
93,0,3.3,0.0,-34.43,0.1,-0.59
94,0,3.3,0.0,-34.44,0.09,-0.43
95,0,3.3,0.0,-34.46,0.09,-0.32
