time*0.5 [s],altitude [cm],rotation [rpm],airspeed [m/s],yaw [deg],pitch [deg],roll [deg]
1,0,3.3,0.0,0.0,0.38,0.25
2,0,3.3,0.0,0.0,0.38,0.25
3,0,3.3,0.0,0.00999999999999801,0.36,0.28
4,0,3.3,0.0,0.00999999999999801,0.36,0.28
5,0,3.3,0.0,0.00999999999999801,0.36,0.28
6,0,3.3,0.0,-0.00999999999999801,0.36,0.27
7,0,3.3,0.0,-0.00999999999999801,0.36,0.27
8,0,3.3,0.0,0.0,0.37,0.23
9,0,3.3,0.0,0.0,0.37,0.23
10,0,3.3,0.0,-0.030000000000001137,0.37,0.49
11,0,3.3,0.0,-0.030000000000001137,0.37,0.49
12,0,3.3,0.0,-0.05999999999999517,0.37,0.33
13,0,3.3,0.0,-0.05999999999999517,0.37,0.33
14,0,3.3,0.0,-0.04999999999999716,0.35,0.24
15,0,3.3,0.0,-0.04999999999999716,0.35,0.23
16,0,3.3,0.0,-0.04999999999999716,0.35,0.23
17,0,3.3,0.0,-0.03999999999999915,0.35,0.31
18,0,3.3,0.0,-0.03999999999999915,0.35,0.31
19,0,3.3,0.0,-0.030000000000001137,0.37,0.39
20,0,3.3,0.0,-0.030000000000001137,0.37,0.39
21,0,3.3,0.0,-0.030000000000001137,0.37,0.25
22,0,3.3,0.0,-0.030000000000001137,0.37,0.25
23,0,3.3,0.0,-0.00999999999999801,0.37,0.06
24,0,3.3,0.0,-0.00999999999999801,0.37,0.06
25,0,3.3,1.3,0.0,0.36,0.04
26,0,3.3,0.668,-0.00999999999999801,0.37,0.04
27,0,3.3,0.52,-0.00999999999999801,0.37,0.04
28,0,3.3,0.566,0.0,0.37,0.13
29,0,3.3,0.577,-0.00999999999999801,0.36,0.17
30,0,3.3,0.574,0.00999999999999801,0.36,0.21
31,0,3.3,0.576,0.00999999999999801,0.36,0.21
32,0,3.3,0.588,0.00999999999999801,0.37,0.17
33,0,3.3,0.619,0.00999999999999801,0.37,0.17
34,0,3.3,0.696,-0.00999999999999801,0.36,0.04
35,0,3.3,0.731,-0.00999999999999801,0.36,0.04
36,0,3.3,0.736,-0.00999999999999801,0.36,0.04
37,0,3.3,0.703,-0.00999999999999801,0.36,0.11
38,0,3.3,0.671,-0.00999999999999801,0.36,0.11
39,0,3.3,0.649,-0.00999999999999801,0.36,0.16
40,0,3.3,0.637,-0.00999999999999801,0.36,0.16
41,0,3.3,0.605,-0.00999999999999801,0.35,0.07
42,0,3.3,0.561,-0.00999999999999801,0.35,0.07
43,0,3.3,0.52,-0.00999999999999801,0.35,0.07
44,0,3.3,0.473,-0.00999999999999801,0.35,0.07
45,0,3.3,0.449,-0.00999999999999801,0.35,0.07
46,0,3.3,0.423,-0.04999999999999716,0.34,-0.11
47,0,3.3,0.41,-0.04999999999999716,0.34,-0.11
48,0,3.3,0.43,0.060000000000002274,0.36,0.32
49,0,3.3,0.434,0.060000000000002274,0.36,0.32
50,0,3.3,0.451,0.0799999999999983,0.38,0.53
51,0,3.3,0.481,0.0799999999999983,0.38,0.53
52,0,3.3,0.511,0.07000000000000028,0.37,0.57
