time*0.5 [s],altitude [cm],rot_old [rpm],airspeed [m/s],yaw [deg],pitch [deg],roll [deg],rot_twe [rpm],thrust_h,thrust_m,thrust_l,rudder,elevator,rudderFB,elevatorFB,rudderTrim,elevatortrim,battVoltage,battCurrent,nunchuckC,nunchuckZ
1,19,0.0,0.0,0.0,3.1,176.4,0.0,0,0,0,90,90,180,180,90,90,790,15,0,0
2,19,0.0,1.753,0.0,2.9,176.6,0.4,0,0,5,90,90,180,180,90,90,790,15,0,0
3,19,0.0,1.753,0.0,2.8,176.5,0.4,0,0,5,90,90,180,180,90,90,790,14,0,0
4,19,0.0,3.076,0.0,2.9,176.2,0.0,0,0,0,90,90,180,180,90,90,790,15,0,0
5,19,0.0,3.076,0.0,2.9,176.1,0.0,0,0,0,90,90,180,180,90,90,791,14,0,0
6,19,0.0,3.076,0.0,3.1,175.9,0.0,0,0,0,90,90,180,180,90,90,790,13,0,0
7,19,0.0,0.0,0.0,3.1,175.9,0.4,0,0,0,90,90,180,180,90,90,790,13,0,0
8,19,0.0,0.0,0.0,3.1,176.3,0.4,0,0,0,90,90,180,180,90,90,790,14,0,0
9,19,0.0,0.0,0.0,3.1,176.1,0.0,0,0,0,90,90,180,180,90,90,790,16,0,0
10,19,0.0,0.0,0.0,3.0,176.0,0.0,0,0,0,90,90,180,180,90,90,790,10,0,0
11,19,0.0,0.0,0.0,3.0,176.1,0.4,0,6500,6087,90,90,180,180,90,90,790,15,0,0
12,19,0.0,0.0,0.0,3.1,176.2,0.4,0,6500,6087,90,90,180,180,90,90,790,15,0,0
13,19,0.0,0.0,0.0,3.1,176.0,0.0,0,0,0,90,90,180,180,90,90,790,23,0,0
14,19,0.0,0.0,0.0,2.8,176.0,0.0,0,0,0,90,90,180,180,90,90,791,13,0,0
15,19,0.0,0.0,0.0,2.7,176.0,0.0,0,0,0,90,90,180,180,90,90,789,23,0,0
16,19,0.0,0.0,0.0,3.1,175.4,0.4,0,0,56,90,90,180,180,90,90,791,14,0,0
17,19,0.0,0.0,0.0,2.9,175.3,0.4,0,0,56,90,90,180,180,90,90,790,16,0,0
18,19,0.0,0.0,0.0,2.8,175.1,0.0,0,0,0,90,90,180,180,90,90,791,8,0,0
19,19,0.0,0.0,0.0,2.4,174.9,0.0,0,0,0,90,90,180,180,90,90,788,39,0,0
20,19,0.0,0.0,0.0,1.1,174.1,0.2,0,0,0,90,90,180,180,90,90,788,28,0,0
21,19,0.0,0.0,0.0,0.7,174.0,0.2,0,0,0,90,93,180,180,90,90,790,19,0,0
22,19,0.0,0.0,0.0,0.0,174.6,107.5,0,0,5,90,90,180,180,90,90,789,26,0,0
23,19,0.0,0.0,0.0,-1.0,174.3,107.5,0,0,5,90,90,180,180,90,90,790,17,0,0
24,19,0.0,0.0,0.0,-0.5,174.4,107.5,0,0,5,90,90,180,180,90,90,791,5,0,0
25,19,0.0,7.369,0.0,-0.2,174.9,106.4,0,0,810,90,90,180,180,90,90,790,12,0,0
26,19,0.0,1.84,0.0,-0.9,174.8,310.6,0,0,588,90,90,180,180,90,90,789,21,0,0
27,19,0.0,0.851,0.0,0.0,175.1,138.0,0,0,0,90,90,180,180,90,90,791,18,0,0
28,19,0.0,0.012,0.0,0.1,174.4,138.6,0,0,0,90,90,180,180,90,90,790,14,0,0
29,19,0.0,0.029,0.0,0.0,173.7,137.7,0,0,0,90,90,180,180,90,90,789,33,0,0
30,19,0.0,0.526,0.0,0.4,174.2,135.9,0,0,810,90,90,180,180,90,90,789,16,0,0
31,19,0.0,0.093,0.0,-0.4,174.0,147.8,0,0,56,90,90,180,180,90,90,791,13,0,0
32,19,0.0,0.006,0.0,-0.9,173.8,150.6,0,0,56,90,90,180,180,90,90,790,13,0,0
33,19,0.0,0.402,0.0,-0.2,174.2,151.5,0,0,0,90,90,180,180,90,90,790,17,0,0
34,19,0.0,0.012,0.0,-1.5,175.9,151.8,0,0,56,90,90,180,180,90,90,790,22,0,0
35,19,0.0,0.126,0.0,-3.8,177.5,150.9,0,0,56,90,90,180,180,90,90,789,24,0,0
36,19,0.0,0.087,0.0,-4.9,35.6,155.0,0,567,3935,90,90,180,180,90,90,789,31,0,0
37,19,0.0,1.425,0.0,-5.9,106.7,160.7,0,567,8337,90,90,180,180,90,90,789,28,0,0
38,19,0.0,0.462,0.0,-8.4,178.0,159.1,0,0,0,90,90,180,180,90,90,791,10,0,0
39,19,0.0,0.006,0.0,-9.2,178.3,160.4,0,5,6676,90,90,180,180,90,90,790,13,0,0
40,19,0.0,0.925,0.0,-9.2,-35.7,159.2,0,5,6732,90,90,180,180,90,90,789,33,0,0
41,19,0.0,0.02,0.0,-10.1,-177.7,157.8,0,0,56,90,90,180,180,90,90,790,12,0,0
42,19,0.0,0.328,0.0,-13.1,-178.1,161.3,0,0,56,90,90,180,180,90,90,790,11,0,0
43,19,0.0,0.007,0.0,-14.6,-177.1,163.8,0,0,0,90,90,180,180,90,90,790,7,0,0
44,19,0.0,0.417,0.0,-15.1,-174.8,162.5,0,0,56,90,177,180,180,90,90,791,5,0,0
45,19,0.0,3.137,0.0,-15.5,-173.8,0.0,0,0,0,92,168,180,180,90,90,790,15,0,0
46,19,0.0,0.608,0.0,-16.9,-173.9,157.4,0,0,0,90,171,180,180,90,90,791,7,0,0
47,19,0.0,1.0,0.0,-17.4,-176.0,154.3,0,568,467,90,92,180,180,90,90,769,363,0,0
48,19,0.0,1.067,0.0,-14.2,-35.2,156.6,0,0,0,90,172,180,180,90,90,790,13,0,0
49,19,0.0,0.083,0.0,-15.5,-177.8,161.8,0,0,0,90,158,180,180,90,90,789,23,0,0
50,19,0.0,0.257,0.0,-19.7,-175.8,155.8,0,0,568,90,101,180,180,90,90,778,170,0,0
51,19,0.0,0.065,0.0,-21.7,-174.6,152.6,0,0,56,90,7,180,180,90,90,788,35,0,0
52,19,0.0,0.542,0.0,-20.2,-174.8,144.5,0,568,5685,90,90,180,180,90,90,782,151,0,0
53,19,0.0,0.1,0.0,-19.3,-171.8,142.1,0,0,0,88,7,180,180,90,90,788,16,0,0
54,19,0.0,0.627,0.0,-18.9,-169.6,0.0,0,0,0,90,7,180,180,90,90,790,8,0,0
55,19,0.0,0.552,0.0,-17.9,-171.1,139.6,0,568,7887,80,85,180,180,90,90,786,41,0,0
56,19,0.0,0.16,0.0,-17.1,-171.1,145.2,0,568,983,80,11,180,180,90,90,788,40,0,0
57,19,0.0,0.264,0.0,-16.6,-170.7,145.1,0,567,5642,82,10,180,180,90,90,790,15,0,0
58,19,0.0,0.3,0.0,-17.5,-171.8,144.5,0,567,6122,82,10,180,180,90,90,788,33,0,0
59,19,0.0,0.308,0.0,-16.4,-172.3,1.5,0,0,0,90,90,180,180,90,90,789,22,0,0
60,19,0.0,0.025,0.0,-13.5,-172.6,151.6,0,560,6287,90,90,180,180,90,90,790,21,0,0
61,19,0.0,0.029,0.0,-12.4,-173.4,155.8,0,0,56,90,90,180,180,90,90,790,5,0,0
62,19,0.0,0.035,0.0,-11.8,-175.5,157.5,0,568,5105,90,90,180,180,90,90,790,5,0,0
63,19,0.0,0.359,0.0,-9.9,-176.8,160.4,0,567,2959,90,90,180,180,90,90,790,18,0,0
64,19,0.0,0.026,0.0,-9.0,-176.2,159.3,0,0,5,90,57,180,180,90,90,785,72,0,0
65,19,0.0,0.832,0.0,-9.4,-176.8,147.8,0,568,6535,94,156,180,180,90,90,790,9,0,0
66,19,0.0,0.252,0.0,-9.8,-176.5,145.6,0,568,388,92,161,180,180,90,90,786,67,0,0
67,35,0.0,0.072,0.0,-9.5,-177.8,149.0,0,568,1851,93,176,180,180,90,90,790,14,0,0
68,35,0.0,0.057,0.0,-9.5,-177.8,148.0,0,568,4245,90,178,180,180,90,90,790,7,0,0
69,35,0.0,0.023,0.0,-9.1,-176.8,150.1,0,568,3507,90,90,180,180,90,90,770,274,0,0
70,35,0.0,0.159,0.0,-6.7,-175.8,138.5,0,570,1511,90,90,180,180,90,90,789,15,0,0
71,35,0.0,2.548,0.0,-5.3,-176.3,107.5,0,568,2619,90,90,180,180,90,90,790,13,0,0
72,35,0.0,3.637,0.0,-5.3,-175.8,92.5,0,569,374,90,90,180,180,90,90,790,19,0,0
73,35,0.0,0.178,0.0,-6.4,-175.1,67.0,0,0,56,90,90,180,180,90,90,789,11,0,0
74,35,0.0,0.129,0.0,-6.8,-175.3,63.5,0,0,0,90,90,180,180,90,90,788,38,0,0
75,35,0.0,0.819,0.0,-6.5,-175.3,66.6,0,1,53,94,164,180,180,90,90,790,5,0,0
76,619,0.0,2.715,0.0,-6.8,-174.9,63.8,0,0,0,102,106,180,180,90,90,788,34,0,0
77,619,0.0,1.922,0.0,-6.9,-174.6,57.8,0,0,0,90,90,180,180,90,90,790,10,0,0
78,36,0.0,3.544,0.0,-5.4,-172.2,55.9,0,0,0,90,90,180,180,90,90,791,8,0,0
79,36,0.0,2.77,0.0,-2.8,-173.2,5.3,0,0,0,90,90,180,180,90,90,790,8,0,0
80,36,0.0,3.019,0.0,-2.0,-174.8,4.1,0,0,0,90,90,180,180,90,90,790,8,0,0
81,37,0.0,4.996,0.0,0.3,-176.1,0.3,0,0,0,90,90,180,180,90,90,790,12,0,0
82,37,0.0,4.996,0.0,1.2,-177.7,39.4,0,568,6086,90,90,180,180,90,90,790,6,0,0
83,37,0.0,3.712,0.0,0.4,-177.6,34.3,0,568,4898,90,90,180,180,90,90,790,17,0,0
84,35,0.0,4.109,0.0,-0.3,-176.7,25.6,0,568,4449,90,90,180,180,90,90,790,5,0,0
85,35,0.0,1.219,0.0,0.3,-178.1,22.5,0,568,3670,90,90,180,180,90,90,789,13,0,0
86,35,0.0,0.288,0.0,1.5,-178.3,17.0,0,568,4003,90,90,180,180,90,90,790,5,0,0
87,34,0.0,1.077,0.0,0.5,-106.8,13.1,0,568,4912,90,90,180,180,90,90,788,34,0,0
88,34,0.0,3.047,0.0,0.3,179.2,14.3,0,0,5685,90,90,180,180,90,90,790,20,0,0
89,37,0.0,2.964,0.0,0.5,-34.8,15.1,0,0,5685,90,90,180,180,90,90,790,6,0,0
90,37,0.0,3.398,0.0,0.2,-107.2,15.1,0,0,5685,90,90,180,180,90,90,790,11,0,0
91,37,0.0,0.016,0.0,1.8,35.7,15.1,0,0,5685,90,90,180,180,90,90,789,27,0,0
92,38,0.0,1.963,0.0,2.0,107.0,15.1,0,0,5685,90,90,180,180,90,90,790,5,0,0
93,38,0.0,0.594,0.0,2.4,178.9,14.3,0,0,5682,90,90,180,180,90,90,790,21,0,0
94,37,0.0,0.049,0.0,1.6,177.6,9.8,0,0,5685,90,90,180,180,90,90,790,5,0,0
95,37,0.0,0.049,0.0,2.3,177.1,9.8,0,0,5685,90,90,180,180,90,90,790,16,0,0
96,37,0.0,0.05,0.0,3.5,176.3,9.8,0,0,5685,90,90,180,180,90,90,789,23,0,0
97,37,0.0,0.05,0.0,4.5,175.5,9.8,0,0,5685,90,90,180,180,90,90,791,5,0,0
98,37,0.0,0.056,0.0,4.5,175.4,9.8,0,0,5685,90,90,180,180,90,90,790,14,0,0
99,39,0.0,0.056,0.0,4.8,174.8,9.8,0,0,5685,90,90,180,180,90,90,790,16,0,0
100,39,0.0,0.056,0.0,4.5,174.6,9.8,0,0,5685,90,90,180,180,90,90,790,14,0,0
101,39,0.0,0.073,0.0,4.9,175.0,8.0,0,56,8520,90,90,180,180,90,90,790,13,0,0
102,525,0.0,0.073,0.0,5.2,175.3,8.0,0,56,8520,90,90,180,180,90,90,790,11,0,0
103,525,0.0,0.0,0.0,5.0,174.6,8.0,0,56,8520,90,90,180,180,90,90,790,14,0,0
104,38,0.0,0.0,0.0,5.1,174.6,8.0,0,56,8520,90,90,180,180,90,90,790,10,0,0
105,38,0.0,0.0,0.0,5.0,174.4,8.0,0,56,8520,90,90,180,180,90,90,790,10,0,0
106,38,0.0,0.0,0.0,4.7,174.3,8.0,0,56,8520,90,90,180,180,90,90,790,19,0,0
107,37,0.0,0.0,0.0,4.5,174.6,8.0,0,56,8520,90,90,180,180,90,90,790,11,0,0
108,37,0.0,0.0,0.0,3.9,175.2,8.0,0,56,8520,90,90,180,180,90,90,790,13,0,0
109,37,0.0,0.0,0.0,3.6,174.8,8.0,0,56,8520,90,90,180,180,90,90,790,12,0,0
110,39,0.0,0.0,0.0,3.5,174.2,4.3,0,5,6814,90,90,180,180,90,90,790,14,0,0
111,39,0.0,0.0,0.0,3.3,174.7,4.3,0,5,6814,90,90,180,180,90,90,790,15,0,0
112,39,0.0,0.0,0.0,3.2,175.0,4.3,0,5,6814,90,90,180,180,90,90,790,14,0,0
113,37,0.0,0.0,0.0,3.3,174.8,4.3,0,5,6814,90,90,180,180,90,90,790,12,0,0
114,37,0.0,0.0,0.0,3.3,175.0,4.3,0,5,6814,90,90,180,180,90,90,790,17,0,0
115,37,0.0,0.0,0.0,3.3,174.3,4.3,0,5,6814,90,90,180,180,90,90,790,14,0,0
116,37,0.0,0.0,0.0,3.2,174.3,4.3,0,5,6814,90,90,180,180,90,90,790,10,0,0
117,37,0.0,0.0,0.0,3.3,174.3,4.3,0,5,6814,90,90,180,180,90,90,790,15,0,0
118,37,0.0,0.0,0.0,3.5,174.2,4.3,0,5,6814,90,90,180,180,90,90,790,15,0,0
119,37,0.0,0.0,0.0,3.3,174.2,3.7,0,567,8381,90,90,180,180,90,90,790,18,0,0
120,37,0.0,0.0,0.0,3.2,174.3,3.7,0,567,8381,90,90,180,180,90,90,790,12,0,0
121,37,0.0,0.0,0.0,3.2,174.5,3.7,0,567,8381,90,90,180,180,90,90,790,14,0,0
122,41,0.0,0.0,0.0,3.4,174.5,3.7,0,567,8381,90,90,180,180,90,90,790,13,0,0
